TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2015-09-23 10:51:53.0000,0,0,2015-09-23 10:53:16.0000,0,0,2015-09-23 10:55:25.0000,0,0
2015-09-23 10:51:53.0006,0,-0.6,2015-09-23 10:53:16.0006,0,-0.1,2015-09-23 10:55:25.0006,-0.1,-0.3
2015-09-23 10:51:53.0012,0,-0.7,2015-09-23 10:53:16.0012,0.1,-0.2,2015-09-23 10:55:25.0012,-0.3,-0.5
2015-09-23 10:51:53.0018,0,-0.5,2015-09-23 10:53:16.0018,0.3,-0.3,2015-09-23 10:55:25.0018,-0.4,-0.4
2015-09-23 10:51:53.0024,-0.3,0,2015-09-23 10:53:16.0024,0.5,-0.3,2015-09-23 10:55:25.0024,-0.5,-0.3
2015-09-23 10:51:53.0030,-0.5,0.1,2015-09-23 10:53:16.0030,0.7,-0.2,2015-09-23 10:55:25.0030,-0.5,-0.1
2015-09-23 10:51:53.0035,-0.5,0.1,2015-09-23 10:53:16.0035,0.9,-0.1,2015-09-23 10:55:25.0035,-0.5,0
2015-09-23 10:51:53.0041,-0.5,0,2015-09-23 10:53:16.0041,1,-0.2,2015-09-23 10:55:25.0041,-0.2,0.1
2015-09-23 10:51:53.0047,-0.2,0.1,2015-09-23 10:53:16.0047,1,-0.3,2015-09-23 10:55:25.0047,0,0.4
2015-09-23 10:51:53.0053,0,0,2015-09-23 10:53:16.0053,1.2,-0.4,2015-09-23 10:55:25.0053,0.1,0.6
2015-09-23 10:51:53.0059,0,-0.1,2015-09-23 10:53:16.0059,1.1,-0.3,2015-09-23 10:55:25.0059,0.3,0.8
2015-09-23 10:51:53.0065,0.2,-0.3,2015-09-23 10:53:16.0065,1.1,-0.4,2015-09-23 10:55:25.0065,0.4,0.9
2015-09-23 10:51:53.0071,0.3,-0.2,2015-09-23 10:53:16.0071,1,-0.5,2015-09-23 10:55:25.0071,0.7,1
2015-09-23 10:51:53.0077,0.4,0,2015-09-23 10:53:16.0077,0.9,-0.6,2015-09-23 10:55:25.0077,1,1
2015-09-23 10:51:53.0083,0.5,0.1,2015-09-23 10:53:16.0083,0.7,-0.7,2015-09-23 10:55:25.0083,1.3,1
2015-09-23 10:51:53.0089,0.5,0,2015-09-23 10:53:16.0089,0.6,-1.1,2015-09-23 10:55:25.0089,1.4,0.5
2015-09-23 10:51:53.0094,0.6,-0.4,2015-09-23 10:53:16.0094,0.5,-1.4,2015-09-23 10:55:25.0094,1.3,0.2
2015-09-23 10:51:53.0100,0.7,-0.6,2015-09-23 10:53:16.0100,0.5,-1.6,2015-09-23 10:55:25.0100,1.3,0.2
2015-09-23 10:51:53.0106,0.7,-0.6,2015-09-23 10:53:16.0106,0.6,-1.6,2015-09-23 10:55:25.0106,1.1,0.2
2015-09-23 10:51:53.0112,0.7,-0.4,2015-09-23 10:53:16.0112,0.5,-1.3,2015-09-23 10:55:25.0112,0.8,0.4
2015-09-23 10:51:53.0118,0.4,-0.2,2015-09-23 10:53:16.0118,0.6,-1,2015-09-23 10:55:25.0118,0.7,0.5
2015-09-23 10:51:53.0124,0.2,0,2015-09-23 10:53:16.0124,0.5,-0.8,2015-09-23 10:55:25.0124,0.5,0.6
2015-09-23 10:51:53.0130,0.1,0.4,2015-09-23 10:53:16.0130,0.4,-0.7,2015-09-23 10:55:25.0130,0.5,0.7
2015-09-23 10:51:53.0136,0,0.6,2015-09-23 10:53:16.0136,0.4,-0.6,2015-09-23 10:55:25.0136,0.3,0.8
2015-09-23 10:51:53.0142,0,0.6,2015-09-23 10:53:16.0142,0.4,-0.6,2015-09-23 10:55:25.0142,0.2,0.7
2015-09-23 10:51:53.0148,-0.1,0.3,2015-09-23 10:53:16.0148,0.4,-0.4,2015-09-23 10:55:25.0148,0.1,0.9
2015-09-23 10:51:53.0153,-0.3,0,2015-09-23 10:53:16.0153,0.3,-0.4,2015-09-23 10:55:25.0153,0,0.8
2015-09-23 10:51:53.0159,-0.3,-0.1,2015-09-23 10:53:16.0159,0.3,-0.5,2015-09-23 10:55:25.0159,0,0.7
2015-09-23 10:51:53.0165,-0.5,-0.1,2015-09-23 10:53:16.0165,0.2,-0.6,2015-09-23 10:55:25.0165,0,0.6
2015-09-23 10:51:53.0171,-0.7,-0.2,2015-09-23 10:53:16.0171,0.2,-0.9,2015-09-23 10:55:25.0171,0.1,0.2
2015-09-23 10:51:53.0177,-1.1,-0.4,2015-09-23 10:53:16.0177,0.1,-1.2,2015-09-23 10:55:25.0177,0.2,-0.1
2015-09-23 10:51:53.0183,-1.6,-0.5,2015-09-23 10:53:16.0183,0,-1.4,2015-09-23 10:55:25.0183,0.3,-0.2
2015-09-23 10:51:53.0189,-2,-0.1,2015-09-23 10:53:16.0189,-0.1,-1.5,2015-09-23 10:55:25.0189,0.4,0
2015-09-23 10:51:53.0195,-2.5,0.2,2015-09-23 10:53:16.0195,-0.1,-1.4,2015-09-23 10:55:25.0195,0.4,0.1
2015-09-23 10:51:53.0201,-2.8,0.4,2015-09-23 10:53:16.0201,-0.2,-1.3,2015-09-23 10:55:25.0201,0.3,0.3
2015-09-23 10:51:53.0207,-3.2,0.3,2015-09-23 10:53:16.0207,-0.3,-1.2,2015-09-23 10:55:25.0207,0.1,0.2
2015-09-23 10:51:53.0212,-3.5,0.3,2015-09-23 10:53:16.0212,-0.5,-1,2015-09-23 10:55:25.0212,-0.1,0.2
2015-09-23 10:51:53.0218,-3.7,0.5,2015-09-23 10:53:16.0218,-0.7,-0.9,2015-09-23 10:55:25.0218,-0.1,0.2
2015-09-23 10:51:53.0224,-3.6,0.7,2015-09-23 10:53:16.0224,-0.9,-0.8,2015-09-23 10:55:25.0224,-0.4,0.2
2015-09-23 10:51:53.0230,-3.5,0.4,2015-09-23 10:53:16.0230,-1.1,-0.8,2015-09-23 10:55:25.0230,-0.6,0.3
2015-09-23 10:51:53.0236,-3.4,0,2015-09-23 10:53:16.0236,-1.3,-0.9,2015-09-23 10:55:25.0236,-0.7,0.2
2015-09-23 10:51:53.0242,-3.2,-0.4,2015-09-23 10:53:16.0242,-1.4,-1.1,2015-09-23 10:55:25.0242,-0.8,0.1
2015-09-23 10:51:53.0248,-2.9,-0.7,2015-09-23 10:53:16.0248,-1.5,-1.3,2015-09-23 10:55:25.0248,-0.8,0
2015-09-23 10:51:53.0254,-2.7,-1.1,2015-09-23 10:53:16.0254,-1.5,-1.7,2015-09-23 10:55:25.0254,-0.6,-0.2
2015-09-23 10:51:53.0260,-2.6,-1.6,2015-09-23 10:53:16.0260,-1.6,-1.9,2015-09-23 10:55:25.0260,-0.7,-0.7
2015-09-23 10:51:53.0266,-2.6,-2,2015-09-23 10:53:16.0266,-1.7,-1.9,2015-09-23 10:55:25.0266,-0.7,-0.9
2015-09-23 10:51:53.0272,-2.5,-2.1,2015-09-23 10:53:16.0272,-1.8,-1.8,2015-09-23 10:55:25.0272,-0.8,-1
2015-09-23 10:51:53.0277,-2.5,-2,2015-09-23 10:53:16.0277,-2.1,-1.5,2015-09-23 10:55:25.0277,-0.8,-0.8
2015-09-23 10:51:53.0283,-2.5,-1.8,2015-09-23 10:53:16.0283,-2.1,-1.4,2015-09-23 10:55:25.0283,-1,-0.7
2015-09-23 10:51:53.0289,-2.6,-1.7,2015-09-23 10:53:16.0289,-2.1,-1.3,2015-09-23 10:55:25.0289,-1.2,-0.8
2015-09-23 10:51:53.0295,-2.7,-1.8,2015-09-23 10:53:16.0295,-2.1,-1.3,2015-09-23 10:55:25.0295,-1.3,-0.7
2015-09-23 10:51:53.0301,-2.8,-1.6,2015-09-23 10:53:16.0301,-2.1,-1.4,2015-09-23 10:55:25.0301,-1.3,-0.6
2015-09-23 10:51:53.0307,-2.7,-1.5,2015-09-23 10:53:16.0307,-2,-1.6,2015-09-23 10:55:25.0307,-1.2,-0.4
2015-09-23 10:51:53.0313,-2.6,-1.4,2015-09-23 10:53:16.0313,-1.8,-1.6,2015-09-23 10:55:25.0313,-1.1,-0.3
2015-09-23 10:51:53.0319,-2.4,-1.3,2015-09-23 10:53:16.0319,-1.5,-1.6,2015-09-23 10:55:25.0319,-1,-0.2
2015-09-23 10:51:53.0325,-2.2,-1.3,2015-09-23 10:53:16.0325,-1.3,-1.7,2015-09-23 10:55:25.0325,-1,-0.1
