TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2
2021-04-15 11:20:20.0000,0,0,2021-04-15 11:22:06.0000,0,0
2021-04-15 11:20:20.0006,0,0.3,2021-04-15 11:22:06.0006,-0.4,-0.1
2021-04-15 11:20:20.0012,-0.6,0.2,2021-04-15 11:22:06.0012,-1,-0.1
2021-04-15 11:20:20.0018,-0.6,0.2,2021-04-15 11:22:06.0018,-1.4,-0.1
2021-04-15 11:20:20.0024,-0.6,0.1,2021-04-15 11:22:06.0024,-1.6,0
2021-04-15 11:20:20.0030,-0.3,0,2021-04-15 11:22:06.0030,-1.7,0
2021-04-15 11:20:20.0035,-0.3,-0.1,2021-04-15 11:22:06.0035,-1.6,0.2
2021-04-15 11:20:20.0041,-0.1,-0.2,2021-04-15 11:22:06.0041,-1.5,0.5
2021-04-15 11:20:20.0047,-0.1,-0.5,2021-04-15 11:22:06.0047,-1.3,0.8
2021-04-15 11:20:20.0053,-0.1,-0.9,2021-04-15 11:22:06.0053,-1,0.8
2021-04-15 11:20:20.0059,-0.2,-1.2,2021-04-15 11:22:06.0059,-0.7,1
2021-04-15 11:20:20.0065,-0.3,-1.5,2021-04-15 11:22:06.0065,-0.3,1
2021-04-15 11:20:20.0071,-0.3,-1.9,2021-04-15 11:22:06.0071,0,1.1
2021-04-15 11:20:20.0077,-0.3,-2.1,2021-04-15 11:22:06.0077,0.2,1.1
2021-04-15 11:20:20.0083,-0.2,-2.4,2021-04-15 11:22:06.0083,0.6,1.2
2021-04-15 11:20:20.0089,-0.1,-2.9,2021-04-15 11:22:06.0089,0.8,1.1
2021-04-15 11:20:20.0094,-0.1,-3.2,2021-04-15 11:22:06.0094,0.6,0.9
2021-04-15 11:20:20.0100,0.1,-3.3,2021-04-15 11:22:06.0100,1,0.8
2021-04-15 11:20:20.0106,0.5,-3.4,2021-04-15 11:22:06.0106,1.3,0.6
2021-04-15 11:20:20.0112,0.7,-3.5,2021-04-15 11:22:06.0112,1.6,0.4
2021-04-15 11:20:20.0118,0.9,-3.4,2021-04-15 11:22:06.0118,2,0.1
2021-04-15 11:20:20.0124,0.8,-3.5,2021-04-15 11:22:06.0124,2.2,0
2021-04-15 11:20:20.0130,0.9,-3.4,2021-04-15 11:22:06.0130,2.4,-0.1
2021-04-15 11:20:20.0136,0.9,-3.3,2021-04-15 11:22:06.0136,2.5,-0.2
2021-04-15 11:20:20.0142,0.8,-3,2021-04-15 11:22:06.0142,2.4,-0.2
2021-04-15 11:20:20.0148,0.6,-2.6,2021-04-15 11:22:06.0148,2.2,0
2021-04-15 11:20:20.0153,0.4,-2.1,2021-04-15 11:22:06.0153,2.1,0.2
2021-04-15 11:20:20.0159,0.3,-1.6,2021-04-15 11:22:06.0159,2.1,0.3
2021-04-15 11:20:20.0165,0,-1.3,2021-04-15 11:22:06.0165,2.1,0.3
2021-04-15 11:20:20.0171,-0.2,-1.3,2021-04-15 11:22:06.0171,1.8,0.3
2021-04-15 11:20:20.0177,-0.9,-1.6,2021-04-15 11:22:06.0177,1.3,0.2
2021-04-15 11:20:20.0183,-1,-1.5,2021-04-15 11:22:06.0183,1,0.2
2021-04-15 11:20:20.0189,-1.1,-1.6,2021-04-15 11:22:06.0189,0.8,0.2
2021-04-15 11:20:20.0195,-1.1,-1.8,2021-04-15 11:22:06.0195,0.7,0.2
2021-04-15 11:20:20.0201,-1,-1.9,2021-04-15 11:22:06.0201,0.5,0.3
2021-04-15 11:20:20.0207,-1,-2.3,2021-04-15 11:22:06.0207,0.2,0.4
2021-04-15 11:20:20.0212,-1,-2.7,2021-04-15 11:22:06.0212,0.1,0.5
2021-04-15 11:20:20.0218,-0.8,-3.2,2021-04-15 11:22:06.0218,0,0.4
2021-04-15 11:20:20.0224,-0.6,-3.6,2021-04-15 11:22:06.0224,0,0.5
2021-04-15 11:20:20.0230,-0.5,-4,2021-04-15 11:22:06.0230,0,0.3
2021-04-15 11:20:20.0236,-0.4,-4.2,2021-04-15 11:22:06.0236,-0.3,0.3
2021-04-15 11:20:20.0242,-0.4,-4.4,2021-04-15 11:22:06.0242,-0.4,0
2021-04-15 11:20:20.0248,-0.3,-4.4,2021-04-15 11:22:06.0248,-0.5,-0.2
2021-04-15 11:20:20.0254,-0.3,-4.7,2021-04-15 11:22:06.0254,-0.7,-0.7
2021-04-15 11:20:20.0260,-0.6,-4.8,2021-04-15 11:22:06.0260,-1.1,-1.3
2021-04-15 11:20:20.0266,-0.8,-5,2021-04-15 11:22:06.0266,-1.2,-1.7
2021-04-15 11:20:20.0272,-0.7,-5,2021-04-15 11:22:06.0272,-1,-1.9
2021-04-15 11:20:20.0277,-0.6,-5.1,2021-04-15 11:22:06.0277,-0.7,-2.1
2021-04-15 11:20:20.0283,-0.3,-5.2,2021-04-15 11:22:06.0283,-0.4,-2.1
2021-04-15 11:20:20.0289,-0.1,-5.1,2021-04-15 11:22:06.0289,-0.2,-2.1
2021-04-15 11:20:20.0295,0,-4.8,2021-04-15 11:22:06.0295,0,-2.1
2021-04-15 11:20:20.0301,0,-4.2,2021-04-15 11:22:06.0301,0.3,-1.9
2021-04-15 11:20:20.0307,0.2,-3.8,2021-04-15 11:22:06.0307,0.5,-1.7
