TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4
2007-07-19 09:32:51.0000,0,0,2007-07-19 09:34:46.0000,0,0,2007-07-19 09:45:25.0000,0,0,2007-07-19 09:47:17.0000,0,0
2007-07-19 09:32:51.0006,-0.2,-0.3,2007-07-19 09:34:46.0006,0,-0.1,2007-07-19 09:45:25.0006,0,-0.2,2007-07-19 09:47:17.0006,-0.1,0
2007-07-19 09:32:51.0012,-0.5,-0.5,2007-07-19 09:34:46.0012,0,-0.1,2007-07-19 09:45:25.0012,-0.3,-0.4,2007-07-19 09:47:17.0012,-0.4,-0.2
2007-07-19 09:32:51.0018,-0.7,-0.6,2007-07-19 09:34:46.0018,-0.1,-0.1,2007-07-19 09:45:25.0018,-0.4,-0.4,2007-07-19 09:47:17.0018,-0.3,-0.2
2007-07-19 09:32:51.0024,-0.8,-0.6,2007-07-19 09:34:46.0024,-0.1,0,2007-07-19 09:45:25.0024,-0.3,-0.2,2007-07-19 09:47:17.0024,-0.3,0
2007-07-19 09:32:51.0030,-0.8,-0.6,2007-07-19 09:34:46.0030,-0.3,0.1,2007-07-19 09:45:25.0030,0,-0.1,2007-07-19 09:47:17.0030,-0.1,0
2007-07-19 09:32:51.0035,-0.6,-0.5,2007-07-19 09:34:46.0035,-0.3,0.3,2007-07-19 09:45:25.0035,0.1,0,2007-07-19 09:47:17.0035,-0.1,0.2
2007-07-19 09:32:51.0041,-0.2,-0.4,2007-07-19 09:34:46.0041,-0.4,0.4,2007-07-19 09:45:25.0041,0.3,0.1,2007-07-19 09:47:17.0041,0,0.3
2007-07-19 09:32:51.0047,0.1,-0.2,2007-07-19 09:34:46.0047,-0.4,0.4,2007-07-19 09:45:25.0047,0.7,0.4,2007-07-19 09:47:17.0047,0.1,0.4
2007-07-19 09:32:51.0053,0.5,-0.2,2007-07-19 09:34:46.0053,-0.4,0.5,2007-07-19 09:45:25.0053,0.9,0.7,2007-07-19 09:47:17.0053,0.1,0.5
2007-07-19 09:32:51.0059,0.7,0,2007-07-19 09:34:46.0059,-0.3,0.4,2007-07-19 09:45:25.0059,1.2,0.9,2007-07-19 09:47:17.0059,0.2,0.6
2007-07-19 09:32:51.0065,0.8,0.2,2007-07-19 09:34:46.0065,-0.2,0.4,2007-07-19 09:45:25.0065,1.3,1,2007-07-19 09:47:17.0065,0.3,0.7
2007-07-19 09:32:51.0071,0.8,0.2,2007-07-19 09:34:46.0071,-0.1,0.3,2007-07-19 09:45:25.0071,1.4,1.1,2007-07-19 09:47:17.0071,0.2,0.7
2007-07-19 09:32:51.0077,0.8,0.2,2007-07-19 09:34:46.0077,0,0.3,2007-07-19 09:45:25.0077,1.7,1.1,2007-07-19 09:47:17.0077,0.3,0.7
2007-07-19 09:32:51.0083,0.8,0.2,2007-07-19 09:34:46.0083,0,0.3,2007-07-19 09:45:25.0083,1.7,1.1,2007-07-19 09:47:17.0083,0.4,0.8
2007-07-19 09:32:51.0089,0.5,0,2007-07-19 09:34:46.0089,-0.1,0,2007-07-19 09:45:25.0089,1.6,1,2007-07-19 09:47:17.0089,0.2,0.4
2007-07-19 09:32:51.0094,0.1,-0.3,2007-07-19 09:34:46.0094,-0.4,-0.2,2007-07-19 09:45:25.0094,1.4,0.8,2007-07-19 09:47:17.0094,0,0.3
2007-07-19 09:32:51.0100,0,-0.3,2007-07-19 09:34:46.0100,-0.6,-0.3,2007-07-19 09:45:25.0100,1.3,0.8,2007-07-19 09:47:17.0100,0,0.3
2007-07-19 09:32:51.0106,-0.2,-0.3,2007-07-19 09:34:46.0106,-0.8,-0.2,2007-07-19 09:45:25.0106,1.3,0.7,2007-07-19 09:47:17.0106,0,0.5
2007-07-19 09:32:51.0112,-0.2,-0.3,2007-07-19 09:34:46.0112,-0.8,-0.2,2007-07-19 09:45:25.0112,1.3,0.8,2007-07-19 09:47:17.0112,0,0.6
2007-07-19 09:32:51.0118,-0.1,-0.1,2007-07-19 09:34:46.0118,-0.7,-0.1,2007-07-19 09:45:25.0118,1.4,0.8,2007-07-19 09:47:17.0118,0.1,0.7
2007-07-19 09:32:51.0124,0,0,2007-07-19 09:34:46.0124,-0.6,-0.2,2007-07-19 09:45:25.0124,1.5,1,2007-07-19 09:47:17.0124,0.2,0.9
2007-07-19 09:32:51.0130,0.1,0,2007-07-19 09:34:46.0130,-0.6,-0.2,2007-07-19 09:45:25.0130,1.4,0.9,2007-07-19 09:47:17.0130,0.2,0.9
2007-07-19 09:32:51.0136,0.2,0,2007-07-19 09:34:46.0136,-0.4,-0.2,2007-07-19 09:45:25.0136,1.4,0.9,2007-07-19 09:47:17.0136,0.4,1
2007-07-19 09:32:51.0142,0.1,0.1,2007-07-19 09:34:46.0142,-0.4,-0.2,2007-07-19 09:45:25.0142,1.3,0.9,2007-07-19 09:47:17.0142,0.5,1
2007-07-19 09:32:51.0148,0,0.2,2007-07-19 09:34:46.0148,-0.4,-0.3,2007-07-19 09:45:25.0148,1.1,1,2007-07-19 09:47:17.0148,0.5,0.9
2007-07-19 09:32:51.0153,0,0.4,2007-07-19 09:34:46.0153,-0.2,-0.1,2007-07-19 09:45:25.0153,0.8,0.9,2007-07-19 09:47:17.0153,0.6,1
2007-07-19 09:32:51.0159,0,0.5,2007-07-19 09:34:46.0159,-0.2,0,2007-07-19 09:45:25.0159,0.8,0.9,2007-07-19 09:47:17.0159,0.7,0.9
2007-07-19 09:32:51.0165,0,0.7,2007-07-19 09:34:46.0165,0,0,2007-07-19 09:45:25.0165,0.6,0.8,2007-07-19 09:47:17.0165,0.6,1
2007-07-19 09:32:51.0171,-0.2,0.5,2007-07-19 09:34:46.0171,0.1,-0.1,2007-07-19 09:45:25.0171,0.3,0.5,2007-07-19 09:47:17.0171,0.6,0.7
2007-07-19 09:32:51.0177,-0.4,0.3,2007-07-19 09:34:46.0177,0.1,-0.2,2007-07-19 09:45:25.0177,0,0.3,2007-07-19 09:47:17.0177,0.3,0.5
2007-07-19 09:32:51.0183,-0.5,0.1,2007-07-19 09:34:46.0183,0.1,-0.2,2007-07-19 09:45:25.0183,-0.2,0.2,2007-07-19 09:47:17.0183,0.2,0.3
2007-07-19 09:32:51.0189,-0.5,0,2007-07-19 09:34:46.0189,0.2,-0.1,2007-07-19 09:45:25.0189,-0.3,0.3,2007-07-19 09:47:17.0189,0.2,0.4
2007-07-19 09:32:51.0195,-0.4,0,2007-07-19 09:34:46.0195,0,0,2007-07-19 09:45:25.0195,-0.2,0.4,2007-07-19 09:47:17.0195,0.2,0.5
2007-07-19 09:32:51.0201,-0.3,0,2007-07-19 09:34:46.0201,0,0.1,2007-07-19 09:45:25.0201,-0.2,0.6,2007-07-19 09:47:17.0201,0.2,0.6
2007-07-19 09:32:51.0207,-0.2,0.2,2007-07-19 09:34:46.0207,0,0.2,2007-07-19 09:45:25.0207,0,0.7,2007-07-19 09:47:17.0207,0.3,0.6
2007-07-19 09:32:51.0212,-0.3,0.3,2007-07-19 09:34:46.0212,0,0.3,2007-07-19 09:45:25.0212,0,0.9,2007-07-19 09:47:17.0212,0.4,0.6
2007-07-19 09:32:51.0218,-0.1,0.4,2007-07-19 09:34:46.0218,0,0.4,2007-07-19 09:45:25.0218,0.1,1,2007-07-19 09:47:17.0218,0.5,0.6
2007-07-19 09:32:51.0224,0,0.5,2007-07-19 09:34:46.0224,0.2,0.2,2007-07-19 09:45:25.0224,0.2,0.9,2007-07-19 09:47:17.0224,0.4,0.6
2007-07-19 09:32:51.0230,0,0.6,2007-07-19 09:34:46.0230,0.2,0.2,2007-07-19 09:45:25.0230,0.4,1,2007-07-19 09:47:17.0230,0.5,0.7
2007-07-19 09:32:51.0236,0.1,0.6,2007-07-19 09:34:46.0236,0.4,0.2,2007-07-19 09:45:25.0236,0.5,1.1,2007-07-19 09:47:17.0236,0.4,0.7
2007-07-19 09:32:51.0242,0.2,0.4,2007-07-19 09:34:46.0242,0.3,0.1,2007-07-19 09:45:25.0242,0.7,1.1,2007-07-19 09:47:17.0242,0.5,0.7
2007-07-19 09:32:51.0248,0,0.4,2007-07-19 09:34:46.0248,0.1,0.2,2007-07-19 09:45:25.0248,0.8,1.2,2007-07-19 09:47:17.0248,0.4,0.7
2007-07-19 09:32:51.0254,-0.1,0.2,2007-07-19 09:34:46.0254,-0.1,0,2007-07-19 09:45:25.0254,1,0.9,2007-07-19 09:47:17.0254,0.3,0.6
2007-07-19 09:32:51.0260,-0.4,0,2007-07-19 09:34:46.0260,-0.6,-0.1,2007-07-19 09:45:25.0260,0.8,0.7,2007-07-19 09:47:17.0260,0,0.3
2007-07-19 09:32:51.0266,-0.5,0,2007-07-19 09:34:46.0266,-1,-0.3,2007-07-19 09:45:25.0266,0.7,0.7,2007-07-19 09:47:17.0266,-0.1,0.3
2007-07-19 09:32:51.0272,-0.4,0,2007-07-19 09:34:46.0272,-1.3,-0.4,2007-07-19 09:45:25.0272,0.8,0.6,2007-07-19 09:47:17.0272,-0.1,0.4
2007-07-19 09:32:51.0277,-0.3,0,2007-07-19 09:34:46.0277,-1.4,-0.5,2007-07-19 09:45:25.0277,0.9,0.7,2007-07-19 09:47:17.0277,-0.1,0.4
2007-07-19 09:32:51.0283,-0.2,0.1,2007-07-19 09:34:46.0283,-1.4,-0.6,2007-07-19 09:45:25.0283,1,0.8,2007-07-19 09:47:17.0283,0,0.5
2007-07-19 09:32:51.0289,-0.1,0.2,2007-07-19 09:34:46.0289,-1.3,-0.6,2007-07-19 09:45:25.0289,1.2,0.8,2007-07-19 09:47:17.0289,0,0.5
2007-07-19 09:32:51.0295,-0.1,0.1,2007-07-19 09:34:46.0295,-1.1,-0.6,2007-07-19 09:45:25.0295,1.3,0.9,2007-07-19 09:47:17.0295,0.1,0.6
2007-07-19 09:32:51.0301,-0.2,0.1,2007-07-19 09:34:46.0301,-1,-0.5,2007-07-19 09:45:25.0301,1.3,1,2007-07-19 09:47:17.0301,0.1,0.7
2007-07-19 09:32:51.0307,-0.4,0,2007-07-19 09:34:46.0307,-0.9,-0.5,2007-07-19 09:45:25.0307,1.4,1,2007-07-19 09:47:17.0307,0.3,0.8
2007-07-19 09:32:51.0313,-0.6,0,2007-07-19 09:34:46.0313,-0.9,-0.5,2007-07-19 09:45:25.0313,1.4,1.1,2007-07-19 09:47:17.0313,0.3,0.8
2007-07-19 09:32:51.0319,-0.8,0,2007-07-19 09:34:46.0319,-0.7,-0.4,2007-07-19 09:45:25.0319,1.4,1.2,2007-07-19 09:47:17.0319,0.4,0.8
2007-07-19 09:32:51.0325,-0.9,0,2007-07-19 09:34:46.0325,-0.5,-0.3,2007-07-19 09:45:25.0325,1.3,1.1,2007-07-19 09:47:17.0325,0.4,0.8
2007-07-19 09:32:51.0331,-0.9,0.1,2007-07-19 09:34:46.0331,-0.4,-0.2,2007-07-19 09:45:25.0331,1.2,1.1,2007-07-19 09:47:17.0331,0.5,0.8
2007-07-19 09:32:51.0336,-0.8,0.1,2007-07-19 09:34:46.0336,-0.4,-0.4,2007-07-19 09:45:25.0336,1,1,2007-07-19 09:47:17.0336,0.4,0.5
2007-07-19 09:32:51.0342,-1,0,2007-07-19 09:34:46.0342,-0.5,-0.5,2007-07-19 09:45:25.0342,0.6,0.6,2007-07-19 09:47:17.0342,0.2,0.3
2007-07-19 09:32:51.0348,-1.1,0.1,2007-07-19 09:34:46.0348,-0.6,-0.6,2007-07-19 09:45:25.0348,0.3,0.5,2007-07-19 09:47:17.0348,0,0.2
2007-07-19 09:32:51.0354,-1.2,0.4,2007-07-19 09:34:46.0354,-0.7,-0.6,2007-07-19 09:45:25.0354,0.1,0.5,2007-07-19 09:47:17.0354,0,0.2
2007-07-19 09:32:51.0360,-1.3,0.5,2007-07-19 09:34:46.0360,-0.6,-0.3,2007-07-19 09:45:25.0360,0,0.5,2007-07-19 09:47:17.0360,0,0.4
2007-07-19 09:32:51.0366,-1.2,0.5,2007-07-19 09:34:46.0366,-0.7,-0.2,2007-07-19 09:45:25.0366,0,0.6,2007-07-19 09:47:17.0366,0.1,0.5
2007-07-19 09:32:51.0372,-1,0.7,2007-07-19 09:34:46.0372,-0.6,0,2007-07-19 09:45:25.0372,0,0.7,2007-07-19 09:47:17.0372,0.2,0.6
2007-07-19 09:32:51.0378,-0.6,0.7,2007-07-19 09:34:46.0378,-0.4,0,2007-07-19 09:45:25.0378,0,0.8,2007-07-19 09:47:17.0378,0.2,0.8
2007-07-19 09:32:51.0384,-0.2,0.7,2007-07-19 09:34:46.0384,-0.4,0.1,2007-07-19 09:45:25.0384,0,0.8,2007-07-19 09:47:17.0384,0.3,0.9
2007-07-19 09:32:51.0390,0,0.7,2007-07-19 09:34:46.0390,-0.3,0.1,2007-07-19 09:45:25.0390,0,0.9,2007-07-19 09:47:17.0390,0.4,1
2007-07-19 09:32:51.0395,0.3,0.7,2007-07-19 09:34:46.0395,-0.2,0,2007-07-19 09:45:25.0395,0,1,2007-07-19 09:47:17.0395,0.3,1.1
2007-07-19 09:32:51.0401,0.7,0.7,2007-07-19 09:34:46.0401,-0.2,-0.1,2007-07-19 09:45:25.0401,0.1,0.9,2007-07-19 09:47:17.0401,0.4,1
2007-07-19 09:32:51.0407,0.9,0.7,2007-07-19 09:34:46.0407,-0.2,-0.2,2007-07-19 09:45:25.0407,0.1,0.9,2007-07-19 09:47:17.0407,0.3,1.1
2007-07-19 09:32:51.0413,1.1,0.8,2007-07-19 09:34:46.0413,-0.4,-0.4,2007-07-19 09:45:25.0413,0.2,1,2007-07-19 09:47:17.0413,0.4,1.1
2007-07-19 09:32:51.0419,1.2,0.7,2007-07-19 09:34:46.0419,-0.4,-0.6,2007-07-19 09:45:25.0419,0.2,0.9,2007-07-19 09:47:17.0419,0.3,0.8
2007-07-19 09:32:51.0425,0.8,0.5,2007-07-19 09:34:46.0425,-0.7,-0.8,2007-07-19 09:45:25.0425,0.1,0.5,2007-07-19 09:47:17.0425,0.1,0.4
2007-07-19 09:32:51.0431,0.5,0.4,2007-07-19 09:34:46.0431,-0.9,-0.9,2007-07-19 09:45:25.0431,-0.1,0.5,2007-07-19 09:47:17.0431,0,0.4
2007-07-19 09:32:51.0437,0,0.5,2007-07-19 09:34:46.0437,-1,-0.8,2007-07-19 09:45:25.0437,-0.1,0.5,2007-07-19 09:47:17.0437,0,0.4
2007-07-19 09:32:51.0443,-0.2,0.6,2007-07-19 09:34:46.0443,-1,-0.7,2007-07-19 09:45:25.0443,0,0.6,2007-07-19 09:47:17.0443,0,0.5
2007-07-19 09:32:51.0449,-0.4,0.8,2007-07-19 09:34:46.0449,-1.1,-0.6,2007-07-19 09:45:25.0449,0.2,0.7,2007-07-19 09:47:17.0449,0,0.6
2007-07-19 09:32:51.0455,-0.4,0.9,2007-07-19 09:34:46.0455,-1,-0.4,2007-07-19 09:45:25.0455,0.5,0.8,2007-07-19 09:47:17.0455,0,0.6
2007-07-19 09:32:51.0460,-0.2,1,2007-07-19 09:34:46.0460,-1,-0.4,2007-07-19 09:45:25.0460,0.7,0.8,2007-07-19 09:47:17.0460,0.1,0.7
2007-07-19 09:32:51.0466,0,1,2007-07-19 09:34:46.0466,-0.9,-0.3,2007-07-19 09:45:25.0466,0.9,0.9,2007-07-19 09:47:17.0466,0.2,0.8
2007-07-19 09:32:51.0472,0,1,2007-07-19 09:34:46.0472,-0.8,-0.3,2007-07-19 09:45:25.0472,1.1,0.9,2007-07-19 09:47:17.0472,0.3,0.9
2007-07-19 09:32:51.0478,0,0.9,2007-07-19 09:34:46.0478,-0.6,-0.4,2007-07-19 09:45:25.0478,1.4,0.9,2007-07-19 09:47:17.0478,0.3,1
2007-07-19 09:32:51.0484,0,0.8,2007-07-19 09:34:46.0484,-0.3,-0.4,2007-07-19 09:45:25.0484,1.5,0.9,2007-07-19 09:47:17.0484,0.4,1
