TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4
2007-07-19 09:32:51.0490,0,0.7,2007-07-19 09:34:46.0490,-0.3,-0.4,2007-07-19 09:45:25.0490,1.6,0.9,2007-07-19 09:47:17.0490,0.4,1.1
2007-07-19 09:32:51.0496,0.1,0.6,2007-07-19 09:34:46.0496,-0.2,-0.5,2007-07-19 09:45:25.0496,1.7,0.9,2007-07-19 09:47:17.0496,0.5,1.2
2007-07-19 09:32:51.0502,0.1,0.5,2007-07-19 09:34:46.0502,-0.4,-0.7,2007-07-19 09:45:25.0502,1.6,0.8,2007-07-19 09:47:17.0502,0.5,1.2
2007-07-19 09:32:51.0508,0.1,0.3,2007-07-19 09:34:46.0508,-0.7,-1,2007-07-19 09:45:25.0508,1.3,0.5,2007-07-19 09:47:17.0508,0.3,0.9
2007-07-19 09:32:51.0514,0,0.3,2007-07-19 09:34:46.0514,-1,-1.1,2007-07-19 09:45:25.0514,1,0.3,2007-07-19 09:47:17.0514,0.2,0.7
2007-07-19 09:32:51.0519,0,0.5,2007-07-19 09:34:46.0519,-1.2,-1,2007-07-19 09:45:25.0519,0.9,0.3,2007-07-19 09:47:17.0519,0.2,0.7
2007-07-19 09:32:51.0525,0.2,0.8,2007-07-19 09:34:46.0525,-1.1,-0.8,2007-07-19 09:45:25.0525,0.9,0.4,2007-07-19 09:47:17.0525,0.3,0.7
2007-07-19 09:32:51.0531,0.1,1,2007-07-19 09:34:46.0531,-1,-0.6,2007-07-19 09:45:25.0531,0.8,0.4,2007-07-19 09:47:17.0531,0.3,0.7
2007-07-19 09:32:51.0537,0.3,1.2,2007-07-19 09:34:46.0537,-0.8,-0.4,2007-07-19 09:45:25.0537,0.7,0.5,2007-07-19 09:47:17.0537,0.5,0.8
2007-07-19 09:32:51.0543,0.3,1.3,2007-07-19 09:34:46.0543,-0.4,-0.1,2007-07-19 09:45:25.0543,0.6,0.4,2007-07-19 09:47:17.0543,0.7,0.9
2007-07-19 09:32:51.0549,0.3,1.6,2007-07-19 09:34:46.0549,-0.1,0,2007-07-19 09:45:25.0549,0.6,0.5,2007-07-19 09:47:17.0549,0.8,0.9
2007-07-19 09:32:51.0555,0.2,1.6,2007-07-19 09:34:46.0555,0,0.1,2007-07-19 09:45:25.0555,0.5,0.5,2007-07-19 09:47:17.0555,0.8,0.9
2007-07-19 09:32:51.0561,0.1,1.6,2007-07-19 09:34:46.0561,0.2,0.1,2007-07-19 09:45:25.0561,0.4,0.4,2007-07-19 09:47:17.0561,1,0.9
2007-07-19 09:32:51.0567,0,1.6,2007-07-19 09:34:46.0567,0.4,0.2,2007-07-19 09:45:25.0567,0.4,0.5,2007-07-19 09:47:17.0567,1,0.9
2007-07-19 09:32:51.0573,0.1,1.6,2007-07-19 09:34:46.0573,0.5,0.2,2007-07-19 09:45:25.0573,0.4,0.5,2007-07-19 09:47:17.0573,1.1,1
2007-07-19 09:32:51.0578,0.3,1.5,2007-07-19 09:34:46.0578,0.6,0.2,2007-07-19 09:45:25.0578,0.4,0.5,2007-07-19 09:47:17.0578,1.1,1
2007-07-19 09:32:51.0584,0.3,1.4,2007-07-19 09:34:46.0584,0.7,0.3,2007-07-19 09:45:25.0584,0.3,0.4,2007-07-19 09:47:17.0584,1,0.9
2007-07-19 09:32:51.0590,0.2,1.2,2007-07-19 09:34:46.0590,0.5,0,2007-07-19 09:45:25.0590,0.2,0.2,2007-07-19 09:47:17.0590,0.7,0.5
2007-07-19 09:32:51.0596,0,1.2,2007-07-19 09:34:46.0596,0.3,0.1,2007-07-19 09:45:25.0596,0,0.2,2007-07-19 09:47:17.0596,0.3,0.5
2007-07-19 09:32:51.0602,0,1.3,2007-07-19 09:34:46.0602,0.3,0.2,2007-07-19 09:45:25.0602,0,0.1,2007-07-19 09:47:17.0602,0.2,0.3
2007-07-19 09:32:51.0608,0,1.2,2007-07-19 09:34:46.0608,0.1,0.3,2007-07-19 09:45:25.0608,0.1,0.1,2007-07-19 09:47:17.0608,0.1,0.3
2007-07-19 09:32:51.0614,0,1.3,2007-07-19 09:34:46.0614,0,0.3,2007-07-19 09:45:25.0614,0.4,0.2,2007-07-19 09:47:17.0614,0.1,0.3
2007-07-19 09:32:51.0620,0,1.3,2007-07-19 09:34:46.0620,-0.1,0.4,2007-07-19 09:45:25.0620,0.6,0.3,2007-07-19 09:47:17.0620,0.2,0.5
2007-07-19 09:32:51.0626,0.1,1.4,2007-07-19 09:34:46.0626,-0.1,0.4,2007-07-19 09:45:25.0626,0.8,0.5,2007-07-19 09:47:17.0626,0.2,0.6
2007-07-19 09:32:51.0632,0.1,1.3,2007-07-19 09:34:46.0632,0,0.3,2007-07-19 09:45:25.0632,1,0.5,2007-07-19 09:47:17.0632,0.3,0.7
2007-07-19 09:32:51.0637,0.2,1.4,2007-07-19 09:34:46.0637,0,0.2,2007-07-19 09:45:25.0637,1.2,0.7,2007-07-19 09:47:17.0637,0.4,0.8
2007-07-19 09:32:51.0643,0.3,1.3,2007-07-19 09:34:46.0643,0,0,2007-07-19 09:45:25.0643,1.3,0.7,2007-07-19 09:47:17.0643,0.5,0.8
2007-07-19 09:32:51.0649,0.4,1.4,2007-07-19 09:34:46.0649,0,-0.1,2007-07-19 09:45:25.0649,1.4,0.7,2007-07-19 09:47:17.0649,0.5,0.9
2007-07-19 09:32:51.0655,0.3,1.3,2007-07-19 09:34:46.0655,0,-0.2,2007-07-19 09:45:25.0655,1.5,0.8,2007-07-19 09:47:17.0655,0.5,0.8
2007-07-19 09:32:51.0661,0.5,1.4,2007-07-19 09:34:46.0661,0,-0.3,2007-07-19 09:45:25.0661,1.5,0.8,2007-07-19 09:47:17.0661,0.6,0.9
2007-07-19 09:32:51.0667,0.4,1.3,2007-07-19 09:34:46.0667,0.1,-0.4,2007-07-19 09:45:25.0667,1.7,0.7,2007-07-19 09:47:17.0667,0.6,0.9
2007-07-19 09:32:51.0673,0.2,1,2007-07-19 09:34:46.0673,0,-0.6,2007-07-19 09:45:25.0673,1.5,0.3,2007-07-19 09:47:17.0673,0.3,0.5
2007-07-19 09:32:51.0679,-0.1,0.9,2007-07-19 09:34:46.0679,-0.2,-0.6,2007-07-19 09:45:25.0679,1.1,0.2,2007-07-19 09:47:17.0679,0.2,0.4
2007-07-19 09:32:51.0685,-0.4,0.7,2007-07-19 09:34:46.0685,-0.2,-0.5,2007-07-19 09:45:25.0685,1.2,0,2007-07-19 09:47:17.0685,0,0.4
2007-07-19 09:32:51.0691,-0.5,0.6,2007-07-19 09:34:46.0691,-0.3,-0.4,2007-07-19 09:45:25.0691,1.2,0,2007-07-19 09:47:17.0691,0.1,0.6
2007-07-19 09:32:51.0697,-0.7,0.5,2007-07-19 09:34:46.0697,-0.3,-0.2,2007-07-19 09:45:25.0697,1.3,0,2007-07-19 09:47:17.0697,0.2,0.8
2007-07-19 09:32:51.0702,-0.9,0.5,2007-07-19 09:34:46.0702,-0.6,-0.1,2007-07-19 09:45:25.0702,1.3,0.1,2007-07-19 09:47:17.0702,0.4,0.8
2007-07-19 09:32:51.0708,-1.2,0.6,2007-07-19 09:34:46.0708,-0.8,0,2007-07-19 09:45:25.0708,1.3,0.1,2007-07-19 09:47:17.0708,0.5,0.9
2007-07-19 09:32:51.0714,-1.3,0.6,2007-07-19 09:34:46.0714,-1.1,0,2007-07-19 09:45:25.0714,1.3,0,2007-07-19 09:47:17.0714,0.6,1.1
2007-07-19 09:32:51.0720,-1.3,0.6,2007-07-19 09:34:46.0720,-1.4,0.1,2007-07-19 09:45:25.0720,1.2,0,2007-07-19 09:47:17.0720,0.7,1.2
2007-07-19 09:32:51.0726,-1.1,0.6,2007-07-19 09:34:46.0726,-1.8,0.1,2007-07-19 09:45:25.0726,1.1,0,2007-07-19 09:47:17.0726,0.7,1.2
2007-07-19 09:32:51.0732,-1,0.5,2007-07-19 09:34:46.0732,-2,0.2,2007-07-19 09:45:25.0732,1.1,0,2007-07-19 09:47:17.0732,0.6,1.1
2007-07-19 09:32:51.0738,-0.8,0.6,2007-07-19 09:34:46.0738,-2.1,0.1,2007-07-19 09:45:25.0738,0.9,-0.2,2007-07-19 09:47:17.0738,0.6,1.1
2007-07-19 09:32:51.0744,-0.8,0.7,2007-07-19 09:34:46.0744,-2,0.1,2007-07-19 09:45:25.0744,0.9,-0.3,2007-07-19 09:47:17.0744,0.6,1.2
2007-07-19 09:32:51.0750,-0.8,0.8,2007-07-19 09:34:46.0750,-1.9,0.1,2007-07-19 09:45:25.0750,0.7,-0.4,2007-07-19 09:47:17.0750,0.5,1
2007-07-19 09:32:51.0756,-1,0.6,2007-07-19 09:34:46.0756,-1.9,0,2007-07-19 09:45:25.0756,0.3,-0.9,2007-07-19 09:47:17.0756,0.3,0.8
2007-07-19 09:32:51.0761,-1.5,0.5,2007-07-19 09:34:46.0761,-2,-0.2,2007-07-19 09:45:25.0761,0,-1,2007-07-19 09:47:17.0761,0,0.7
2007-07-19 09:32:51.0767,-2,0.4,2007-07-19 09:34:46.0767,-2,-0.2,2007-07-19 09:45:25.0767,-0.2,-1.1,2007-07-19 09:47:17.0767,0,0.7
2007-07-19 09:32:51.0773,-2.3,0.4,2007-07-19 09:34:46.0773,-1.9,-0.1,2007-07-19 09:45:25.0773,-0.3,-1.1,2007-07-19 09:47:17.0773,0,0.8
2007-07-19 09:32:51.0779,-2.5,0.4,2007-07-19 09:34:46.0779,-1.9,0,2007-07-19 09:45:25.0779,-0.4,-1,2007-07-19 09:47:17.0779,0,0.8
2007-07-19 09:32:51.0785,-2.4,0.4,2007-07-19 09:34:46.0785,-1.9,0.1,2007-07-19 09:45:25.0785,-0.3,-0.9,2007-07-19 09:47:17.0785,0,0.9
2007-07-19 09:32:51.0791,-2.4,0.4,2007-07-19 09:34:46.0791,-1.7,0.2,2007-07-19 09:45:25.0791,-0.3,-0.8,2007-07-19 09:47:17.0791,0,1.1
2007-07-19 09:32:51.0797,-2.2,0.4,2007-07-19 09:34:46.0797,-1.5,0.3,2007-07-19 09:45:25.0797,-0.3,-0.7,2007-07-19 09:47:17.0797,0,1.1
2007-07-19 09:32:51.0803,-2.1,0.5,2007-07-19 09:34:46.0803,-1.3,0.4,2007-07-19 09:45:25.0803,-0.4,-0.6,2007-07-19 09:47:17.0803,0,1.2
2007-07-19 09:32:51.0809,-1.7,0.5,2007-07-19 09:34:46.0809,-1,0.4,2007-07-19 09:45:25.0809,-0.4,-0.5,2007-07-19 09:47:17.0809,0,1.2
2007-07-19 09:32:51.0815,-1.5,0.5,2007-07-19 09:34:46.0815,-0.8,0.4,2007-07-19 09:45:25.0815,-0.5,-0.6,2007-07-19 09:47:17.0815,-0.1,1.2
2007-07-19 09:32:51.0820,-1.5,0.4,2007-07-19 09:34:46.0820,-0.7,0.3,2007-07-19 09:45:25.0820,-0.4,-0.6,2007-07-19 09:47:17.0820,0,1.1
2007-07-19 09:32:51.0826,-1.6,0.4,2007-07-19 09:34:46.0826,-0.7,0.3,2007-07-19 09:45:25.0826,-0.5,-0.8,2007-07-19 09:47:17.0826,-0.2,1
2007-07-19 09:32:51.0832,-1.7,0.2,2007-07-19 09:34:46.0832,-0.7,0.2,2007-07-19 09:45:25.0832,-0.4,-0.8,2007-07-19 09:47:17.0832,-0.1,0.9
2007-07-19 09:32:51.0838,-1.9,-0.1,2007-07-19 09:34:46.0838,-1,0,2007-07-19 09:45:25.0838,-0.4,-1.1,2007-07-19 09:47:17.0838,-0.4,0.6
2007-07-19 09:32:51.0844,-2.1,-0.4,2007-07-19 09:34:46.0844,-1.5,-0.2,2007-07-19 09:45:25.0844,-0.7,-1.3,2007-07-19 09:47:17.0844,-0.7,0.3
2007-07-19 09:32:51.0850,-2.2,-0.6,2007-07-19 09:34:46.0850,-1.8,-0.3,2007-07-19 09:45:25.0850,-0.7,-1.4,2007-07-19 09:47:17.0850,-0.9,0.3
