TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2007-10-11 10:58:25.0000,0,0,2007-10-11 11:02:41.0000,0,0,2007-10-11 11:04:01.0000,0,0
2007-10-11 10:58:25.0006,-0.1,0,2007-10-11 11:02:41.0006,0,0,2007-10-11 11:04:01.0006,0.1,0.4
2007-10-11 10:58:25.0012,-0.4,-0.2,2007-10-11 11:02:41.0012,-0.3,-0.2,2007-10-11 11:04:01.0012,0,0.2
2007-10-11 10:58:25.0018,-0.4,-0.2,2007-10-11 11:02:41.0018,-0.4,-0.2,2007-10-11 11:04:01.0018,0.1,0.2
2007-10-11 10:58:25.0024,-0.2,-0.2,2007-10-11 11:02:41.0024,-0.3,-0.1,2007-10-11 11:04:01.0024,0,0.2
2007-10-11 10:58:25.0030,0,-0.3,2007-10-11 11:02:41.0030,-0.3,-0.1,2007-10-11 11:04:01.0030,0,0.2
2007-10-11 10:58:25.0035,0.2,-0.2,2007-10-11 11:02:41.0035,-0.3,0,2007-10-11 11:04:01.0035,-0.1,0.2
2007-10-11 10:58:25.0041,0.4,-0.1,2007-10-11 11:02:41.0041,-0.3,0.1,2007-10-11 11:04:01.0041,-0.2,0.3
2007-10-11 10:58:25.0047,0.5,0,2007-10-11 11:02:41.0047,-0.3,0.2,2007-10-11 11:04:01.0047,-0.3,0.5
2007-10-11 10:58:25.0053,0.4,0,2007-10-11 11:02:41.0053,-0.2,0.3,2007-10-11 11:04:01.0053,-0.3,0.6
2007-10-11 10:58:25.0059,0.4,0,2007-10-11 11:02:41.0059,-0.2,0.5,2007-10-11 11:04:01.0059,-0.4,0.5
2007-10-11 10:58:25.0065,0.3,0.1,2007-10-11 11:02:41.0065,-0.2,0.5,2007-10-11 11:04:01.0065,-0.5,0.5
2007-10-11 10:58:25.0071,0.3,0.1,2007-10-11 11:02:41.0071,-0.1,0.5,2007-10-11 11:04:01.0071,-0.5,0.3
2007-10-11 10:58:25.0077,0.3,0.2,2007-10-11 11:02:41.0077,0,0.4,2007-10-11 11:04:01.0077,-0.5,0.2
2007-10-11 10:58:25.0083,0.3,0.3,2007-10-11 11:02:41.0083,0.1,0.2,2007-10-11 11:04:01.0083,-0.4,0
2007-10-11 10:58:25.0089,0.4,0.2,2007-10-11 11:02:41.0089,0.1,0,2007-10-11 11:04:01.0089,-0.3,0
2007-10-11 10:58:25.0094,0.2,0.2,2007-10-11 11:02:41.0094,0,-0.3,2007-10-11 11:04:01.0094,-0.5,-0.2
2007-10-11 10:58:25.0100,0.2,0.2,2007-10-11 11:02:41.0100,0.1,-0.3,2007-10-11 11:04:01.0100,-0.5,-0.4
2007-10-11 10:58:25.0106,0.4,0.4,2007-10-11 11:02:41.0106,0.1,-0.3,2007-10-11 11:04:01.0106,-0.5,-0.4
2007-10-11 10:58:25.0112,0.5,0.5,2007-10-11 11:02:41.0112,0.1,-0.3,2007-10-11 11:04:01.0112,-0.4,-0.4
2007-10-11 10:58:25.0118,0.6,0.5,2007-10-11 11:02:41.0118,0.1,-0.2,2007-10-11 11:04:01.0118,-0.3,-0.4
2007-10-11 10:58:25.0124,0.5,0.6,2007-10-11 11:02:41.0124,0.1,-0.1,2007-10-11 11:04:01.0124,-0.2,-0.4
2007-10-11 10:58:25.0130,0.5,0.6,2007-10-11 11:02:41.0130,0.1,0,2007-10-11 11:04:01.0130,-0.3,-0.3
2007-10-11 10:58:25.0136,0.4,0.7,2007-10-11 11:02:41.0136,0.1,0,2007-10-11 11:04:01.0136,-0.3,-0.2
2007-10-11 10:58:25.0142,0.4,0.7,2007-10-11 11:02:41.0142,0.1,0,2007-10-11 11:04:01.0142,-0.2,-0.1
2007-10-11 10:58:25.0148,0.5,0.6,2007-10-11 11:02:41.0148,0.2,0,2007-10-11 11:04:01.0148,-0.3,-0.1
2007-10-11 10:58:25.0153,0.5,0.5,2007-10-11 11:02:41.0153,0.3,0,2007-10-11 11:04:01.0153,-0.2,0
2007-10-11 10:58:25.0159,0.5,0.5,2007-10-11 11:02:41.0159,0.4,0.1,2007-10-11 11:04:01.0159,-0.4,0
2007-10-11 10:58:25.0165,0.6,0.4,2007-10-11 11:02:41.0165,0.4,0,2007-10-11 11:04:01.0165,-0.4,0.1
2007-10-11 10:58:25.0171,0.6,0.2,2007-10-11 11:02:41.0171,0.4,0,2007-10-11 11:04:01.0171,-0.3,0.1
2007-10-11 10:58:25.0177,0.5,0,2007-10-11 11:02:41.0177,0.1,-0.2,2007-10-11 11:04:01.0177,-0.5,-0.1
2007-10-11 10:58:25.0183,0.4,0,2007-10-11 11:02:41.0183,0,-0.2,2007-10-11 11:04:01.0183,-0.4,0
2007-10-11 10:58:25.0189,0.4,0.1,2007-10-11 11:02:41.0189,0,-0.1,2007-10-11 11:04:01.0189,-0.3,0
2007-10-11 10:58:25.0195,0.5,0.2,2007-10-11 11:02:41.0195,0,0,2007-10-11 11:04:01.0195,-0.2,0
2007-10-11 10:58:25.0201,0.4,0.2,2007-10-11 11:02:41.0201,0,-0.1,2007-10-11 11:04:01.0201,-0.2,0
2007-10-11 10:58:25.0207,0.3,0.2,2007-10-11 11:02:41.0207,0.1,0,2007-10-11 11:04:01.0207,-0.2,0.1
2007-10-11 10:58:25.0212,0.2,0.1,2007-10-11 11:02:41.0212,0.2,0.2,2007-10-11 11:04:01.0212,-0.1,0.4
2007-10-11 10:58:25.0218,0.1,0.1,2007-10-11 11:02:41.0218,0.2,0.3,2007-10-11 11:04:01.0218,-0.1,0.4
2007-10-11 10:58:25.0224,0,0,2007-10-11 11:02:41.0224,0.3,0.4,2007-10-11 11:04:01.0224,0,0.5
2007-10-11 10:58:25.0230,0,0,2007-10-11 11:02:41.0230,0.4,0.4,2007-10-11 11:04:01.0230,0.1,0.6
2007-10-11 10:58:25.0236,0,-0.2,2007-10-11 11:02:41.0236,0.4,0.3,2007-10-11 11:04:01.0236,0.1,0.5
2007-10-11 10:58:25.0242,-0.2,-0.3,2007-10-11 11:02:41.0242,0.3,0.3,2007-10-11 11:04:01.0242,0.1,0.5
2007-10-11 10:58:25.0248,-0.3,-0.3,2007-10-11 11:02:41.0248,0.1,0.3,2007-10-11 11:04:01.0248,0,0.4
2007-10-11 10:58:25.0254,-0.5,-0.4,2007-10-11 11:02:41.0254,0.1,0.1,2007-10-11 11:04:01.0254,-0.1,0.2
2007-10-11 10:58:25.0260,-0.8,-0.4,2007-10-11 11:02:41.0260,-0.1,0,2007-10-11 11:04:01.0260,-0.3,0
2007-10-11 10:58:25.0266,-0.9,-0.4,2007-10-11 11:02:41.0266,-0.2,-0.1,2007-10-11 11:04:01.0266,-0.4,-0.2
