TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4
2017-03-22 10:57:37.0065,0,0.2,2017-03-22 10:59:11.0065,0,0.6,2017-03-22 11:02:14.0065,0.9,0.5,2017-03-22 11:06:39.0065,0.3,0.6
2017-03-22 10:57:37.0071,-0.1,0,2017-03-22 10:59:11.0071,0.2,0.6,2017-03-22 11:02:14.0071,1.1,0.6,2017-03-22 11:06:39.0071,0.4,0.7
2017-03-22 10:57:37.0077,-0.1,0,2017-03-22 10:59:11.0077,0,0.5,2017-03-22 11:02:14.0077,1.3,0.7,2017-03-22 11:06:39.0077,0.4,0.9
2017-03-22 10:57:37.0083,-0.2,-0.1,2017-03-22 10:59:11.0083,0,0.7,2017-03-22 11:02:14.0083,1.3,0.7,2017-03-22 11:06:39.0083,0.5,0.9
2017-03-22 10:57:37.0089,-0.4,-0.3,2017-03-22 10:59:11.0089,0,0.4,2017-03-22 11:02:14.0089,1.3,0.8,2017-03-22 11:06:39.0089,0.3,0.9
2017-03-22 10:57:37.0094,-0.7,-0.4,2017-03-22 10:59:11.0094,-0.4,0.5,2017-03-22 11:02:14.0094,1.1,0.9,2017-03-22 11:06:39.0094,-0.1,0.8
2017-03-22 10:57:37.0100,-0.9,-0.5,2017-03-22 10:59:11.0100,-0.6,0.4,2017-03-22 11:02:14.0100,1.1,0.8,2017-03-22 11:06:39.0100,-0.3,0.6
2017-03-22 10:57:37.0106,-1.1,-0.6,2017-03-22 10:59:11.0106,-0.7,0.5,2017-03-22 11:02:14.0106,1.2,0.9,2017-03-22 11:06:39.0106,-0.3,0.6
2017-03-22 10:57:37.0112,-1.2,-0.5,2017-03-22 10:59:11.0112,-0.4,0.5,2017-03-22 11:02:14.0112,1.3,1,2017-03-22 11:06:39.0112,-0.2,0.8
2017-03-22 10:57:37.0118,-1.1,-0.6,2017-03-22 10:59:11.0118,0,0.7,2017-03-22 11:02:14.0118,1.5,1,2017-03-22 11:06:39.0118,0,0.7
2017-03-22 10:57:37.0124,-1,-0.6,2017-03-22 10:59:11.0124,0.3,0.5,2017-03-22 11:02:14.0124,1.7,1.1,2017-03-22 11:06:39.0124,0,0.7
2017-03-22 10:57:37.0130,-0.8,-0.8,2017-03-22 10:59:11.0130,0.4,0.6,2017-03-22 11:02:14.0130,1.9,1.2,2017-03-22 11:06:39.0130,0.1,0.8
2017-03-22 10:57:37.0136,-0.9,-0.9,2017-03-22 10:59:11.0136,0.4,0.7,2017-03-22 11:02:14.0136,1.9,1.2,2017-03-22 11:06:39.0136,0.3,0.9
2017-03-22 10:57:37.0142,-0.9,-1,2017-03-22 10:59:11.0142,0.3,0.4,2017-03-22 11:02:14.0142,2.1,1.4,2017-03-22 11:06:39.0142,0.6,1
2017-03-22 10:57:37.0148,-0.7,-1.2,2017-03-22 10:59:11.0148,0.2,0.4,2017-03-22 11:02:14.0148,2.1,1.5,2017-03-22 11:06:39.0148,0.8,1
2017-03-22 10:57:37.0153,-0.6,-1.2,2017-03-22 10:59:11.0153,0,0.3,2017-03-22 11:02:14.0153,2.3,1.5,2017-03-22 11:06:39.0153,0.8,0.9
2017-03-22 10:57:37.0159,-0.5,-1.2,2017-03-22 10:59:11.0159,0,0.4,2017-03-22 11:02:14.0159,2.5,1.6,2017-03-22 11:06:39.0159,0.9,0.8
2017-03-22 10:57:37.0165,-0.4,-1.4,2017-03-22 10:59:11.0165,-0.1,0.5,2017-03-22 11:02:14.0165,2.5,1.5,2017-03-22 11:06:39.0165,1.1,0.7
2017-03-22 10:57:37.0171,-0.4,-1.5,2017-03-22 10:59:11.0171,-0.1,0.6,2017-03-22 11:02:14.0171,2.5,1.3,2017-03-22 11:06:39.0171,1,0.5
2017-03-22 10:57:37.0177,-0.9,-1.7,2017-03-22 10:59:11.0177,-0.5,0.6,2017-03-22 11:02:14.0177,2.1,1.2,2017-03-22 11:06:39.0177,0.6,0.3
2017-03-22 10:57:37.0183,-1.2,-1.8,2017-03-22 10:59:11.0183,-0.7,0.4,2017-03-22 11:02:14.0183,2.2,1.1,2017-03-22 11:06:39.0183,0.5,0.3
2017-03-22 10:57:37.0189,-1.6,-1.9,2017-03-22 10:59:11.0189,-0.9,0.4,2017-03-22 11:02:14.0189,2.3,1.1,2017-03-22 11:06:39.0189,0.6,0.3
2017-03-22 10:57:37.0195,-1.7,-1.9,2017-03-22 10:59:11.0195,-0.7,0.6,2017-03-22 11:02:14.0195,2.4,0.9,2017-03-22 11:06:39.0195,0.6,0.2
2017-03-22 10:57:37.0201,-1.8,-1.8,2017-03-22 10:59:11.0201,-0.4,0.7,2017-03-22 11:02:14.0201,2.4,1,2017-03-22 11:06:39.0201,0.7,0.1
2017-03-22 10:57:37.0207,-1.8,-1.6,2017-03-22 10:59:11.0207,-0.1,0.9,2017-03-22 11:02:14.0207,2.5,1,2017-03-22 11:06:39.0207,0.7,0
2017-03-22 10:57:37.0212,-1.7,-1.5,2017-03-22 10:59:11.0212,0,0.9,2017-03-22 11:02:14.0212,2.8,1,2017-03-22 11:06:39.0212,0.6,-0.1
2017-03-22 10:57:37.0218,-1.6,-1.4,2017-03-22 10:59:11.0218,0,0.7,2017-03-22 11:02:14.0218,2.8,1.1,2017-03-22 11:06:39.0218,0.5,-0.2
2017-03-22 10:57:37.0224,-1.6,-1.5,2017-03-22 10:59:11.0224,-0.1,0.7,2017-03-22 11:02:14.0224,2.9,1,2017-03-22 11:06:39.0224,0.7,-0.2
2017-03-22 10:57:37.0230,-1.5,-1.5,2017-03-22 10:59:11.0230,0,0.7,2017-03-22 11:02:14.0230,2.9,1.1,2017-03-22 11:06:39.0230,0.6,-0.2
2017-03-22 10:57:37.0236,-1.3,-1.5,2017-03-22 10:59:11.0236,0,0.7,2017-03-22 11:02:14.0236,3.1,1.2,2017-03-22 11:06:39.0236,0.6,-0.3
2017-03-22 10:57:37.0242,-1.1,-1.5,2017-03-22 10:59:11.0242,0,0.5,2017-03-22 11:02:14.0242,3.2,1.1,2017-03-22 11:06:39.0242,0.5,-0.4
2017-03-22 10:57:37.0248,-1.1,-1.6,2017-03-22 10:59:11.0248,-0.1,0.6,2017-03-22 11:02:14.0248,3.2,1.1,2017-03-22 11:06:39.0248,0.6,-0.4
2017-03-22 10:57:37.0254,-1.3,-1.9,2017-03-22 10:59:11.0254,-0.2,0.3,2017-03-22 11:02:14.0254,3,0.9,2017-03-22 11:06:39.0254,0.7,-0.4
2017-03-22 10:57:37.0260,-2,-2.1,2017-03-22 10:59:11.0260,-0.6,0.3,2017-03-22 11:02:14.0260,2.6,0.8,2017-03-22 11:06:39.0260,0.4,-0.5
2017-03-22 10:57:37.0266,-2.2,-2.2,2017-03-22 10:59:11.0266,-0.9,0.4,2017-03-22 11:02:14.0266,2.5,0.8,2017-03-22 11:06:39.0266,0.1,-0.5
2017-03-22 10:57:37.0272,-2.4,-2.3,2017-03-22 10:59:11.0272,-1.1,0.5,2017-03-22 11:02:14.0272,2.4,0.9,2017-03-22 11:06:39.0272,0.2,-0.4
2017-03-22 10:57:37.0277,-2.3,-2.3,2017-03-22 10:59:11.0277,-1.1,0.4,2017-03-22 11:02:14.0277,2.3,0.8,2017-03-22 11:06:39.0277,0.3,-0.3
2017-03-22 10:57:37.0283,-2.2,-2.3,2017-03-22 10:59:11.0283,-1,0.6,2017-03-22 11:02:14.0283,2.2,0.9,2017-03-22 11:06:39.0283,0.6,-0.2
2017-03-22 10:57:37.0289,-1.9,-2.1,2017-03-22 10:59:11.0289,-0.8,0.7,2017-03-22 11:02:14.0289,2.2,0.9,2017-03-22 11:06:39.0289,0.8,-0.3
2017-03-22 10:57:37.0295,-1.6,-2.1,2017-03-22 10:59:11.0295,-0.7,0.7,2017-03-22 11:02:14.0295,2.3,1,2017-03-22 11:06:39.0295,0.9,-0.2
2017-03-22 10:57:37.0301,-1.6,-2,2017-03-22 10:59:11.0301,-0.8,0.8,2017-03-22 11:02:14.0301,2.4,1.1,2017-03-22 11:06:39.0301,0.9,-0.1
2017-03-22 10:57:37.0307,-1.5,-2,2017-03-22 10:59:11.0307,-0.6,0.9,2017-03-22 11:02:14.0307,2.5,1.2,2017-03-22 11:06:39.0307,1.1,0
2017-03-22 10:57:37.0313,-1.4,-2,2017-03-22 10:59:11.0313,-0.5,1,2017-03-22 11:02:14.0313,2.3,1.3,2017-03-22 11:06:39.0313,1.2,0.1
2017-03-22 10:57:37.0319,-1.2,-1.9,2017-03-22 10:59:11.0319,-0.3,1,2017-03-22 11:02:14.0319,2.5,1.5,2017-03-22 11:06:39.0319,1.5,0.1
2017-03-22 10:57:37.0325,-1.1,-1.9,2017-03-22 10:59:11.0325,-0.2,1.1,2017-03-22 11:02:14.0325,2.5,1.7,2017-03-22 11:06:39.0325,1.6,0
2017-03-22 10:57:37.0331,-1,-1.8,2017-03-22 10:59:11.0331,-0.2,0.9,2017-03-22 11:02:14.0331,2.5,1.7,2017-03-22 11:06:39.0331,1.6,0
2017-03-22 10:57:37.0336,-1,-1.9,2017-03-22 10:59:11.0336,-0.5,0.8,2017-03-22 11:02:14.0336,2.5,1.7,2017-03-22 11:06:39.0336,1.6,0
2017-03-22 10:57:37.0342,-1.5,-2.1,2017-03-22 10:59:11.0342,-0.8,0.7,2017-03-22 11:02:14.0342,2.1,1.5,2017-03-22 11:06:39.0342,1.3,-0.2
2017-03-22 10:57:37.0348,-1.8,-2.1,2017-03-22 10:59:11.0348,-1,0.8,2017-03-22 11:02:14.0348,2,1.6,2017-03-22 11:06:39.0348,1.2,-0.2
2017-03-22 10:57:37.0354,-1.8,-2.1,2017-03-22 10:59:11.0354,-1.3,0.6,2017-03-22 11:02:14.0354,2,1.5,2017-03-22 11:06:39.0354,1.2,-0.3
2017-03-22 10:57:37.0360,-1.9,-1.9,2017-03-22 10:59:11.0360,-1.3,0.5,2017-03-22 11:02:14.0360,2.1,1.5,2017-03-22 11:06:39.0360,1.4,-0.3
2017-03-22 10:57:37.0366,-2,-1.7,2017-03-22 10:59:11.0366,-1.4,0.7,2017-03-22 11:02:14.0366,2,1.5,2017-03-22 11:06:39.0366,1.6,-0.2
2017-03-22 10:57:37.0372,-2.1,-1.6,2017-03-22 10:59:11.0372,-1.3,0.7,2017-03-22 11:02:14.0372,2,1.4,2017-03-22 11:06:39.0372,1.9,-0.2
2017-03-22 10:57:37.0378,-2.1,-1.5,2017-03-22 10:59:11.0378,-1.1,0.9,2017-03-22 11:02:14.0378,2.1,1.3,2017-03-22 11:06:39.0378,2,-0.2
2017-03-22 10:57:37.0384,-2.2,-1.3,2017-03-22 10:59:11.0384,-1.1,1,2017-03-22 11:02:14.0384,2.2,1.2,2017-03-22 11:06:39.0384,2.1,-0.2
2017-03-22 10:57:37.0390,-2.5,-1.2,2017-03-22 10:59:11.0390,-1,1,2017-03-22 11:02:14.0390,2.2,1.2,2017-03-22 11:06:39.0390,2.1,-0.2
2017-03-22 10:57:37.0395,-2.6,-1,2017-03-22 10:59:11.0395,-0.8,1.2,2017-03-22 11:02:14.0395,2.1,1,2017-03-22 11:06:39.0395,2.3,-0.2
2017-03-22 10:57:37.0401,-2.7,-0.9,2017-03-22 10:59:11.0401,-0.5,1.4,2017-03-22 11:02:14.0401,2.1,1,2017-03-22 11:06:39.0401,2.3,-0.2
2017-03-22 10:57:37.0407,-2.7,-0.7,2017-03-22 10:59:11.0407,-0.2,1.7,2017-03-22 11:02:14.0407,2.1,1.2,2017-03-22 11:06:39.0407,2.2,-0.3
2017-03-22 10:57:37.0413,-2.7,-0.5,2017-03-22 10:59:11.0413,-0.2,1.6,2017-03-22 11:02:14.0413,2.1,1.3,2017-03-22 11:06:39.0413,2.1,-0.4
2017-03-22 10:57:37.0419,-2.7,-0.4,2017-03-22 10:59:11.0419,-0.3,1.5,2017-03-22 11:02:14.0419,2.1,1.4,2017-03-22 11:06:39.0419,2.1,-0.4
2017-03-22 10:57:37.0425,-3,-0.4,2017-03-22 10:59:11.0425,-0.8,1.5,2017-03-22 11:02:14.0425,1.7,1.3,2017-03-22 11:06:39.0425,2,-0.6
2017-03-22 10:57:37.0431,-3,-0.3,2017-03-22 10:59:11.0431,-1.1,1.5,2017-03-22 11:02:14.0431,1.6,1.3,2017-03-22 11:06:39.0431,1.6,-0.6
2017-03-22 10:57:37.0437,-2.7,-0.1,2017-03-22 10:59:11.0437,-1.1,1.7,2017-03-22 11:02:14.0437,1.6,1.4,2017-03-22 11:06:39.0437,1.5,-0.5
2017-03-22 10:57:37.0443,-2.6,0,2017-03-22 10:59:11.0443,-1.1,1.7,2017-03-22 11:02:14.0443,1.6,1.4,2017-03-22 11:06:39.0443,1.5,-0.5
2017-03-22 10:57:37.0449,-2.3,0,2017-03-22 10:59:11.0449,-1,1.7,2017-03-22 11:02:14.0449,1.6,1.5,2017-03-22 11:06:39.0449,1.6,-0.4
2017-03-22 10:57:37.0455,-2.1,0.2,2017-03-22 10:59:11.0455,-0.9,1.9,2017-03-22 11:02:14.0455,1.6,1.5,2017-03-22 11:06:39.0455,1.7,-0.3
2017-03-22 10:57:37.0460,-2.1,0.2,2017-03-22 10:59:11.0460,-0.7,2.1,2017-03-22 11:02:14.0460,1.8,1.7,2017-03-22 11:06:39.0460,1.8,-0.1
2017-03-22 10:57:37.0466,-2,0.4,2017-03-22 10:59:11.0466,-0.6,2.1,2017-03-22 11:02:14.0466,2.1,1.7,2017-03-22 11:06:39.0466,1.9,-0.1
2017-03-22 10:57:37.0472,-1.9,0.4,2017-03-22 10:59:11.0472,-0.5,2.2,2017-03-22 11:02:14.0472,2.1,1.8,2017-03-22 11:06:39.0472,2,0
2017-03-22 10:57:37.0478,-1.8,0.5,2017-03-22 10:59:11.0478,-0.3,2.1,2017-03-22 11:02:14.0478,2.2,1.8,2017-03-22 11:06:39.0478,2,0.1
2017-03-22 10:57:37.0484,-1.6,0.5,2017-03-22 10:59:11.0484,0,2.3,2017-03-22 11:02:14.0484,2.3,1.8,2017-03-22 11:06:39.0484,2.1,0.3
2017-03-22 10:57:37.0490,-1.6,0.5,2017-03-22 10:59:11.0490,0,2.4,2017-03-22 11:02:14.0490,2.2,2.1,2017-03-22 11:06:39.0490,2,0.5
2017-03-22 10:57:37.0496,-1.5,0.5,2017-03-22 10:59:11.0496,0.1,2.3,2017-03-22 11:02:14.0496,2.4,2.1,2017-03-22 11:06:39.0496,2,0.5
2017-03-22 10:57:37.0502,-1.7,0.2,2017-03-22 10:59:11.0502,0,2.4,2017-03-22 11:02:14.0502,2.4,2.1,2017-03-22 11:06:39.0502,2.1,0.8
2017-03-22 10:57:37.0508,-2.1,0.1,2017-03-22 10:59:11.0508,-0.2,2.2,2017-03-22 11:02:14.0508,2.1,2.1,2017-03-22 11:06:39.0508,2.1,0.8
2017-03-22 10:57:37.0514,-2.5,0,2017-03-22 10:59:11.0514,-0.4,2.2,2017-03-22 11:02:14.0514,1.9,2.1,2017-03-22 11:06:39.0514,2.1,0.9
2017-03-22 10:57:37.0519,-2.6,0.1,2017-03-22 10:59:11.0519,-0.4,2.4,2017-03-22 11:02:14.0519,1.8,2.1,2017-03-22 11:06:39.0519,2.1,0.9
2017-03-22 10:57:37.0525,-2.6,0.1,2017-03-22 10:59:11.0525,-0.3,2.4,2017-03-22 11:02:14.0525,1.8,2.3,2017-03-22 11:06:39.0525,2.2,0.8
2017-03-22 10:57:37.0531,-2.5,0.1,2017-03-22 10:59:11.0531,-0.4,2.4,2017-03-22 11:02:14.0531,1.9,2.2,2017-03-22 11:06:39.0531,2.1,0.9
2017-03-22 10:57:37.0537,-2.5,0.2,2017-03-22 10:59:11.0537,-0.4,2.7,2017-03-22 11:02:14.0537,2.1,2.4,2017-03-22 11:06:39.0537,2.1,0.8
2017-03-22 10:57:37.0543,-2.4,0.3,2017-03-22 10:59:11.0543,-0.3,2.7,2017-03-22 11:02:14.0543,2.2,2.5,2017-03-22 11:06:39.0543,2.1,0.8
2017-03-22 10:57:37.0549,-2.4,0.4,2017-03-22 10:59:11.0549,-0.2,2.9,2017-03-22 11:02:14.0549,2.4,2.7,2017-03-22 11:06:39.0549,2.2,0.9
2017-03-22 10:57:37.0555,-2.3,0.4,2017-03-22 10:59:11.0555,-0.1,3,2017-03-22 11:02:14.0555,2.6,3.1,2017-03-22 11:06:39.0555,2.2,0.8
2017-03-22 10:57:37.0561,-2.2,0.5,2017-03-22 10:59:11.0561,0,2.9,2017-03-22 11:02:14.0561,2.5,3.3,2017-03-22 11:06:39.0561,2.3,0.9
2017-03-22 10:57:37.0567,-2.2,0.5,2017-03-22 10:59:11.0567,0,3,2017-03-22 11:02:14.0567,2.5,3.5,2017-03-22 11:06:39.0567,2.6,1
2017-03-22 10:57:37.0573,-2.3,0.3,2017-03-22 10:59:11.0573,0,2.9,2017-03-22 11:02:14.0573,2.5,3.6,2017-03-22 11:06:39.0573,2.8,1.1
2017-03-22 10:57:37.0578,-2.4,0.3,2017-03-22 10:59:11.0578,0.1,2.7,2017-03-22 11:02:14.0578,2.6,3.8,2017-03-22 11:06:39.0578,3,1.3
2017-03-22 10:57:37.0584,-2.7,0.1,2017-03-22 10:59:11.0584,0.1,2.6,2017-03-22 11:02:14.0584,2.8,3.7,2017-03-22 11:06:39.0584,3.2,1.4
2017-03-22 10:57:37.0590,-3.3,0,2017-03-22 10:59:11.0590,-0.1,2.5,2017-03-22 11:02:14.0590,2.8,3.5,2017-03-22 11:06:39.0590,3.1,1.3
2017-03-22 10:57:37.0596,-3.9,0,2017-03-22 10:59:11.0596,-0.2,2.4,2017-03-22 11:02:14.0596,2.5,3.4,2017-03-22 11:06:39.0596,2.9,1.3
2017-03-22 10:57:37.0602,-4.1,0,2017-03-22 10:59:11.0602,-0.1,2.4,2017-03-22 11:02:14.0602,2.6,3.2,2017-03-22 11:06:39.0602,2.8,1.1
2017-03-22 10:57:37.0608,-3.9,0,2017-03-22 10:59:11.0608,0.1,2.4,2017-03-22 11:02:14.0608,2.7,3.3,2017-03-22 11:06:39.0608,2.8,1
2017-03-22 10:57:37.0614,-3.7,0.1,2017-03-22 10:59:11.0614,0.3,2.2,2017-03-22 11:02:14.0614,2.7,3.4,2017-03-22 11:06:39.0614,2.8,0.9
2017-03-22 10:57:37.0620,-3.4,0.2,2017-03-22 10:59:11.0620,0.5,2.2,2017-03-22 11:02:14.0620,2.8,3.3,2017-03-22 11:06:39.0620,2.7,1
2017-03-22 10:57:37.0626,-3.1,0.2,2017-03-22 10:59:11.0626,0.5,2.2,2017-03-22 11:02:14.0626,2.7,3.2,2017-03-22 11:06:39.0626,2.9,1
2017-03-22 10:57:37.0632,-2.9,0.3,2017-03-22 10:59:11.0632,0.8,2.3,2017-03-22 11:02:14.0632,2.7,3,2017-03-22 11:06:39.0632,2.9,0.9
2017-03-22 10:57:37.0637,-2.7,0.5,2017-03-22 10:59:11.0637,1,2.4,2017-03-22 11:02:14.0637,2.9,3,2017-03-22 11:06:39.0637,2.7,0.9
2017-03-22 10:57:37.0643,-2.6,0.5,2017-03-22 10:59:11.0643,1,2.5,2017-03-22 11:02:14.0643,3,3,2017-03-22 11:06:39.0643,2.7,0.8
2017-03-22 10:57:37.0649,-2.6,0.6,2017-03-22 10:59:11.0649,1.1,2.5,2017-03-22 11:02:14.0649,2.9,2.9,2017-03-22 11:06:39.0649,2.6,0.8
2017-03-22 10:57:37.0655,-2.8,0.6,2017-03-22 10:59:11.0655,1.1,2.5,2017-03-22 11:02:14.0655,2.9,2.9,2017-03-22 11:06:39.0655,2.6,0.8
2017-03-22 10:57:37.0661,-3,0.7,2017-03-22 10:59:11.0661,1.2,2.3,2017-03-22 11:02:14.0661,2.9,2.9,2017-03-22 11:06:39.0661,2.5,0.7
2017-03-22 10:57:37.0667,-3.3,0.7,2017-03-22 10:59:11.0667,1.2,2.2,2017-03-22 11:02:14.0667,2.9,2.8,2017-03-22 11:06:39.0667,2.4,0.6
2017-03-22 10:57:37.0673,-3.8,0.6,2017-03-22 10:59:11.0673,0.9,2.1,2017-03-22 11:02:14.0673,2.7,2.7,2017-03-22 11:06:39.0673,2.1,0.5
2017-03-22 10:57:37.0679,-4.2,0.5,2017-03-22 10:59:11.0679,0.7,2.1,2017-03-22 11:02:14.0679,2.3,2.5,2017-03-22 11:06:39.0679,1.9,0.4
2017-03-22 10:57:37.0685,-4.3,0.4,2017-03-22 10:59:11.0685,0.7,2.1,2017-03-22 11:02:14.0685,2.2,2.5,2017-03-22 11:06:39.0685,1.7,0.4
2017-03-22 10:57:37.0691,-4.2,0.4,2017-03-22 10:59:11.0691,0.9,2.1,2017-03-22 11:02:14.0691,2.2,2.5,2017-03-22 11:06:39.0691,1.4,0.3
2017-03-22 10:57:37.0697,-4.1,0.3,2017-03-22 10:59:11.0697,0.8,2.1,2017-03-22 11:02:14.0697,2.4,2.7,2017-03-22 11:06:39.0697,1.5,0.2
2017-03-22 10:57:37.0702,-4,0.2,2017-03-22 10:59:11.0702,0.9,2.1,2017-03-22 11:02:14.0702,2.5,2.8,2017-03-22 11:06:39.0702,1.5,0.2
2017-03-22 10:57:37.0708,-3.9,0.1,2017-03-22 10:59:11.0708,1,2.1,2017-03-22 11:02:14.0708,2.5,2.8,2017-03-22 11:06:39.0708,1.7,0.3
2017-03-22 10:57:37.0714,-3.8,0.1,2017-03-22 10:59:11.0714,1.1,2.2,2017-03-22 11:02:14.0714,2.6,2.8,2017-03-22 11:06:39.0714,1.9,0.5
2017-03-22 10:57:37.0720,-3.6,0.2,2017-03-22 10:59:11.0720,1.3,2.2,2017-03-22 11:02:14.0720,2.6,2.8,2017-03-22 11:06:39.0720,2,0.4
2017-03-22 10:57:37.0726,-3.5,0.2,2017-03-22 10:59:11.0726,1.3,2.2,2017-03-22 11:02:14.0726,2.8,2.7,2017-03-22 11:06:39.0726,1.9,0.3
2017-03-22 10:57:37.0732,-3.4,0.1,2017-03-22 10:59:11.0732,1.2,2.1,2017-03-22 11:02:14.0732,2.8,2.6,2017-03-22 11:06:39.0732,2,0.3
2017-03-22 10:57:37.0738,-3.6,0.1,2017-03-22 10:59:11.0738,1,2.1,2017-03-22 11:02:14.0738,2.7,2.5,2017-03-22 11:06:39.0738,2.1,0.3
2017-03-22 10:57:37.0744,-3.6,0,2017-03-22 10:59:11.0744,1.2,2.2,2017-03-22 11:02:14.0744,2.7,2.5,2017-03-22 11:06:39.0744,2.3,0.2
2017-03-22 10:57:37.0750,-3.7,0,2017-03-22 10:59:11.0750,1.1,2.1,2017-03-22 11:02:14.0750,2.8,2.4,2017-03-22 11:06:39.0750,2.4,0.1
2017-03-22 10:57:37.0756,-4,0,2017-03-22 10:59:11.0756,0.9,2.1,2017-03-22 11:02:14.0756,2.5,2.3,2017-03-22 11:06:39.0756,2.1,0
2017-03-22 10:57:37.0761,-4.4,-0.1,2017-03-22 10:59:11.0761,0.4,1.9,2017-03-22 11:02:14.0761,2.1,2.1,2017-03-22 11:06:39.0761,1.7,-0.2
2017-03-22 10:57:37.0767,-4.6,-0.1,2017-03-22 10:59:11.0767,0.4,1.8,2017-03-22 11:02:14.0767,2.1,2,2017-03-22 11:06:39.0767,1.4,-0.2
2017-03-22 10:57:37.0773,-4.8,-0.1,2017-03-22 10:59:11.0773,0.5,1.7,2017-03-22 11:02:14.0773,2,1.9,2017-03-22 11:06:39.0773,1.2,-0.3
2017-03-22 10:57:37.0779,-4.9,-0.1,2017-03-22 10:59:11.0779,0.6,1.7,2017-03-22 11:02:14.0779,2.1,2,2017-03-22 11:06:39.0779,1.1,-0.3
2017-03-22 10:57:37.0785,-5.1,-0.2,2017-03-22 10:59:11.0785,0.7,1.6,2017-03-22 11:02:14.0785,2.2,2,2017-03-22 11:06:39.0785,1.1,-0.5
2017-03-22 10:57:37.0791,-5.3,-0.4,2017-03-22 10:59:11.0791,0.8,1.6,2017-03-22 11:02:14.0791,2.4,1.9,2017-03-22 11:06:39.0791,1.4,-0.6
2017-03-22 10:57:37.0797,-5.3,-0.4,2017-03-22 10:59:11.0797,1,1.6,2017-03-22 11:02:14.0797,2.2,1.8,2017-03-22 11:06:39.0797,1.6,-0.8
2017-03-22 10:57:37.0803,-5.4,-0.4,2017-03-22 10:59:11.0803,1.3,1.5,2017-03-22 11:02:14.0803,2.3,1.7,2017-03-22 11:06:39.0803,1.8,-0.8
2017-03-22 10:57:37.0809,-5.3,-0.1,2017-03-22 10:59:11.0809,1.4,1.5,2017-03-22 11:02:14.0809,2.2,1.7,2017-03-22 11:06:39.0809,2,-0.8
2017-03-22 10:57:37.0815,-5.1,-0.1,2017-03-22 10:59:11.0815,1.3,1.3,2017-03-22 11:02:14.0815,2.1,1.7,2017-03-22 11:06:39.0815,2.1,-0.9
2017-03-22 10:57:37.0820,-5,0.1,2017-03-22 10:59:11.0820,1.1,1.2,2017-03-22 11:02:14.0820,2.1,1.6,2017-03-22 11:06:39.0820,2.1,-0.8
2017-03-22 10:57:37.0826,-4.9,0.2,2017-03-22 10:59:11.0826,1,1.2,2017-03-22 11:02:14.0826,1.9,1.5,2017-03-22 11:06:39.0826,2.1,-0.8
2017-03-22 10:57:37.0832,-4.6,0.5,2017-03-22 10:59:11.0832,1,1.1,2017-03-22 11:02:14.0832,2,1.5,2017-03-22 11:06:39.0832,2.1,-0.8
2017-03-22 10:57:37.0838,-4.5,0.5,2017-03-22 10:59:11.0838,0.9,1,2017-03-22 11:02:14.0838,2,1.3,2017-03-22 11:06:39.0838,2,-0.8
