TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2004-01-07 12:29:08.0000,0,0,2004-01-07 12:30:51.0000,0,0,2004-01-07 12:33:57.0000,0,0
2004-01-07 12:29:08.0006,0,0.1,2004-01-07 12:30:51.0006,-0.1,0.1,2004-01-07 12:33:57.0006,0,0.2
2004-01-07 12:29:08.0012,0,0.1,2004-01-07 12:30:51.0012,0,0.1,2004-01-07 12:33:57.0012,0,0.2
2004-01-07 12:29:08.0018,0.2,0.3,2004-01-07 12:30:51.0018,-0.1,0.1,2004-01-07 12:33:57.0018,0,0.3
2004-01-07 12:29:08.0024,0.3,0.4,2004-01-07 12:30:51.0024,-0.1,0.1,2004-01-07 12:33:57.0024,0,0.4
2004-01-07 12:29:08.0030,0.4,0.3,2004-01-07 12:30:51.0030,-0.2,0.1,2004-01-07 12:33:57.0030,0,0.4
2004-01-07 12:29:08.0035,0.4,0.3,2004-01-07 12:30:51.0035,-0.1,0.1,2004-01-07 12:33:57.0035,-0.2,0.4
2004-01-07 12:29:08.0041,0.3,0.2,2004-01-07 12:30:51.0041,-0.1,0,2004-01-07 12:33:57.0041,-0.2,0.5
2004-01-07 12:29:08.0047,0.5,0.2,2004-01-07 12:30:51.0047,-0.1,0,2004-01-07 12:33:57.0047,-0.1,0.4
2004-01-07 12:29:08.0053,0.5,0.1,2004-01-07 12:30:51.0053,-0.2,0,2004-01-07 12:33:57.0053,-0.1,0.3
2004-01-07 12:29:08.0059,0.5,0,2004-01-07 12:30:51.0059,-0.1,0,2004-01-07 12:33:57.0059,-0.2,0.2
2004-01-07 12:29:08.0065,0.5,0.1,2004-01-07 12:30:51.0065,-0.1,0,2004-01-07 12:33:57.0065,0,0.1
2004-01-07 12:29:08.0071,0.6,0.2,2004-01-07 12:30:51.0071,0,0.2,2004-01-07 12:33:57.0071,0,0.1
2004-01-07 12:29:08.0077,0.7,0.1,2004-01-07 12:30:51.0077,0,0.1,2004-01-07 12:33:57.0077,0.2,0
2004-01-07 12:29:08.0083,0.7,0,2004-01-07 12:30:51.0083,0,0.1,2004-01-07 12:33:57.0083,0.2,0
2004-01-07 12:29:08.0089,0.7,0,2004-01-07 12:30:51.0089,0,0.1,2004-01-07 12:33:57.0089,0.3,0
2004-01-07 12:29:08.0094,0.8,0,2004-01-07 12:30:51.0094,0,0.1,2004-01-07 12:33:57.0094,0.2,0
2004-01-07 12:29:08.0100,0.7,0,2004-01-07 12:30:51.0100,0,0.1,2004-01-07 12:33:57.0100,0.2,0
2004-01-07 12:29:08.0106,0.7,-0.1,2004-01-07 12:30:51.0106,0,0.1,2004-01-07 12:33:57.0106,0.2,-0.2
2004-01-07 12:29:08.0112,0.7,-0.1,2004-01-07 12:30:51.0112,0,0.1,2004-01-07 12:33:57.0112,0.1,-0.2
2004-01-07 12:29:08.0118,0.7,-0.1,2004-01-07 12:30:51.0118,0,0.1,2004-01-07 12:33:57.0118,0.1,-0.2
2004-01-07 12:29:08.0124,0.8,0,2004-01-07 12:30:51.0124,0.1,0.1,2004-01-07 12:33:57.0124,0.2,-0.2
2004-01-07 12:29:08.0130,0.8,0,2004-01-07 12:30:51.0130,0.2,0.2,2004-01-07 12:33:57.0130,0.2,-0.2
2004-01-07 12:29:08.0136,0.8,0,2004-01-07 12:30:51.0136,0.1,0.1,2004-01-07 12:33:57.0136,0.2,-0.2
2004-01-07 12:29:08.0142,0.9,0,2004-01-07 12:30:51.0142,0.1,0.1,2004-01-07 12:33:57.0142,0.4,-0.2
2004-01-07 12:29:08.0148,0.8,0,2004-01-07 12:30:51.0148,0,0.1,2004-01-07 12:33:57.0148,0.4,-0.2
2004-01-07 12:29:08.0153,0.8,0,2004-01-07 12:30:51.0153,0,0,2004-01-07 12:33:57.0153,0.4,-0.3
2004-01-07 12:29:08.0159,0.8,-0.2,2004-01-07 12:30:51.0159,-0.1,0,2004-01-07 12:33:57.0159,0.3,-0.3
2004-01-07 12:29:08.0165,0.8,-0.4,2004-01-07 12:30:51.0165,-0.2,0,2004-01-07 12:33:57.0165,0.2,-0.3
2004-01-07 12:29:08.0171,0.7,-0.4,2004-01-07 12:30:51.0171,-0.3,0,2004-01-07 12:33:57.0171,0.1,-0.4
2004-01-07 12:29:08.0177,0.8,-0.5,2004-01-07 12:30:51.0177,-0.3,0,2004-01-07 12:33:57.0177,0,-0.5
2004-01-07 12:29:08.0183,0.7,-0.5,2004-01-07 12:30:51.0183,-0.2,0,2004-01-07 12:33:57.0183,0.1,-0.4
2004-01-07 12:29:08.0189,0.7,-0.5,2004-01-07 12:30:51.0189,-0.1,0,2004-01-07 12:33:57.0189,0,-0.5
2004-01-07 12:29:08.0195,0.7,-0.4,2004-01-07 12:30:51.0195,-0.1,0.1,2004-01-07 12:33:57.0195,0.1,-0.4
2004-01-07 12:29:08.0201,0.5,-0.5,2004-01-07 12:30:51.0201,-0.1,0,2004-01-07 12:33:57.0201,0.2,-0.4
2004-01-07 12:29:08.0207,0.5,-0.4,2004-01-07 12:30:51.0207,-0.1,0.1,2004-01-07 12:33:57.0207,0.2,-0.4
2004-01-07 12:29:08.0212,0.4,-0.4,2004-01-07 12:30:51.0212,-0.2,0,2004-01-07 12:33:57.0212,0.4,-0.3
2004-01-07 12:29:08.0218,0.3,-0.4,2004-01-07 12:30:51.0218,-0.2,0,2004-01-07 12:33:57.0218,0.5,-0.4
2004-01-07 12:29:08.0224,0.3,-0.3,2004-01-07 12:30:51.0224,-0.3,0,2004-01-07 12:33:57.0224,0.6,-0.3
2004-01-07 12:29:08.0230,0.3,-0.3,2004-01-07 12:30:51.0230,-0.4,0,2004-01-07 12:33:57.0230,0.7,-0.3
2004-01-07 12:29:08.0236,0.4,-0.3,2004-01-07 12:30:51.0236,-0.4,0,2004-01-07 12:33:57.0236,0.7,-0.4
2004-01-07 12:29:08.0242,0.2,-0.2,2004-01-07 12:30:51.0242,-0.6,-0.1,2004-01-07 12:33:57.0242,0.8,-0.3
2004-01-07 12:29:08.0248,0.3,-0.1,2004-01-07 12:30:51.0248,-0.6,-0.1,2004-01-07 12:33:57.0248,0.7,-0.4
2004-01-07 12:29:08.0254,0.3,-0.1,2004-01-07 12:30:51.0254,-0.7,-0.1,2004-01-07 12:33:57.0254,0.7,-0.5
2004-01-07 12:29:08.0260,0.2,-0.1,2004-01-07 12:30:51.0260,-0.7,-0.1,2004-01-07 12:33:57.0260,0.7,-0.6
2004-01-07 12:29:08.0266,0.1,-0.1,2004-01-07 12:30:51.0266,-0.8,0,2004-01-07 12:33:57.0266,0.7,-0.5
2004-01-07 12:29:08.0272,0.2,-0.1,2004-01-07 12:30:51.0272,-0.8,0,2004-01-07 12:33:57.0272,0.7,-0.6
2004-01-07 12:29:08.0277,0.1,-0.2,2004-01-07 12:30:51.0277,-0.8,-0.1,2004-01-07 12:33:57.0277,0.5,-0.7
2004-01-07 12:29:08.0283,0,-0.2,2004-01-07 12:30:51.0283,-0.9,-0.1,2004-01-07 12:33:57.0283,0.2,-0.7
2004-01-07 12:29:08.0289,0,-0.1,2004-01-07 12:30:51.0289,-0.9,-0.1,2004-01-07 12:33:57.0289,0,-0.7
2004-01-07 12:29:08.0295,-0.1,-0.3,2004-01-07 12:30:51.0295,-1,-0.1,2004-01-07 12:33:57.0295,-0.3,-0.7
2004-01-07 12:29:08.0301,-0.2,-0.4,2004-01-07 12:30:51.0301,-1.1,0,2004-01-07 12:33:57.0301,-0.5,-0.8
2004-01-07 12:29:08.0307,-0.2,-0.5,2004-01-07 12:30:51.0307,-1.2,0,2004-01-07 12:33:57.0307,-0.6,-0.9
2004-01-07 12:29:08.0313,-0.2,-0.6,2004-01-07 12:30:51.0313,-1.2,0,2004-01-07 12:33:57.0313,-0.6,-1
2004-01-07 12:29:08.0319,-0.3,-0.5,2004-01-07 12:30:51.0319,-1.2,0,2004-01-07 12:33:57.0319,-0.4,-0.9
2004-01-07 12:29:08.0325,-0.3,-0.6,2004-01-07 12:30:51.0325,-1.3,-0.2,2004-01-07 12:33:57.0325,-0.4,-0.9
2004-01-07 12:29:08.0331,-0.2,-0.6,2004-01-07 12:30:51.0331,-1.4,-0.3,2004-01-07 12:33:57.0331,-0.3,-0.9
2004-01-07 12:29:08.0336,-0.2,-0.6,2004-01-07 12:30:51.0336,-1.3,-0.4,2004-01-07 12:33:57.0336,-0.3,-0.9
2004-01-07 12:29:08.0342,-0.1,-0.6,2004-01-07 12:30:51.0342,-1.4,-0.6,2004-01-07 12:33:57.0342,-0.2,-0.9
2004-01-07 12:29:08.0348,-0.1,-0.5,2004-01-07 12:30:51.0348,-1.5,-0.6,2004-01-07 12:33:57.0348,-0.1,-0.9
