TIME_1,RE_1,LE_1
2019-12-30 13:40:58.0000,0,0
2019-12-30 13:40:58.0006,0,-0.3
2019-12-30 13:40:58.0012,0,-0.3
2019-12-30 13:40:58.0018,0,-0.1
2019-12-30 13:40:58.0024,0.2,0
2019-12-30 13:40:58.0030,0.5,0.1
2019-12-30 13:40:58.0035,0.7,0.2
2019-12-30 13:40:58.0041,0.8,0.3
2019-12-30 13:40:58.0047,0.9,0.3
2019-12-30 13:40:58.0053,1.1,0.3
2019-12-30 13:40:58.0059,1.1,0.5
2019-12-30 13:40:58.0065,1.3,0.6
2019-12-30 13:40:58.0071,1.3,0.7
2019-12-30 13:40:58.0077,1.4,0.7
2019-12-30 13:40:58.0083,1.4,0.8
2019-12-30 13:40:58.0089,1.4,0.8
2019-12-30 13:40:58.0094,1.2,0.7
2019-12-30 13:40:58.0100,1.1,0.7
2019-12-30 13:40:58.0106,1.1,0.8
2019-12-30 13:40:58.0112,1.1,1
2019-12-30 13:40:58.0118,1.2,1.1
2019-12-30 13:40:58.0124,1.2,1.1
2019-12-30 13:40:58.0130,1.1,1
2019-12-30 13:40:58.0136,1,1
2019-12-30 13:40:58.0142,1,0.9
2019-12-30 13:40:58.0148,0.9,0.8
2019-12-30 13:40:58.0153,0.8,0.6
2019-12-30 13:40:58.0159,0.6,0.4
2019-12-30 13:40:58.0165,0.6,0.3
2019-12-30 13:40:58.0171,0.4,0.1
2019-12-30 13:40:58.0177,0.2,-0.1
2019-12-30 13:40:58.0183,0,-0.2
2019-12-30 13:40:58.0189,0,-0.4
2019-12-30 13:40:58.0195,0,-0.3
2019-12-30 13:40:58.0201,0,-0.2
2019-12-30 13:40:58.0207,0,-0.1
2019-12-30 13:40:58.0212,0,0
2019-12-30 13:40:58.0218,0,0
2019-12-30 13:40:58.0224,0,0
2019-12-30 13:40:58.0230,0.1,0
2019-12-30 13:40:58.0236,0.3,0
2019-12-30 13:40:58.0242,0.3,-0.1
2019-12-30 13:40:58.0248,0.3,-0.1
2019-12-30 13:40:58.0254,0.3,-0.2
2019-12-30 13:40:58.0260,0.2,-0.3
2019-12-30 13:40:58.0266,0.2,-0.3
2019-12-30 13:40:58.0272,0.1,-0.4
2019-12-30 13:40:58.0277,0,-0.4
2019-12-30 13:40:58.0283,0,-0.2
2019-12-30 13:40:58.0289,0,-0.1
2019-12-30 13:40:58.0295,0,0
2019-12-30 13:40:58.0301,0,0.2
2019-12-30 13:40:58.0307,0,0.2
2019-12-30 13:40:58.0313,0.1,0.3
2019-12-30 13:40:58.0319,0.2,0.3
2019-12-30 13:40:58.0325,0.2,0.3
2019-12-30 13:40:58.0331,0.3,0.3
2019-12-30 13:40:58.0336,0.4,0.2
2019-12-30 13:40:58.0342,0.4,0
2019-12-30 13:40:58.0348,0.6,0.1
2019-12-30 13:40:58.0354,0.6,0.1
2019-12-30 13:40:58.0360,0.8,0.3
2019-12-30 13:40:58.0366,1,0.3
2019-12-30 13:40:58.0372,1.3,0.8
2019-12-30 13:40:58.0378,1.5,0.9
2019-12-30 13:40:58.0384,1.7,1.3
2019-12-30 13:40:58.0390,1.9,1.6
2019-12-30 13:40:58.0395,2.1,1.8
2019-12-30 13:40:58.0401,2.2,2.1
2019-12-30 13:40:58.0407,2.3,2.2
2019-12-30 13:40:58.0413,2.4,2.4
2019-12-30 13:40:58.0419,2.6,2.5
2019-12-30 13:40:58.0425,2.7,2.5
2019-12-30 13:40:58.0431,2.8,2.8
2019-12-30 13:40:58.0437,3,2.9
2019-12-30 13:40:58.0443,3.2,3.1
2019-12-30 13:40:58.0449,3.5,3.3
2019-12-30 13:40:58.0455,3.9,3.6
2019-12-30 13:40:58.0460,4.2,3.8
2019-12-30 13:40:58.0466,4.6,4.1
2019-12-30 13:40:58.0472,4.8,4.4
2019-12-30 13:40:58.0478,5.1,4.8
2019-12-30 13:40:58.0484,5.2,5
2019-12-30 13:40:58.0490,5.4,5.2
2019-12-30 13:40:58.0496,5.6,5.4
2019-12-30 13:40:58.0502,5.9,5.5
2019-12-30 13:40:58.0508,5.9,5.4
2019-12-30 13:40:58.0514,6,5.5
2019-12-30 13:40:58.0519,6.2,5.3
2019-12-30 13:40:58.0525,6.2,5.2
2019-12-30 13:40:58.0531,6.2,5.1
2019-12-30 13:40:58.0537,6.2,5
2019-12-30 13:40:58.0543,6.1,5
2019-12-30 13:40:58.0549,5.9,5
2019-12-30 13:40:58.0555,5.7,4.8
2019-12-30 13:40:58.0561,5.5,4.7
2019-12-30 13:40:58.0567,5.3,4.6
2019-12-30 13:40:58.0573,5.1,4.6
2019-12-30 13:40:58.0578,4.9,4.4
2019-12-30 13:40:58.0584,4.6,4.3
2019-12-30 13:40:58.0590,4.5,4
2019-12-30 13:40:58.0596,4.2,3.7
2019-12-30 13:40:58.0602,4.2,3.4
2019-12-30 13:40:58.0608,4.3,3.3
2019-12-30 13:40:58.0614,4.4,3.2
2019-12-30 13:40:58.0620,4.5,3.1
2019-12-30 13:40:58.0626,4.5,3.2
2019-12-30 13:40:58.0632,4.6,3.2
2019-12-30 13:40:58.0637,4.6,3
2019-12-30 13:40:58.0643,4.6,2.9
2019-12-30 13:40:58.0649,4.5,2.8
2019-12-30 13:40:58.0655,4.4,2.8
2019-12-30 13:40:58.0661,4.3,2.8
2019-12-30 13:40:58.0667,4.2,2.8
2019-12-30 13:40:58.0673,3.9,2.6
2019-12-30 13:40:58.0679,3.7,2.6
2019-12-30 13:40:58.0685,3.6,2.7
2019-12-30 13:40:58.0691,3.5,2.8
2019-12-30 13:40:58.0697,3.4,2.7
2019-12-30 13:40:58.0702,3.3,2.7
2019-12-30 13:40:58.0708,3.3,2.7
2019-12-30 13:40:58.0714,3.4,2.6
2019-12-30 13:40:58.0720,3.4,2.5
2019-12-30 13:40:58.0726,3.3,2.2
2019-12-30 13:40:58.0732,3.1,2
2019-12-30 13:40:58.0738,2.9,1.8
2019-12-30 13:40:58.0744,2.7,1.5
2019-12-30 13:40:58.0750,2.4,1.2
2019-12-30 13:40:58.0756,2.1,0.6
2019-12-30 13:40:58.0761,1.6,0.1
2019-12-30 13:40:58.0767,1.2,-0.2
2019-12-30 13:40:58.0773,0.9,-0.5
2019-12-30 13:40:58.0779,0.7,-0.8
2019-12-30 13:40:58.0785,0.4,-1.1
2019-12-30 13:40:58.0791,0.3,-1.2
2019-12-30 13:40:58.0797,0.3,-1.3
2019-12-30 13:40:58.0803,0.2,-1.4
2019-12-30 13:40:58.0809,0.3,-1.5
2019-12-30 13:40:58.0815,0.1,-1.7
2019-12-30 13:40:58.0820,0.1,-1.6
2019-12-30 13:40:58.0826,0.1,-1.6
2019-12-30 13:40:58.0832,0.1,-1.5
2019-12-30 13:40:58.0838,0.2,-1.6
2019-12-30 13:40:58.0844,0.2,-1.7
2019-12-30 13:40:58.0850,0.3,-1.5
2019-12-30 13:40:58.0856,0.4,-1.3
2019-12-30 13:40:58.0862,0.6,-1.1
2019-12-30 13:40:58.0868,0.5,-0.9
2019-12-30 13:40:58.0874,0.6,-0.9
2019-12-30 13:40:58.0880,0.4,-0.9
2019-12-30 13:40:58.0885,0.5,-0.7
2019-12-30 13:40:58.0891,0.5,-0.9
2019-12-30 13:40:58.0897,0.5,-1
2019-12-30 13:40:58.0903,0.5,-1
2019-12-30 13:40:58.0909,0.4,-1.1
2019-12-30 13:40:58.0915,0.3,-1.1
2019-12-30 13:40:58.0921,0.2,-1.4
2019-12-30 13:40:58.0927,-0.1,-1.6
2019-12-30 13:40:58.0933,-0.3,-1.8
2019-12-30 13:40:58.0939,-0.3,-1.8
2019-12-30 13:40:58.0944,-0.4,-1.8
2019-12-30 13:40:58.0950,-0.5,-1.8
2019-12-30 13:40:58.0956,-0.6,-1.9
2019-12-30 13:40:58.0962,-0.8,-2
2019-12-30 13:40:58.0968,-1,-2.1
2019-12-30 13:40:58.0974,-1.1,-2.1
2019-12-30 13:40:58.0980,-1.4,-2.2
2019-12-30 13:40:58.0986,-1.6,-2.2
2019-12-30 13:40:58.0992,-1.8,-2.2
2019-12-30 13:40:58.0998,-1.9,-2.3
2019-12-30 13:40:58.1003,-2,-2.5
2019-12-30 13:40:58.1009,-2.1,-2.8
2019-12-30 13:40:58.1015,-2.3,-2.9
2019-12-30 13:40:58.1021,-2.4,-2.8
2019-12-30 13:40:58.1027,-2.4,-2.8
2019-12-30 13:40:58.1033,-2.3,-2.6
2019-12-30 13:40:58.1039,-2.1,-2.5
2019-12-30 13:40:58.1045,-1.9,-2.4
2019-12-30 13:40:58.1051,-1.8,-2.3
2019-12-30 13:40:58.1057,-1.6,-2.2
2019-12-30 13:40:58.1062,-1.5,-2.2
2019-12-30 13:40:58.1068,-1.3,-2.1
2019-12-30 13:40:58.1074,-1.1,-2.1
2019-12-30 13:40:58.1080,-1,-2
2019-12-30 13:40:58.1086,-0.8,-1.9
2019-12-30 13:40:58.1092,-0.7,-2
2019-12-30 13:40:58.1098,-0.7,-1.9
2019-12-30 13:40:58.1104,-0.6,-1.8
2019-12-30 13:40:58.1110,-0.5,-1.6
2019-12-30 13:40:58.1116,-0.5,-1.5
2019-12-30 13:40:58.1122,-0.5,-1.4
2019-12-30 13:40:58.1127,-0.6,-1.4
2019-12-30 13:40:58.1133,-0.6,-1.5
2019-12-30 13:40:58.1139,-0.6,-1.6
2019-12-30 13:40:58.1145,-0.6,-1.6
2019-12-30 13:40:58.1151,-0.6,-1.6
2019-12-30 13:40:58.1157,-0.6,-1.8
2019-12-30 13:40:58.1163,-0.7,-1.8
2019-12-30 13:40:58.1169,-0.9,-1.9
2019-12-30 13:40:58.1175,-1.3,-2.1
2019-12-30 13:40:58.1181,-1.5,-2.1
2019-12-30 13:40:58.1186,-1.6,-2
2019-12-30 13:40:58.1192,-1.5,-2
2019-12-30 13:40:58.1198,-1.2,-1.9
2019-12-30 13:40:58.1204,-1,-1.8
2019-12-30 13:40:58.1210,-0.8,-1.7
2019-12-30 13:40:58.1216,-0.7,-1.6
2019-12-30 13:40:58.1222,-0.6,-1.5
2019-12-30 13:40:58.1228,-0.5,-1.3
2019-12-30 13:40:58.1234,-0.4,-1.3
2019-12-30 13:40:58.1240,-0.5,-1.3
2019-12-30 13:40:58.1245,-0.6,-1.3
2019-12-30 13:40:58.1251,-0.7,-1.2
2019-12-30 13:40:58.1257,-1,-1.3
2019-12-30 13:40:58.1263,-1.1,-1.1
2019-12-30 13:40:58.1269,-1.2,-1.1
2019-12-30 13:40:58.1275,-1.1,-0.9
2019-12-30 13:40:58.1281,-1,-0.6
2019-12-30 13:40:58.1287,-0.9,-0.4
