TIME_1,RE_1,LE_1
2019-07-03 11:06:31.0000,0,0
2019-07-03 11:06:31.0006,0,0.1
2019-07-03 11:06:31.0012,-0.1,0.2
2019-07-03 11:06:31.0018,-0.1,0.2
2019-07-03 11:06:31.0024,0,0.4
2019-07-03 11:06:31.0030,-0.1,0.4
2019-07-03 11:06:31.0035,0.1,0.5
2019-07-03 11:06:31.0041,0.2,0.6
2019-07-03 11:06:31.0047,0.5,0.6
2019-07-03 11:06:31.0053,0.6,0.8
2019-07-03 11:06:31.0059,0.9,0.9
2019-07-03 11:06:31.0065,1,0.9
2019-07-03 11:06:31.0071,1,0.7
2019-07-03 11:06:31.0077,0.7,0.7
2019-07-03 11:06:31.0083,0.5,0.6
2019-07-03 11:06:31.0089,0,0.5
2019-07-03 11:06:31.0094,-0.4,0.4
2019-07-03 11:06:31.0100,-0.6,0.2
2019-07-03 11:06:31.0106,-0.6,0
2019-07-03 11:06:31.0112,-0.3,0
2019-07-03 11:06:31.0118,-0.1,0
2019-07-03 11:06:31.0124,-0.1,-0.1
2019-07-03 11:06:31.0130,0.2,-0.2
2019-07-03 11:06:31.0136,0.3,-0.4
2019-07-03 11:06:31.0142,0.5,-0.3
2019-07-03 11:06:31.0148,0.6,-0.4
2019-07-03 11:06:31.0153,0.6,-0.3
2019-07-03 11:06:31.0159,0.8,-0.3
2019-07-03 11:06:31.0165,0.9,-0.2
2019-07-03 11:06:31.0171,0.9,-0.1
2019-07-03 11:06:31.0177,0.5,-0.2
2019-07-03 11:06:31.0183,0.4,-0.3
2019-07-03 11:06:31.0189,0.3,-0.5
2019-07-03 11:06:31.0195,0.2,-0.5
2019-07-03 11:06:31.0201,0.2,-0.3
2019-07-03 11:06:31.0207,0.3,-0.1
2019-07-03 11:06:31.0212,0.5,0
2019-07-03 11:06:31.0218,0.6,-0.1
2019-07-03 11:06:31.0224,0.8,-0.1
2019-07-03 11:06:31.0230,0.6,-0.2
2019-07-03 11:06:31.0236,0.5,-0.2
2019-07-03 11:06:31.0242,0.6,-0.3
2019-07-03 11:06:31.0248,0.4,-0.3
2019-07-03 11:06:31.0254,0.3,-0.3
2019-07-03 11:06:31.0260,0,-0.3
2019-07-03 11:06:31.0266,-0.3,-0.3
2019-07-03 11:06:31.0272,-0.4,-0.4
2019-07-03 11:06:31.0277,-0.5,-0.5
2019-07-03 11:06:31.0283,-0.4,-0.3
2019-07-03 11:06:31.0289,-0.3,-0.2
2019-07-03 11:06:31.0295,-0.2,-0.2
2019-07-03 11:06:31.0301,-0.2,-0.2
2019-07-03 11:06:31.0307,-0.3,-0.3
2019-07-03 11:06:31.0313,-0.3,-0.2
2019-07-03 11:06:31.0319,-0.3,-0.2
2019-07-03 11:06:31.0325,-0.4,-0.2
2019-07-03 11:06:31.0331,-0.3,-0.2
2019-07-03 11:06:31.0336,-0.3,-0.2
2019-07-03 11:06:31.0342,-0.6,-0.3
2019-07-03 11:06:31.0348,-0.7,-0.3
2019-07-03 11:06:31.0354,-0.9,-0.3
2019-07-03 11:06:31.0360,-0.9,-0.2
2019-07-03 11:06:31.0366,-0.7,-0.1
2019-07-03 11:06:31.0372,-0.7,0
2019-07-03 11:06:31.0378,-0.5,0.2
2019-07-03 11:06:31.0384,-0.5,0.2
2019-07-03 11:06:31.0390,-0.2,0
2019-07-03 11:06:31.0395,0,-0.1
2019-07-03 11:06:31.0401,0,-0.1
2019-07-03 11:06:31.0407,0.1,-0.3
2019-07-03 11:06:31.0413,0.3,-0.4
2019-07-03 11:06:31.0419,0.4,-0.4
2019-07-03 11:06:31.0425,0,-0.5
2019-07-03 11:06:31.0431,-0.2,-0.4
