TIME_1,RE_1,LE_1
2019-08-08 12:55:51.0000,0,0
2019-08-08 12:55:51.0006,0,-0.1
2019-08-08 12:55:51.0012,0.1,0
2019-08-08 12:55:51.0018,0.1,0
2019-08-08 12:55:51.0024,0.3,0.2
2019-08-08 12:55:51.0030,0.5,0.2
2019-08-08 12:55:51.0035,0.6,0.3
2019-08-08 12:55:51.0041,0.6,0.4
2019-08-08 12:55:51.0047,0.6,0.5
2019-08-08 12:55:51.0053,0.6,0.5
2019-08-08 12:55:51.0059,0.7,0.7
2019-08-08 12:55:51.0065,0.6,0.8
2019-08-08 12:55:51.0071,0.5,1
2019-08-08 12:55:51.0077,0.5,1.1
2019-08-08 12:55:51.0083,0.3,1.1
2019-08-08 12:55:51.0089,0.4,1.1
2019-08-08 12:55:51.0094,0.4,1
2019-08-08 12:55:51.0100,0.2,1.1
2019-08-08 12:55:51.0106,0.3,1.2
2019-08-08 12:55:51.0112,0.3,1.1
2019-08-08 12:55:51.0118,0.3,1.1
2019-08-08 12:55:51.0124,0.4,1.2
2019-08-08 12:55:51.0130,0.4,1.2
2019-08-08 12:55:51.0136,0.5,1.3
2019-08-08 12:55:51.0142,0.6,1.4
2019-08-08 12:55:51.0148,0.7,1.4
2019-08-08 12:55:51.0153,0.7,1.5
2019-08-08 12:55:51.0159,0.8,1.5
2019-08-08 12:55:51.0165,0.8,1.7
2019-08-08 12:55:51.0171,1.2,1.6
2019-08-08 12:55:51.0177,1.1,1.5
2019-08-08 12:55:51.0183,1.1,1.5
2019-08-08 12:55:51.0189,1.1,1.5
2019-08-08 12:55:51.0195,1.2,1.3
2019-08-08 12:55:51.0201,1.2,1.5
2019-08-08 12:55:51.0207,1.1,1.4
2019-08-08 12:55:51.0212,1.2,1.7
2019-08-08 12:55:51.0218,1.3,1.9
2019-08-08 12:55:51.0224,1.4,2.1
2019-08-08 12:55:51.0230,1.6,2.1
2019-08-08 12:55:51.0236,1.6,2.2
2019-08-08 12:55:51.0242,1.5,2.3
2019-08-08 12:55:51.0248,1.3,2.2
2019-08-08 12:55:51.0254,1.3,2.1
2019-08-08 12:55:51.0260,1.1,1.8
2019-08-08 12:55:51.0266,1,1.6
2019-08-08 12:55:51.0272,1,1.3
2019-08-08 12:55:51.0277,1,1
2019-08-08 12:55:51.0283,1,0.7
2019-08-08 12:55:51.0289,1,0.5
2019-08-08 12:55:51.0295,1,0.5
2019-08-08 12:55:51.0301,0.9,0.4
2019-08-08 12:55:51.0307,0.8,0.4
2019-08-08 12:55:51.0313,0.8,0.5
2019-08-08 12:55:51.0319,0.7,0.5
2019-08-08 12:55:51.0325,0.6,0.3
2019-08-08 12:55:51.0331,0.3,0.4
2019-08-08 12:55:51.0336,0.2,0.3
2019-08-08 12:55:51.0342,0.2,0.3
2019-08-08 12:55:51.0348,0,0.2
2019-08-08 12:55:51.0354,0,0.3
2019-08-08 12:55:51.0360,0,0.4
2019-08-08 12:55:51.0366,-0.1,0.5
2019-08-08 12:55:51.0372,0,0.6
2019-08-08 12:55:51.0378,0,0.8
2019-08-08 12:55:51.0384,0.1,0.9
2019-08-08 12:55:51.0390,0.2,0.9
2019-08-08 12:55:51.0395,0.4,1
2019-08-08 12:55:51.0401,0.4,0.9
2019-08-08 12:55:51.0407,0.5,0.8
