TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2017-03-08 13:56:48.0000,0,0,2017-03-08 13:58:12.0000,0,0,2017-03-08 14:00:20.0000,0,0
2017-03-08 13:56:48.0006,-0.1,0.1,2017-03-08 13:58:12.0006,-0.2,0,2017-03-08 14:00:20.0006,0,0.1
2017-03-08 13:56:48.0012,-0.2,0.1,2017-03-08 13:58:12.0012,-0.6,0.1,2017-03-08 14:00:20.0012,0,0.1
2017-03-08 13:56:48.0018,-0.3,0.1,2017-03-08 13:58:12.0018,-0.7,0.1,2017-03-08 14:00:20.0018,-0.2,0.1
2017-03-08 13:56:48.0024,-0.3,0.1,2017-03-08 13:58:12.0024,-0.7,0,2017-03-08 14:00:20.0024,-0.4,0.2
2017-03-08 13:56:48.0030,-0.3,0.2,2017-03-08 13:58:12.0030,-0.6,-0.1,2017-03-08 14:00:20.0030,-0.6,0.2
2017-03-08 13:56:48.0035,-0.3,0.1,2017-03-08 13:58:12.0035,-0.6,-0.1,2017-03-08 14:00:20.0035,-0.7,0.2
2017-03-08 13:56:48.0041,-0.3,0.1,2017-03-08 13:58:12.0041,-0.8,-0.1,2017-03-08 14:00:20.0041,-0.9,0.1
2017-03-08 13:56:48.0047,-0.3,0.2,2017-03-08 13:58:12.0047,-0.9,-0.1,2017-03-08 14:00:20.0047,-1,0
2017-03-08 13:56:48.0053,-0.2,0.2,2017-03-08 13:58:12.0053,-0.9,-0.2,2017-03-08 14:00:20.0053,-0.9,-0.2
2017-03-08 13:56:48.0059,0,0.3,2017-03-08 13:58:12.0059,-0.6,-0.2,2017-03-08 14:00:20.0059,-0.9,-0.2
2017-03-08 13:56:48.0065,0,0.3,2017-03-08 13:58:12.0065,-0.3,-0.3,2017-03-08 14:00:20.0065,-1,-0.1
2017-03-08 13:56:48.0071,0,0.4,2017-03-08 13:58:12.0071,-0.2,-0.2,2017-03-08 14:00:20.0071,-1.2,0
2017-03-08 13:56:48.0077,0,0.4,2017-03-08 13:58:12.0077,-0.1,0,2017-03-08 14:00:20.0077,-1.3,0.2
2017-03-08 13:56:48.0083,0,0.4,2017-03-08 13:58:12.0083,0,-0.1,2017-03-08 14:00:20.0083,-1.2,0.4
2017-03-08 13:56:48.0089,-0.3,0.4,2017-03-08 13:58:12.0089,0,-0.1,2017-03-08 14:00:20.0089,-0.9,0.6
2017-03-08 13:56:48.0094,-0.5,0.5,2017-03-08 13:58:12.0094,-0.1,0,2017-03-08 14:00:20.0094,-0.8,0.8
2017-03-08 13:56:48.0100,-0.4,0.5,2017-03-08 13:58:12.0100,-0.1,0,2017-03-08 14:00:20.0100,-0.3,0.8
2017-03-08 13:56:48.0106,-0.2,0.5,2017-03-08 13:58:12.0106,-0.1,0.2,2017-03-08 14:00:20.0106,0,0.9
2017-03-08 13:56:48.0112,0,0.6,2017-03-08 13:58:12.0112,-0.1,0.3,2017-03-08 14:00:20.0112,0,1
2017-03-08 13:56:48.0118,0.3,0.7,2017-03-08 13:58:12.0118,-0.1,0.4,2017-03-08 14:00:20.0118,0,1
2017-03-08 13:56:48.0124,0.5,0.7,2017-03-08 13:58:12.0124,0,0.4,2017-03-08 14:00:20.0124,-0.1,1.1
2017-03-08 13:56:48.0130,0.5,0.7,2017-03-08 13:58:12.0130,0,0.6,2017-03-08 14:00:20.0130,-0.5,1.1
2017-03-08 13:56:48.0136,0.5,0.8,2017-03-08 13:58:12.0136,0.1,0.6,2017-03-08 14:00:20.0136,-0.8,1.1
2017-03-08 13:56:48.0142,0.4,0.7,2017-03-08 13:58:12.0142,0.3,0.6,2017-03-08 14:00:20.0142,-1.2,1.1
2017-03-08 13:56:48.0148,0.3,0.7,2017-03-08 13:58:12.0148,0.4,0.5,2017-03-08 14:00:20.0148,-1.2,0.9
2017-03-08 13:56:48.0153,0.3,0.6,2017-03-08 13:58:12.0153,0.6,0.4,2017-03-08 14:00:20.0153,-1.4,0.8
2017-03-08 13:56:48.0159,0.3,0.5,2017-03-08 13:58:12.0159,0.6,0.2,2017-03-08 14:00:20.0159,-1.4,0.6
2017-03-08 13:56:48.0165,0.2,0.3,2017-03-08 13:58:12.0165,0.4,0.2,2017-03-08 14:00:20.0165,-1.3,0.5
2017-03-08 13:56:48.0171,0.1,0.2,2017-03-08 13:58:12.0171,0,0.1,2017-03-08 14:00:20.0171,-1.2,0.5
2017-03-08 13:56:48.0177,-0.3,0.2,2017-03-08 13:58:12.0177,-0.4,0.1,2017-03-08 14:00:20.0177,-1.5,0.5
2017-03-08 13:56:48.0183,-0.6,0.1,2017-03-08 13:58:12.0183,-0.7,0.2,2017-03-08 14:00:20.0183,-1.6,0.6
2017-03-08 13:56:48.0189,-0.9,0.2,2017-03-08 13:58:12.0189,-0.9,0.3,2017-03-08 14:00:20.0189,-1.6,0.6
2017-03-08 13:56:48.0195,-1,0.2,2017-03-08 13:58:12.0195,-0.9,0.4,2017-03-08 14:00:20.0195,-1.5,0.8
2017-03-08 13:56:48.0201,-1,0.2,2017-03-08 13:58:12.0201,-1,0.3,2017-03-08 14:00:20.0201,-1.3,0.8
2017-03-08 13:56:48.0207,-1,0.2,2017-03-08 13:58:12.0207,-1.2,0.4,2017-03-08 14:00:20.0207,-1.2,0.8
2017-03-08 13:56:48.0212,-0.9,0.2,2017-03-08 13:58:12.0212,-1.4,0.3,2017-03-08 14:00:20.0212,-0.9,0.8
2017-03-08 13:56:48.0218,-0.7,0.3,2017-03-08 13:58:12.0218,-1.4,0.3,2017-03-08 14:00:20.0218,-0.7,0.9
2017-03-08 13:56:48.0224,-0.6,0.4,2017-03-08 13:58:12.0224,-1.3,0.3,2017-03-08 14:00:20.0224,-0.2,0.8
2017-03-08 13:56:48.0230,-0.4,0.3,2017-03-08 13:58:12.0230,-1,0.2,2017-03-08 14:00:20.0230,0,0.8
2017-03-08 13:56:48.0236,-0.4,0.4,2017-03-08 13:58:12.0236,-0.6,0.2,2017-03-08 14:00:20.0236,0.3,1
2017-03-08 13:56:48.0242,-0.4,0.4,2017-03-08 13:58:12.0242,0,0.2,2017-03-08 14:00:20.0242,0.3,1
2017-03-08 13:56:48.0248,-0.6,0.5,2017-03-08 13:58:12.0248,0.4,0.1,2017-03-08 14:00:20.0248,0.3,1
2017-03-08 13:56:48.0254,-0.8,0.5,2017-03-08 13:58:12.0254,0.8,0,2017-03-08 14:00:20.0254,0,1.2
2017-03-08 13:56:48.0260,-1.1,0.6,2017-03-08 13:58:12.0260,0.5,0.1,2017-03-08 14:00:20.0260,-0.4,1.1
2017-03-08 13:56:48.0266,-1.3,0.6,2017-03-08 13:58:12.0266,0.3,0.1,2017-03-08 14:00:20.0266,-0.8,1.1
2017-03-08 13:56:48.0272,-1.2,0.7,2017-03-08 13:58:12.0272,0.3,0.1,2017-03-08 14:00:20.0272,-1,1.1
2017-03-08 13:56:48.0277,-1,0.7,2017-03-08 13:58:12.0277,0.3,0.1,2017-03-08 14:00:20.0277,-1.2,1.2
2017-03-08 13:56:48.0283,-0.8,0.7,2017-03-08 13:58:12.0283,0.4,0.3,2017-03-08 14:00:20.0283,-1.4,1.1
2017-03-08 13:56:48.0289,-0.6,0.8,2017-03-08 13:58:12.0289,0.4,0.3,2017-03-08 14:00:20.0289,-1.4,1.2
2017-03-08 13:56:48.0295,-0.4,0.7,2017-03-08 13:58:12.0295,0.2,0.5,2017-03-08 14:00:20.0295,-1.5,1.2
2017-03-08 13:56:48.0301,-0.3,0.7,2017-03-08 13:58:12.0301,0.2,0.6,2017-03-08 14:00:20.0301,-1.3,1.3
2017-03-08 13:56:48.0307,-0.1,0.5,2017-03-08 13:58:12.0307,0.2,0.7,2017-03-08 14:00:20.0307,-1,1.3
2017-03-08 13:56:48.0313,0,0.7,2017-03-08 13:58:12.0313,0.5,0.7,2017-03-08 14:00:20.0313,-0.6,1.3
2017-03-08 13:56:48.0319,0.1,0.7,2017-03-08 13:58:12.0319,0.7,0.7,2017-03-08 14:00:20.0319,-0.3,1
2017-03-08 13:56:48.0325,0.3,0.7,2017-03-08 13:58:12.0325,0.6,0.7,2017-03-08 14:00:20.0325,0,0.7
2017-03-08 13:56:48.0331,0.4,0.7,2017-03-08 13:58:12.0331,0.3,0.7,2017-03-08 14:00:20.0331,0.2,0.5
2017-03-08 13:56:48.0336,0.5,0.8,2017-03-08 13:58:12.0336,-0.1,0.6,2017-03-08 14:00:20.0336,0.3,0.4
2017-03-08 13:56:48.0342,0.2,0.8,2017-03-08 13:58:12.0342,-0.9,0.6,2017-03-08 14:00:20.0342,0.1,0.4
2017-03-08 13:56:48.0348,0,0.8,2017-03-08 13:58:12.0348,-1.4,0.7,2017-03-08 14:00:20.0348,0,0.4
2017-03-08 13:56:48.0354,0,0.9,2017-03-08 13:58:12.0354,-1.6,0.6,2017-03-08 14:00:20.0354,-0.3,0.6
2017-03-08 13:56:48.0360,0,0.9,2017-03-08 13:58:12.0360,-1.4,0.6,2017-03-08 14:00:20.0360,-0.6,0.8
2017-03-08 13:56:48.0366,0.2,0.8,2017-03-08 13:58:12.0366,-1.1,0.7,2017-03-08 14:00:20.0366,-1.1,1.1
2017-03-08 13:56:48.0372,0.2,0.8,2017-03-08 13:58:12.0372,-0.6,0.8,2017-03-08 14:00:20.0372,-1.4,1.3
2017-03-08 13:56:48.0378,0.2,0.8,2017-03-08 13:58:12.0378,0,0.9,2017-03-08 14:00:20.0378,-1.6,1.4
2017-03-08 13:56:48.0384,0.1,0.8,2017-03-08 13:58:12.0384,0.3,0.9,2017-03-08 14:00:20.0384,-1.6,1.5
2017-03-08 13:56:48.0390,0,0.9,2017-03-08 13:58:12.0390,0.3,0.8,2017-03-08 14:00:20.0390,-1.5,1.5
