TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2004-12-15 13:28:11.0000,0,0,2004-12-15 13:33:19.0000,0,0,2004-12-15 13:37:32.0000,0,0
2004-12-15 13:28:11.0006,-0.4,-0.1,2004-12-15 13:33:19.0006,-0.1,0.4,2004-12-15 13:37:32.0006,0,0
2004-12-15 13:28:11.0012,-0.5,-0.3,2004-12-15 13:33:19.0012,-0.4,0.4,2004-12-15 13:37:32.0012,-0.1,0
2004-12-15 13:28:11.0018,-0.7,-0.3,2004-12-15 13:33:19.0018,-0.6,0.5,2004-12-15 13:37:32.0018,-0.1,0.1
2004-12-15 13:28:11.0024,-0.8,-0.5,2004-12-15 13:33:19.0024,-0.7,0.6,2004-12-15 13:37:32.0024,-0.1,0.2
2004-12-15 13:28:11.0030,-0.8,-0.7,2004-12-15 13:33:19.0030,-0.9,0.8,2004-12-15 13:37:32.0030,0,0.4
2004-12-15 13:28:11.0035,-0.7,-0.7,2004-12-15 13:33:19.0035,-1,1,2004-12-15 13:37:32.0035,0,0.4
2004-12-15 13:28:11.0041,-0.8,-0.7,2004-12-15 13:33:19.0041,-1,1.1,2004-12-15 13:37:32.0041,0,0.5
2004-12-15 13:28:11.0047,-0.9,-0.7,2004-12-15 13:33:19.0047,-1,1.2,2004-12-15 13:37:32.0047,0,0.5
2004-12-15 13:28:11.0053,-1,-0.8,2004-12-15 13:33:19.0053,-0.9,1.3,2004-12-15 13:37:32.0053,0.1,0.6
2004-12-15 13:28:11.0059,-0.8,-0.8,2004-12-15 13:33:19.0059,-0.9,1.5,2004-12-15 13:37:32.0059,0.2,0.7
2004-12-15 13:28:11.0065,-0.8,-1,2004-12-15 13:33:19.0065,-0.8,1.6,2004-12-15 13:37:32.0065,0.2,0.7
2004-12-15 13:28:11.0071,-0.5,-1,2004-12-15 13:33:19.0071,-0.8,1.6,2004-12-15 13:37:32.0071,0.3,0.8
2004-12-15 13:28:11.0077,-0.3,-1.1,2004-12-15 13:33:19.0077,-0.8,1.5,2004-12-15 13:37:32.0077,0.5,0.8
2004-12-15 13:28:11.0083,0,-1.1,2004-12-15 13:33:19.0083,-0.9,1.5,2004-12-15 13:37:32.0083,0.7,0.9
2004-12-15 13:28:11.0089,0.1,-1.3,2004-12-15 13:33:19.0089,-1.1,1.3,2004-12-15 13:37:32.0089,1.1,0.8
2004-12-15 13:28:11.0094,0.1,-1.3,2004-12-15 13:33:19.0094,-1.2,1.3,2004-12-15 13:37:32.0094,1.4,0.9
2004-12-15 13:28:11.0100,0.2,-1.5,2004-12-15 13:33:19.0100,-1.3,1.4,2004-12-15 13:37:32.0100,1.6,1
