TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2014-03-06 10:14:46.0000,0,0,2014-03-06 10:17:01.0000,0,0,2014-03-06 10:20:29.0000,0,0
2014-03-06 10:14:46.0006,0,-0.1,2014-03-06 10:17:01.0006,-0.1,0.2,2014-03-06 10:20:29.0006,0.1,0
2014-03-06 10:14:46.0012,0,-0.3,2014-03-06 10:17:01.0012,-0.1,0.4,2014-03-06 10:20:29.0012,0.2,0
2014-03-06 10:14:46.0018,0,-0.4,2014-03-06 10:17:01.0018,0,0.4,2014-03-06 10:20:29.0018,0.2,0
2014-03-06 10:14:46.0024,-0.1,-0.4,2014-03-06 10:17:01.0024,0.1,0.6,2014-03-06 10:20:29.0024,0.3,0
2014-03-06 10:14:46.0030,-0.2,-0.5,2014-03-06 10:17:01.0030,0.2,0.7,2014-03-06 10:20:29.0030,0.5,0
2014-03-06 10:14:46.0035,-0.3,-0.3,2014-03-06 10:17:01.0035,0.4,0.7,2014-03-06 10:20:29.0035,1,0
2014-03-06 10:14:46.0041,-0.2,-0.4,2014-03-06 10:17:01.0041,0.4,0.7,2014-03-06 10:20:29.0041,1.5,0.2
2014-03-06 10:14:46.0047,-0.1,-0.4,2014-03-06 10:17:01.0047,0.4,0.8,2014-03-06 10:20:29.0047,2.1,0.3
2014-03-06 10:14:46.0053,-0.1,-0.5,2014-03-06 10:17:01.0053,0.2,0.6,2014-03-06 10:20:29.0053,2.2,0.3
2014-03-06 10:14:46.0059,-0.1,-0.7,2014-03-06 10:17:01.0059,0,0.5,2014-03-06 10:20:29.0059,2.2,0.3
2014-03-06 10:14:46.0065,0,-0.5,2014-03-06 10:17:01.0065,-0.1,0.4,2014-03-06 10:20:29.0065,1.9,0
2014-03-06 10:14:46.0071,0.1,-0.4,2014-03-06 10:17:01.0071,-0.2,0.5,2014-03-06 10:20:29.0071,1.5,0
2014-03-06 10:14:46.0077,0.1,-0.3,2014-03-06 10:17:01.0077,-0.3,0.6,2014-03-06 10:20:29.0077,1.2,0
2014-03-06 10:14:46.0083,0.1,0,2014-03-06 10:17:01.0083,-0.3,0.8,2014-03-06 10:20:29.0083,1.2,0
2014-03-06 10:14:46.0089,0.4,0,2014-03-06 10:17:01.0089,-0.5,0.8,2014-03-06 10:20:29.0089,1.4,0
2014-03-06 10:14:46.0094,0.5,0.1,2014-03-06 10:17:01.0094,-0.8,1,2014-03-06 10:20:29.0094,1.4,0
2014-03-06 10:14:46.0100,0.7,0,2014-03-06 10:17:01.0100,-0.7,1.2,2014-03-06 10:20:29.0100,1.7,0
2014-03-06 10:14:46.0106,0.9,0.2,2014-03-06 10:17:01.0106,-0.5,1.5,2014-03-06 10:20:29.0106,1.9,0
2014-03-06 10:14:46.0112,1.1,0.2,2014-03-06 10:17:01.0112,-0.3,1.6,2014-03-06 10:20:29.0112,2,0
2014-03-06 10:14:46.0118,1.1,0.4,2014-03-06 10:17:01.0118,-0.2,1.9,2014-03-06 10:20:29.0118,1.9,0
2014-03-06 10:14:46.0124,1.3,0.6,2014-03-06 10:17:01.0124,-0.2,1.9,2014-03-06 10:20:29.0124,1.4,0
2014-03-06 10:14:46.0130,1.2,0.9,2014-03-06 10:17:01.0130,-0.4,1.5,2014-03-06 10:20:29.0130,0.9,0
2014-03-06 10:14:46.0136,1.1,1,2014-03-06 10:17:01.0136,-0.8,1.5,2014-03-06 10:20:29.0136,0.4,0
2014-03-06 10:14:46.0142,0.9,1,2014-03-06 10:17:01.0142,-1.1,1.6,2014-03-06 10:20:29.0142,0,0
2014-03-06 10:14:46.0148,0.7,1.1,2014-03-06 10:17:01.0148,-1.2,1.8,2014-03-06 10:20:29.0148,-0.3,0.2
2014-03-06 10:14:46.0153,0.7,1.1,2014-03-06 10:17:01.0153,-0.9,2,2014-03-06 10:20:29.0153,-0.5,0.2
