TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2020-08-20 11:00:47.0000,0,0,2020-08-20 11:01:44.0000,0,0,2020-08-20 11:02:46.0000,0,0
2020-08-20 11:00:47.0006,-0.1,0.1,2020-08-20 11:01:44.0006,-0.1,-0.1,2020-08-20 11:02:46.0006,-0.1,0.4
2020-08-20 11:00:47.0012,-0.5,0.2,2020-08-20 11:01:44.0012,-0.4,-0.3,2020-08-20 11:02:46.0012,-0.7,0.6
2020-08-20 11:00:47.0018,-0.6,0.4,2020-08-20 11:01:44.0018,-0.4,-0.3,2020-08-20 11:02:46.0018,-0.8,0.7
2020-08-20 11:00:47.0024,-0.6,0.6,2020-08-20 11:01:44.0024,-0.3,-0.4,2020-08-20 11:02:46.0024,-0.8,0.7
2020-08-20 11:00:47.0030,-0.7,0.7,2020-08-20 11:01:44.0030,-0.3,-0.4,2020-08-20 11:02:46.0030,-0.7,0.4
2020-08-20 11:00:47.0035,-0.7,0.7,2020-08-20 11:01:44.0035,0,-0.4,2020-08-20 11:02:46.0035,-0.6,0.3
2020-08-20 11:00:47.0041,-0.8,0.8,2020-08-20 11:01:44.0041,0.1,-0.3,2020-08-20 11:02:46.0041,-0.3,0.1
2020-08-20 11:00:47.0047,-0.8,0.8,2020-08-20 11:01:44.0047,0.4,-0.2,2020-08-20 11:02:46.0047,-0.1,0.1
2020-08-20 11:00:47.0053,-0.9,0.6,2020-08-20 11:01:44.0053,0.6,-0.1,2020-08-20 11:02:46.0053,-0.1,0.1
2020-08-20 11:00:47.0059,-0.9,0.4,2020-08-20 11:01:44.0059,0.6,0,2020-08-20 11:02:46.0059,0,0.2
2020-08-20 11:00:47.0065,-1,0.1,2020-08-20 11:01:44.0065,0.4,0,2020-08-20 11:02:46.0065,-0.3,0.3
2020-08-20 11:00:47.0071,-0.9,-0.1,2020-08-20 11:01:44.0071,0.4,0.1,2020-08-20 11:02:46.0071,-0.6,0.4
2020-08-20 11:00:47.0077,-0.7,-0.2,2020-08-20 11:01:44.0077,0.5,0.1,2020-08-20 11:02:46.0077,-0.8,0.5
2020-08-20 11:00:47.0083,-0.6,-0.4,2020-08-20 11:01:44.0083,0.4,0.1,2020-08-20 11:02:46.0083,-0.8,0.6
2020-08-20 11:00:47.0089,-0.5,-0.3,2020-08-20 11:01:44.0089,0.2,0.1,2020-08-20 11:02:46.0089,-0.8,0.6
2020-08-20 11:00:47.0094,-0.6,-0.5,2020-08-20 11:01:44.0094,-0.1,0,2020-08-20 11:02:46.0094,-1.1,0.7
