TIME_1,RE_1,LE_1
2004-09-25 10:12:04.0000,0,0
2004-09-25 10:12:04.0006,0,0
2004-09-25 10:12:04.0012,0,0
2004-09-25 10:12:04.0018,0.1,0
2004-09-25 10:12:04.0024,0.3,0
2004-09-25 10:12:04.0030,0.4,0.1
2004-09-25 10:12:04.0035,0.6,0
2004-09-25 10:12:04.0041,0.7,0.1
2004-09-25 10:12:04.0047,0.8,0.1
2004-09-25 10:12:04.0053,0.8,0.1
2004-09-25 10:12:04.0059,0.8,0.2
2004-09-25 10:12:04.0065,0.8,0.1
2004-09-25 10:12:04.0071,0.7,0
2004-09-25 10:12:04.0077,0.6,0.1
2004-09-25 10:12:04.0083,0.5,0.1
2004-09-25 10:12:04.0089,0.3,0
2004-09-25 10:12:04.0094,0.2,0
2004-09-25 10:12:04.0100,0.2,0
2004-09-25 10:12:04.0106,0.1,0
2004-09-25 10:12:04.0112,0,0
2004-09-25 10:12:04.0118,0,0
2004-09-25 10:12:04.0124,-0.1,0.1
2004-09-25 10:12:04.0130,-0.3,0
2004-09-25 10:12:04.0136,-0.3,0.1
2004-09-25 10:12:04.0142,-0.2,0
2004-09-25 10:12:04.0148,-0.3,0
2004-09-25 10:12:04.0153,-0.1,0
2004-09-25 10:12:04.0159,-0.2,0
2004-09-25 10:12:04.0165,-0.2,0
2004-09-25 10:12:04.0171,-0.2,-0.2
2004-09-25 10:12:04.0177,-0.4,-0.2
2004-09-25 10:12:04.0183,-0.5,-0.2
2004-09-25 10:12:04.0189,-0.6,-0.3
2004-09-25 10:12:04.0195,-0.7,-0.4
2004-09-25 10:12:04.0201,-0.7,-0.4
2004-09-25 10:12:04.0207,-0.7,-0.6
2004-09-25 10:12:04.0212,-0.7,-0.6
2004-09-25 10:12:04.0218,-0.8,-0.7
2004-09-25 10:12:04.0224,-0.9,-0.6
2004-09-25 10:12:04.0230,-0.9,-0.7
2004-09-25 10:12:04.0236,-1,-0.6
2004-09-25 10:12:04.0242,-1.1,-0.5
2004-09-25 10:12:04.0248,-1.2,-0.6
2004-09-25 10:12:04.0254,-1.2,-0.7
2004-09-25 10:12:04.0260,-1.3,-0.9
2004-09-25 10:12:04.0266,-1.5,-1
2004-09-25 10:12:04.0272,-1.5,-1.1
2004-09-25 10:12:04.0277,-1.6,-1.2
2004-09-25 10:12:04.0283,-1.5,-1.2
2004-09-25 10:12:04.0289,-1.4,-1.2
2004-09-25 10:12:04.0295,-1.4,-1.2
2004-09-25 10:12:04.0301,-1.4,-1.2
2004-09-25 10:12:04.0307,-1.4,-1.2
2004-09-25 10:12:04.0313,-1.3,-1.2
2004-09-25 10:12:04.0319,-1.4,-1.1
2004-09-25 10:12:04.0325,-1.3,-1
2004-09-25 10:12:04.0331,-1.3,-1
2004-09-25 10:12:04.0336,-1.3,-1
2004-09-25 10:12:04.0342,-1.3,-1.1
2004-09-25 10:12:04.0348,-1.2,-0.9
2004-09-25 10:12:04.0354,-1.1,-1
2004-09-25 10:12:04.0360,-1,-0.8
2004-09-25 10:12:04.0366,-0.8,-0.7
2004-09-25 10:12:04.0372,-0.8,-0.5
2004-09-25 10:12:04.0378,-0.8,-0.5
2004-09-25 10:12:04.0384,-0.7,-0.2
2004-09-25 10:12:04.0390,-0.8,-0.1
2004-09-25 10:12:04.0395,-0.8,0
2004-09-25 10:12:04.0401,-0.9,0.1
2004-09-25 10:12:04.0407,-0.9,0.1
2004-09-25 10:12:04.0413,-0.8,0.2
2004-09-25 10:12:04.0419,-0.7,0.2
2004-09-25 10:12:04.0425,-0.5,0.1
2004-09-25 10:12:04.0431,-0.3,0.2
2004-09-25 10:12:04.0437,-0.1,0.1
2004-09-25 10:12:04.0443,0,0.2
2004-09-25 10:12:04.0449,0.1,0.2
2004-09-25 10:12:04.0455,0.2,0.4
2004-09-25 10:12:04.0460,0.4,0.4
2004-09-25 10:12:04.0466,0.5,0.5
2004-09-25 10:12:04.0472,0.7,0.5
2004-09-25 10:12:04.0478,0.8,0.6
2004-09-25 10:12:04.0484,0.8,0.7
2004-09-25 10:12:04.0490,0.9,0.8
2004-09-25 10:12:04.0496,0.8,0.9
2004-09-25 10:12:04.0502,0.7,0.9
2004-09-25 10:12:04.0508,0.6,1
2004-09-25 10:12:04.0514,0.4,1
2004-09-25 10:12:04.0519,0.3,1
2004-09-25 10:12:04.0525,0.1,0.9
2004-09-25 10:12:04.0531,0,1
2004-09-25 10:12:04.0537,0,0.9
2004-09-25 10:12:04.0543,-0.1,0.8
2004-09-25 10:12:04.0549,-0.2,0.7
2004-09-25 10:12:04.0555,-0.3,0.4
2004-09-25 10:12:04.0561,-0.5,0.1
2004-09-25 10:12:04.0567,-0.5,0
2004-09-25 10:12:04.0573,-0.6,-0.4
2004-09-25 10:12:04.0578,-0.7,-0.7
2004-09-25 10:12:04.0584,-0.9,-1
2004-09-25 10:12:04.0590,-1,-1.3
2004-09-25 10:12:04.0596,-1.2,-1.6
2004-09-25 10:12:04.0602,-1.4,-1.9
2004-09-25 10:12:04.0608,-1.4,-2
2004-09-25 10:12:04.0614,-1.5,-2
2004-09-25 10:12:04.0620,-1.6,-1.9
2004-09-25 10:12:04.0626,-1.7,-1.9
2004-09-25 10:12:04.0632,-1.7,-1.8
2004-09-25 10:12:04.0637,-1.8,-1.8
2004-09-25 10:12:04.0643,-1.9,-1.7
2004-09-25 10:12:04.0649,-2,-1.6
2004-09-25 10:12:04.0655,-2,-1.7
2004-09-25 10:12:04.0661,-2,-1.8
2004-09-25 10:12:04.0667,-2,-1.9
2004-09-25 10:12:04.0673,-2,-2.1
2004-09-25 10:12:04.0679,-2.1,-2.2
2004-09-25 10:12:04.0685,-2.2,-2.4
2004-09-25 10:12:04.0691,-2.3,-2.6
2004-09-25 10:12:04.0697,-2.5,-2.7
2004-09-25 10:12:04.0702,-2.6,-2.9
2004-09-25 10:12:04.0708,-2.8,-3.1
2004-09-25 10:12:04.0714,-2.9,-3.3
2004-09-25 10:12:04.0720,-3,-3.4
2004-09-25 10:12:04.0726,-3.2,-3.6
2004-09-25 10:12:04.0732,-3.2,-3.7
2004-09-25 10:12:04.0738,-3.4,-3.7
2004-09-25 10:12:04.0744,-3.6,-3.7
2004-09-25 10:12:04.0750,-3.8,-3.8
2004-09-25 10:12:04.0756,-4,-4
2004-09-25 10:12:04.0761,-4.1,-4.1
2004-09-25 10:12:04.0767,-4.2,-4.1
2004-09-25 10:12:04.0773,-4.3,-4.1
2004-09-25 10:12:04.0779,-4.5,-4.2
2004-09-25 10:12:04.0785,-4.7,-4.2
2004-09-25 10:12:04.0791,-4.7,-4.2
2004-09-25 10:12:04.0797,-4.9,-4.3
2004-09-25 10:12:04.0803,-5.2,-4.4
2004-09-25 10:12:04.0809,-5.2,-4.6
2004-09-25 10:12:04.0815,-5.4,-4.7
2004-09-25 10:12:04.0820,-5.5,-4.8
2004-09-25 10:12:04.0826,-5.6,-5
2004-09-25 10:12:04.0832,-5.6,-5
2004-09-25 10:12:04.0838,-5.7,-5.2
2004-09-25 10:12:04.0844,-5.7,-5.3
2004-09-25 10:12:04.0850,-5.7,-5.4
2004-09-25 10:12:04.0856,-5.7,-5.4
2004-09-25 10:12:04.0862,-5.6,-5.4
2004-09-25 10:12:04.0868,-5.6,-5.5
2004-09-25 10:12:04.0874,-5.6,-5.7
2004-09-25 10:12:04.0880,-5.5,-5.8
2004-09-25 10:12:04.0885,-5.5,-5.9
2004-09-25 10:12:04.0891,-5.4,-6.1
2004-09-25 10:12:04.0897,-5.5,-6.2
2004-09-25 10:12:04.0903,-5.5,-6.3
2004-09-25 10:12:04.0909,-5.6,-6.3
2004-09-25 10:12:04.0915,-5.6,-6.3
2004-09-25 10:12:04.0921,-5.7,-6.3
2004-09-25 10:12:04.0927,-5.8,-6.3
2004-09-25 10:12:04.0933,-5.8,-6.3
2004-09-25 10:12:04.0939,-5.9,-6.2
2004-09-25 10:12:04.0944,-6,-6.2
2004-09-25 10:12:04.0950,-6.1,-6.2
2004-09-25 10:12:04.0956,-6.2,-6.2
2004-09-25 10:12:04.0962,-6.1,-6.2
2004-09-25 10:12:04.0968,-6.2,-6.3
2004-09-25 10:12:04.0974,-6,-6.3
2004-09-25 10:12:04.0980,-6.1,-6.3
2004-09-25 10:12:04.0986,-6.1,-6.3
2004-09-25 10:12:04.0992,-6.1,-6.4
2004-09-25 10:12:04.0998,-6.1,-6.5
2004-09-25 10:12:04.1003,-6.1,-6.6
2004-09-25 10:12:04.1009,-6,-6.8
2004-09-25 10:12:04.1015,-6,-6.9
2004-09-25 10:12:04.1021,-6,-6.9
2004-09-25 10:12:04.1027,-6,-6.8
2004-09-25 10:12:04.1033,-5.9,-7
2004-09-25 10:12:04.1039,-5.9,-7
2004-09-25 10:12:04.1045,-5.9,-6.9
2004-09-25 10:12:04.1051,-5.8,-7
2004-09-25 10:12:04.1057,-5.8,-6.8
2004-09-25 10:12:04.1062,-5.8,-6.6
2004-09-25 10:12:04.1068,-5.7,-6.5
2004-09-25 10:12:04.1074,-5.6,-6.5
2004-09-25 10:12:04.1080,-5.5,-6.4
2004-09-25 10:12:04.1086,-5.4,-6.5
2004-09-25 10:12:04.1092,-5.4,-6.5
2004-09-25 10:12:04.1098,-5.3,-6.5
2004-09-25 10:12:04.1104,-5.4,-6.6
2004-09-25 10:12:04.1110,-5.5,-6.7
2004-09-25 10:12:04.1116,-5.7,-6.7
2004-09-25 10:12:04.1122,-5.8,-6.7
2004-09-25 10:12:04.1127,-5.9,-6.8
2004-09-25 10:12:04.1133,-5.9,-6.8
2004-09-25 10:12:04.1139,-6,-6.8
2004-09-25 10:12:04.1145,-5.9,-6.8
2004-09-25 10:12:04.1151,-5.9,-6.8
2004-09-25 10:12:04.1157,-5.8,-6.8
2004-09-25 10:12:04.1163,-5.7,-6.8
2004-09-25 10:12:04.1169,-5.6,-6.7
2004-09-25 10:12:04.1175,-5.5,-6.9
2004-09-25 10:12:04.1181,-5.5,-7.1
2004-09-25 10:12:04.1186,-5.6,-7
2004-09-25 10:12:04.1192,-5.6,-7
2004-09-25 10:12:04.1198,-5.6,-7
2004-09-25 10:12:04.1204,-5.5,-7
2004-09-25 10:12:04.1210,-5.4,-7
2004-09-25 10:12:04.1216,-5.3,-6.9
2004-09-25 10:12:04.1222,-5.2,-6.7
2004-09-25 10:12:04.1228,-5.1,-6.6
2004-09-25 10:12:04.1234,-4.9,-6.5
2004-09-25 10:12:04.1240,-4.9,-6.3
2004-09-25 10:12:04.1245,-4.9,-6.3
2004-09-25 10:12:04.1251,-4.8,-6.3
2004-09-25 10:12:04.1257,-4.8,-6.3
2004-09-25 10:12:04.1263,-4.8,-6.3
2004-09-25 10:12:04.1269,-4.8,-6.4
2004-09-25 10:12:04.1275,-4.8,-6.4
2004-09-25 10:12:04.1281,-4.8,-6.3
2004-09-25 10:12:04.1287,-4.8,-6.4
2004-09-25 10:12:04.1293,-4.8,-6.3
2004-09-25 10:12:04.1299,-4.8,-6.3
2004-09-25 10:12:04.1305,-4.8,-6.3
2004-09-25 10:12:04.1310,-4.7,-6.3
2004-09-25 10:12:04.1316,-4.7,-6.3
2004-09-25 10:12:04.1322,-4.7,-6.3
2004-09-25 10:12:04.1328,-4.9,-6.3
2004-09-25 10:12:04.1334,-4.9,-6.4
2004-09-25 10:12:04.1340,-5.1,-6.5
2004-09-25 10:12:04.1346,-5.3,-6.7
2004-09-25 10:12:04.1352,-5.3,-6.7
2004-09-25 10:12:04.1358,-5.5,-6.8
2004-09-25 10:12:04.1364,-5.4,-6.7
2004-09-25 10:12:04.1369,-5.4,-6.8
2004-09-25 10:12:04.1375,-5.5,-6.9
2004-09-25 10:12:04.1381,-5.4,-7
2004-09-25 10:12:04.1387,-5.4,-6.9
2004-09-25 10:12:04.1393,-5.5,-7.1
2004-09-25 10:12:04.1399,-5.6,-7.1
2004-09-25 10:12:04.1405,-5.6,-7.2
2004-09-25 10:12:04.1411,-5.6,-7.3
2004-09-25 10:12:04.1417,-5.5,-7.3
2004-09-25 10:12:04.1423,-5.5,-7.3
2004-09-25 10:12:04.1428,-5.5,-7.4
2004-09-25 10:12:04.1434,-5.5,-7.4
2004-09-25 10:12:04.1440,-5.4,-7.3
2004-09-25 10:12:04.1446,-5.5,-7.2
2004-09-25 10:12:04.1452,-5.4,-7.2
2004-09-25 10:12:04.1458,-5.3,-7.2
2004-09-25 10:12:04.1464,-5.2,-7.2
2004-09-25 10:12:04.1470,-5.1,-7.3
2004-09-25 10:12:04.1476,-5,-7.3
2004-09-25 10:12:04.1482,-4.9,-7.3
2004-09-25 10:12:04.1487,-4.7,-7.3
2004-09-25 10:12:04.1493,-4.6,-7.4
2004-09-25 10:12:04.1499,-4.4,-7.5
