TIME_1,RE_1,LE_1
2003-11-05 12:52:52.0000,0,0
2003-11-05 12:52:52.0006,0,0
2003-11-05 12:52:52.0012,0,0
2003-11-05 12:52:52.0018,0,0
2003-11-05 12:52:52.0024,0,0.1
2003-11-05 12:52:52.0030,0,0.2
2003-11-05 12:52:52.0035,0,0.2
2003-11-05 12:52:52.0041,0.2,0.2
2003-11-05 12:52:52.0047,0.2,0.2
2003-11-05 12:52:52.0053,0.3,0.3
2003-11-05 12:52:52.0059,0.4,0.4
2003-11-05 12:52:52.0065,0.6,0.5
2003-11-05 12:52:52.0071,0.8,0.5
2003-11-05 12:52:52.0077,0.8,0.6
2003-11-05 12:52:52.0083,0.9,0.8
2003-11-05 12:52:52.0089,0.9,0.7
2003-11-05 12:52:52.0094,0.7,0.7
2003-11-05 12:52:52.0100,0.6,0.7
2003-11-05 12:52:52.0106,0.4,0.7
2003-11-05 12:52:52.0112,0.4,0.6
2003-11-05 12:52:52.0118,0.3,0.6
2003-11-05 12:52:52.0124,0.2,0.5
2003-11-05 12:52:52.0130,0.3,0.6
2003-11-05 12:52:52.0136,0.3,0.6
2003-11-05 12:52:52.0142,0.5,0.6
2003-11-05 12:52:52.0148,0.6,0.8
2003-11-05 12:52:52.0153,0.7,0.7
2003-11-05 12:52:52.0159,0.7,0.7
2003-11-05 12:52:52.0165,0.7,0.7
2003-11-05 12:52:52.0171,0.7,0.5
2003-11-05 12:52:52.0177,0.6,0.5
2003-11-05 12:52:52.0183,0.5,0.4
2003-11-05 12:52:52.0189,0.6,0.4
2003-11-05 12:52:52.0195,0.5,0.3
2003-11-05 12:52:52.0201,0.4,0.3
2003-11-05 12:52:52.0207,0.5,0.2
2003-11-05 12:52:52.0212,0.5,0.2
2003-11-05 12:52:52.0218,0.6,0.2
2003-11-05 12:52:52.0224,0.5,0.3
2003-11-05 12:52:52.0230,0.5,0.4
2003-11-05 12:52:52.0236,0.5,0.3
2003-11-05 12:52:52.0242,0.4,0.2
2003-11-05 12:52:52.0248,0.3,0.1
2003-11-05 12:52:52.0254,0.2,0.1
2003-11-05 12:52:52.0260,0,0
2003-11-05 12:52:52.0266,0,0
2003-11-05 12:52:52.0272,0,0
2003-11-05 12:52:52.0277,0.1,0
2003-11-05 12:52:52.0283,0.2,0.1
2003-11-05 12:52:52.0289,0.3,0.2
2003-11-05 12:52:52.0295,0.5,0.3
2003-11-05 12:52:52.0301,0.8,0.4
2003-11-05 12:52:52.0307,1,0.5
2003-11-05 12:52:52.0313,1,0.5
2003-11-05 12:52:52.0319,1.1,0.6
2003-11-05 12:52:52.0325,1.1,0.6
2003-11-05 12:52:52.0331,1.1,0.7
2003-11-05 12:52:52.0336,1.1,0.9
2003-11-05 12:52:52.0342,1.1,1
2003-11-05 12:52:52.0348,1.1,1.2
2003-11-05 12:52:52.0354,1.3,1.4
2003-11-05 12:52:52.0360,1.4,1.5
2003-11-05 12:52:52.0366,1.5,1.7
2003-11-05 12:52:52.0372,1.7,1.8
2003-11-05 12:52:52.0378,1.8,1.9
2003-11-05 12:52:52.0384,1.8,1.9
2003-11-05 12:52:52.0390,2,2
2003-11-05 12:52:52.0395,2.1,2.1
2003-11-05 12:52:52.0401,2.2,2.1
2003-11-05 12:52:52.0407,2.5,2.3
2003-11-05 12:52:52.0413,2.7,2.5
2003-11-05 12:52:52.0419,3,2.7
2003-11-05 12:52:52.0425,3.1,2.8
2003-11-05 12:52:52.0431,3.2,2.9
2003-11-05 12:52:52.0437,3.2,3
2003-11-05 12:52:52.0443,3.2,3.1
2003-11-05 12:52:52.0449,3.1,3.1
2003-11-05 12:52:52.0455,3.1,3.2
2003-11-05 12:52:52.0460,3,3.2
2003-11-05 12:52:52.0466,3.2,3.3
2003-11-05 12:52:52.0472,3.2,3.5
2003-11-05 12:52:52.0478,3.3,3.7
2003-11-05 12:52:52.0484,3.5,3.9
2003-11-05 12:52:52.0490,3.7,4.1
2003-11-05 12:52:52.0496,3.8,4.1
2003-11-05 12:52:52.0502,3.8,4.2
2003-11-05 12:52:52.0508,3.8,4.1
2003-11-05 12:52:52.0514,3.6,4
2003-11-05 12:52:52.0519,3.5,3.8
2003-11-05 12:52:52.0525,3.3,3.6
2003-11-05 12:52:52.0531,3.2,3.5
2003-11-05 12:52:52.0537,3.1,3.3
2003-11-05 12:52:52.0543,3.1,3.1
2003-11-05 12:52:52.0549,3,2.9
2003-11-05 12:52:52.0555,3,2.8
2003-11-05 12:52:52.0561,2.9,2.6
2003-11-05 12:52:52.0567,2.8,2.4
2003-11-05 12:52:52.0573,2.7,2.1
2003-11-05 12:52:52.0578,2.6,2.1
2003-11-05 12:52:52.0584,2.4,1.8
2003-11-05 12:52:52.0590,2.2,1.5
2003-11-05 12:52:52.0596,2.1,1.4
2003-11-05 12:52:52.0602,2,1.4
2003-11-05 12:52:52.0608,1.9,1.4
2003-11-05 12:52:52.0614,1.9,1.3
2003-11-05 12:52:52.0620,1.8,1.3
2003-11-05 12:52:52.0626,1.8,1.2
2003-11-05 12:52:52.0632,1.9,1.1
2003-11-05 12:52:52.0637,1.9,1.1
2003-11-05 12:52:52.0643,1.8,0.9
2003-11-05 12:52:52.0649,1.6,0.9
2003-11-05 12:52:52.0655,1.6,0.8
2003-11-05 12:52:52.0661,1.6,0.7
2003-11-05 12:52:52.0667,1.6,0.5
2003-11-05 12:52:52.0673,1.4,0.2
2003-11-05 12:52:52.0679,1.2,0.1
2003-11-05 12:52:52.0685,1.1,0
2003-11-05 12:52:52.0691,1,-0.1
2003-11-05 12:52:52.0697,0.8,-0.2
2003-11-05 12:52:52.0702,0.8,-0.3
2003-11-05 12:52:52.0708,0.7,-0.4
2003-11-05 12:52:52.0714,0.5,-0.5
2003-11-05 12:52:52.0720,0.3,-0.7
2003-11-05 12:52:52.0726,0.1,-0.9
2003-11-05 12:52:52.0732,0,-1
