TIME_1,RE_1,LE_1
2003-02-26 10:26:13.0000,0,0
2003-02-26 10:26:13.0006,0,0
2003-02-26 10:26:13.0012,-0.1,0
2003-02-26 10:26:13.0018,-0.3,0
2003-02-26 10:26:13.0024,-0.6,0
2003-02-26 10:26:13.0030,-0.7,0.1
2003-02-26 10:26:13.0035,-0.9,0.2
2003-02-26 10:26:13.0041,-1,0.3
2003-02-26 10:26:13.0047,-1,0.6
2003-02-26 10:26:13.0053,-1,0.8
2003-02-26 10:26:13.0059,-0.8,1
2003-02-26 10:26:13.0065,-0.7,1.1
2003-02-26 10:26:13.0071,-0.9,1
2003-02-26 10:26:13.0077,-1.1,1
2003-02-26 10:26:13.0083,-1.4,0.7
2003-02-26 10:26:13.0089,-1.7,0.5
2003-02-26 10:26:13.0094,-2.1,0.4
2003-02-26 10:26:13.0100,-2.3,0.3
2003-02-26 10:26:13.0106,-2.5,0.3
2003-02-26 10:26:13.0112,-2.7,0.4
2003-02-26 10:26:13.0118,-2.8,0.5
2003-02-26 10:26:13.0124,-2.9,0.8
2003-02-26 10:26:13.0130,-3.1,0.8
2003-02-26 10:26:13.0136,-3.3,0.7
2003-02-26 10:26:13.0142,-3.5,0.7
2003-02-26 10:26:13.0148,-3.6,0.6
2003-02-26 10:26:13.0153,-3.9,0.5
2003-02-26 10:26:13.0159,-4.1,0.5
2003-02-26 10:26:13.0165,-4.3,0.6
2003-02-26 10:26:13.0171,-4.4,0.8
2003-02-26 10:26:13.0177,-4.6,1.1
2003-02-26 10:26:13.0183,-4.6,1.5
2003-02-26 10:26:13.0189,-4.5,1.8
2003-02-26 10:26:13.0195,-4.5,2.1
2003-02-26 10:26:13.0201,-4.5,2.2
2003-02-26 10:26:13.0207,-4.6,2.1
2003-02-26 10:26:13.0212,-4.8,2.1
2003-02-26 10:26:13.0218,-5,2.1
2003-02-26 10:26:13.0224,-5.3,2
2003-02-26 10:26:13.0230,-5.7,2
2003-02-26 10:26:13.0236,-5.7,2.1
2003-02-26 10:26:13.0242,-5.9,2.2
2003-02-26 10:26:13.0248,-6,2.4
2003-02-26 10:26:13.0254,-5.9,2.8
2003-02-26 10:26:13.0260,-6,3
2003-02-26 10:26:13.0266,-6.1,3
2003-02-26 10:26:13.0272,-6.2,3.1
2003-02-26 10:26:13.0277,-6.3,3
2003-02-26 10:26:13.0283,-6.4,2.9
2003-02-26 10:26:13.0289,-6.6,2.7
2003-02-26 10:26:13.0295,-6.6,2.7
2003-02-26 10:26:13.0301,-6.7,2.6
2003-02-26 10:26:13.0307,-6.8,2.7
2003-02-26 10:26:13.0313,-6.9,3
