TIME_1,RE_1,LE_1
2004-10-26 10:03:08.0000,0,0
2004-10-26 10:03:08.0006,0,0
2004-10-26 10:03:08.0012,-0.1,0
2004-10-26 10:03:08.0018,0,0
2004-10-26 10:03:08.0024,0.1,0.2
2004-10-26 10:03:08.0030,0.3,0.5
2004-10-26 10:03:08.0035,0.4,0.6
2004-10-26 10:03:08.0041,0.5,0.7
2004-10-26 10:03:08.0047,0.6,0.8
2004-10-26 10:03:08.0053,0.7,0.8
2004-10-26 10:03:08.0059,0.7,0.8
2004-10-26 10:03:08.0065,0.9,0.7
2004-10-26 10:03:08.0071,0.9,0.7
2004-10-26 10:03:08.0077,0.8,0.7
2004-10-26 10:03:08.0083,0.8,0.7
2004-10-26 10:03:08.0089,0.5,0.6
2004-10-26 10:03:08.0094,0.3,0.7
2004-10-26 10:03:08.0100,0.3,0.8
2004-10-26 10:03:08.0106,0.3,0.9
2004-10-26 10:03:08.0112,0.1,0.9
2004-10-26 10:03:08.0118,0,1
2004-10-26 10:03:08.0124,0,1
2004-10-26 10:03:08.0130,0.2,0.9
2004-10-26 10:03:08.0136,0.5,1
2004-10-26 10:03:08.0142,1,0.9
2004-10-26 10:03:08.0148,1.3,1
2004-10-26 10:03:08.0153,1.5,1
2004-10-26 10:03:08.0159,1.4,1
2004-10-26 10:03:08.0165,1.3,1
2004-10-26 10:03:08.0171,0.9,0.9
2004-10-26 10:03:08.0177,0.5,0.8
2004-10-26 10:03:08.0183,0.1,0.7
2004-10-26 10:03:08.0189,-0.1,0.6
2004-10-26 10:03:08.0195,-0.3,0.5
2004-10-26 10:03:08.0201,-0.5,0.6
2004-10-26 10:03:08.0207,-0.6,0.5
2004-10-26 10:03:08.0212,-0.8,0.4
2004-10-26 10:03:08.0218,-0.9,0.3
2004-10-26 10:03:08.0224,-1,0.2
2004-10-26 10:03:08.0230,-1,0.1
2004-10-26 10:03:08.0236,-1,0
2004-10-26 10:03:08.0242,-1,0
2004-10-26 10:03:08.0248,-1.1,-0.2
2004-10-26 10:03:08.0254,-1.3,-0.3
2004-10-26 10:03:08.0260,-1.4,-0.6
2004-10-26 10:03:08.0266,-1.7,-0.7
2004-10-26 10:03:08.0272,-1.7,-0.9
2004-10-26 10:03:08.0277,-1.7,-0.9
2004-10-26 10:03:08.0283,-1.5,-0.9
2004-10-26 10:03:08.0289,-1.2,-0.8
2004-10-26 10:03:08.0295,-0.9,-0.6
2004-10-26 10:03:08.0301,-0.7,-0.3
2004-10-26 10:03:08.0307,-0.6,0
2004-10-26 10:03:08.0313,-0.5,0
2004-10-26 10:03:08.0319,-0.4,0.2
2004-10-26 10:03:08.0325,-0.3,0.4
2004-10-26 10:03:08.0331,-0.2,0.5
2004-10-26 10:03:08.0336,-0.2,0.6
2004-10-26 10:03:08.0342,0,0.8
2004-10-26 10:03:08.0348,0,1.1
2004-10-26 10:03:08.0354,0.1,1.3
2004-10-26 10:03:08.0360,0.2,1.5
2004-10-26 10:03:08.0366,0.4,1.7
2004-10-26 10:03:08.0372,0.6,1.7
2004-10-26 10:03:08.0378,0.9,1.9
2004-10-26 10:03:08.0384,1.1,1.9
2004-10-26 10:03:08.0390,1.2,1.9
2004-10-26 10:03:08.0395,1.4,2
2004-10-26 10:03:08.0401,1.5,2.1
2004-10-26 10:03:08.0407,1.7,2.1
2004-10-26 10:03:08.0413,1.9,2.2
2004-10-26 10:03:08.0419,2.1,2.3
2004-10-26 10:03:08.0425,2.3,2.4
