TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2
2008-10-21 10:47:04.0000,0,0,2008-10-21 10:51:13.0000,0,0
2008-10-21 10:47:04.0006,-0.2,0.3,2008-10-21 10:51:13.0006,-0.1,0.1
2008-10-21 10:47:04.0012,-0.6,0.4,2008-10-21 10:51:13.0012,-0.4,0.2
2008-10-21 10:47:04.0018,-0.7,0.4,2008-10-21 10:51:13.0018,-0.5,0.4
2008-10-21 10:47:04.0024,-0.8,0.4,2008-10-21 10:51:13.0024,-0.5,0.5
2008-10-21 10:47:04.0030,-0.6,0.4,2008-10-21 10:51:13.0030,-0.5,0.7
2008-10-21 10:47:04.0035,-0.3,0.3,2008-10-21 10:51:13.0035,-0.5,0.8
2008-10-21 10:47:04.0041,0,0.4,2008-10-21 10:51:13.0041,-0.3,0.9
2008-10-21 10:47:04.0047,0.2,0.4,2008-10-21 10:51:13.0047,-0.2,0.9
2008-10-21 10:47:04.0053,0.4,0.4,2008-10-21 10:51:13.0053,-0.1,1
2008-10-21 10:47:04.0059,0.5,0.4,2008-10-21 10:51:13.0059,0,1
2008-10-21 10:47:04.0065,0.6,0.4,2008-10-21 10:51:13.0065,0,0.9
2008-10-21 10:47:04.0071,0.7,0.4,2008-10-21 10:51:13.0071,0,0.8
2008-10-21 10:47:04.0077,0.8,0.5,2008-10-21 10:51:13.0077,0,0.8
2008-10-21 10:47:04.0083,1,0.6,2008-10-21 10:51:13.0083,0,0.8
2008-10-21 10:47:04.0089,1.1,0.7,2008-10-21 10:51:13.0089,0,0.8
2008-10-21 10:47:04.0094,0.9,0.9,2008-10-21 10:51:13.0094,-0.2,0.9
2008-10-21 10:47:04.0100,1,0.9,2008-10-21 10:51:13.0100,-0.3,0.8
2008-10-21 10:47:04.0106,1,1.1,2008-10-21 10:51:13.0106,-0.3,0.9
2008-10-21 10:47:04.0112,1.1,1.1,2008-10-21 10:51:13.0112,-0.2,0.8
2008-10-21 10:47:04.0118,1.3,1.2,2008-10-21 10:51:13.0118,0,0.9
2008-10-21 10:47:04.0124,1.4,1.3,2008-10-21 10:51:13.0124,0,0.9
2008-10-21 10:47:04.0130,1.6,1.3,2008-10-21 10:51:13.0130,0,1
2008-10-21 10:47:04.0136,1.6,1.4,2008-10-21 10:51:13.0136,0.1,0.9
2008-10-21 10:47:04.0142,1.5,1.5,2008-10-21 10:51:13.0142,0.1,0.9
2008-10-21 10:47:04.0148,1.5,1.5,2008-10-21 10:51:13.0148,0.1,0.9
2008-10-21 10:47:04.0153,1.5,1.5,2008-10-21 10:51:13.0153,0.1,0.8
2008-10-21 10:47:04.0159,1.3,1.4,2008-10-21 10:51:13.0159,0,0.8
2008-10-21 10:47:04.0165,1.1,1.3,2008-10-21 10:51:13.0165,-0.1,0.9
2008-10-21 10:47:04.0171,0.9,1.4,2008-10-21 10:51:13.0171,-0.3,0.8
2008-10-21 10:47:04.0177,0.4,1.3,2008-10-21 10:51:13.0177,-0.6,0.8
2008-10-21 10:47:04.0183,0.1,1.2,2008-10-21 10:51:13.0183,-0.7,0.7
2008-10-21 10:47:04.0189,0,1.1,2008-10-21 10:51:13.0189,-0.8,0.6
2008-10-21 10:47:04.0195,-0.2,1.1,2008-10-21 10:51:13.0195,-0.8,0.5
2008-10-21 10:47:04.0201,-0.2,0.9,2008-10-21 10:51:13.0201,-0.7,0.5
2008-10-21 10:47:04.0207,-0.3,0.8,2008-10-21 10:51:13.0207,-0.6,0.3
2008-10-21 10:47:04.0212,-0.4,0.5,2008-10-21 10:51:13.0212,-0.5,0.4
