TIME_1,RE_1,LE_1
2003-05-02 12:11:58.0000,0,0
2003-05-02 12:11:58.0006,0,0.1
2003-05-02 12:11:58.0012,0,0.2
2003-05-02 12:11:58.0018,0,0.3
2003-05-02 12:11:58.0024,0,0.3
2003-05-02 12:11:58.0030,0,0.4
2003-05-02 12:11:58.0035,0,0.4
2003-05-02 12:11:58.0041,0,0.4
2003-05-02 12:11:58.0047,0,0.4
2003-05-02 12:11:58.0053,0.1,0.5
2003-05-02 12:11:58.0059,0.1,0.6
2003-05-02 12:11:58.0065,0.2,0.6
2003-05-02 12:11:58.0071,0.3,0.7
2003-05-02 12:11:58.0077,0.3,0.7
2003-05-02 12:11:58.0083,0.4,0.8
2003-05-02 12:11:58.0089,0.4,0.9
2003-05-02 12:11:58.0094,0.3,1
2003-05-02 12:11:58.0100,0.4,1.1
2003-05-02 12:11:58.0106,0.4,1.1
2003-05-02 12:11:58.0112,0.5,1.2
2003-05-02 12:11:58.0118,0.6,1.3
2003-05-02 12:11:58.0124,0.7,1.3
2003-05-02 12:11:58.0130,0.7,1.4
2003-05-02 12:11:58.0136,0.8,1.4
2003-05-02 12:11:58.0142,0.8,1.4
2003-05-02 12:11:58.0148,0.8,1.4
2003-05-02 12:11:58.0153,0.8,1.4
2003-05-02 12:11:58.0159,0.9,1.4
2003-05-02 12:11:58.0165,0.9,1.5
2003-05-02 12:11:58.0171,0.9,1.6
2003-05-02 12:11:58.0177,0.9,1.7
2003-05-02 12:11:58.0183,0.9,1.8
2003-05-02 12:11:58.0189,0.9,1.9
2003-05-02 12:11:58.0195,0.9,1.9
2003-05-02 12:11:58.0201,1,1.9
2003-05-02 12:11:58.0207,1,1.9
2003-05-02 12:11:58.0212,1,2
2003-05-02 12:11:58.0218,1,2
2003-05-02 12:11:58.0224,1,2
2003-05-02 12:11:58.0230,1,2
2003-05-02 12:11:58.0236,1,2
2003-05-02 12:11:58.0242,1,2
2003-05-02 12:11:58.0248,1,2
2003-05-02 12:11:58.0254,1,2.1
2003-05-02 12:11:58.0260,0.9,2.1
2003-05-02 12:11:58.0266,0.9,2.1
2003-05-02 12:11:58.0272,1,2.1
2003-05-02 12:11:58.0277,1,2.1
2003-05-02 12:11:58.0283,1.1,2.2
2003-05-02 12:11:58.0289,1.2,2.2
2003-05-02 12:11:58.0295,1.3,2.3
2003-05-02 12:11:58.0301,1.3,2.3
2003-05-02 12:11:58.0307,1.5,2.4
2003-05-02 12:11:58.0313,1.6,2.6
2003-05-02 12:11:58.0319,1.7,2.7
2003-05-02 12:11:58.0325,1.9,2.7
2003-05-02 12:11:58.0331,2,2.8
2003-05-02 12:11:58.0336,2.1,3
2003-05-02 12:11:58.0342,2.1,3.1
2003-05-02 12:11:58.0348,2.1,3.3
2003-05-02 12:11:58.0354,2.2,3.4
2003-05-02 12:11:58.0360,2.3,3.5
2003-05-02 12:11:58.0366,2.4,3.7
2003-05-02 12:11:58.0372,2.5,3.8
2003-05-02 12:11:58.0378,2.7,3.9
2003-05-02 12:11:58.0384,2.8,4.1
2003-05-02 12:11:58.0390,3,4.2
2003-05-02 12:11:58.0395,3.2,4.3
2003-05-02 12:11:58.0401,3.3,4.5
2003-05-02 12:11:58.0407,3.4,4.6
