TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2
2022-01-19 14:10:36.0000,0,0,2022-01-19 14:12:53.0000,0,0
2022-01-19 14:10:36.0006,0.1,-0.1,2022-01-19 14:12:53.0006,0.1,-0.3
2022-01-19 14:10:36.0012,0,-0.3,2022-01-19 14:12:53.0012,0,-0.5
2022-01-19 14:10:36.0018,0.1,-0.1,2022-01-19 14:12:53.0018,0,-0.5
2022-01-19 14:10:36.0024,0.4,0,2022-01-19 14:12:53.0024,0.1,-0.2
2022-01-19 14:10:36.0030,0.5,0.3,2022-01-19 14:12:53.0030,0.4,0
2022-01-19 14:10:36.0035,0.6,0.7,2022-01-19 14:12:53.0035,0.6,0.2
2022-01-19 14:10:36.0041,0.7,1,2022-01-19 14:12:53.0041,0.6,0.4
2022-01-19 14:10:36.0047,0.9,1.1,2022-01-19 14:12:53.0047,0.6,0.4
2022-01-19 14:10:36.0053,1.2,1.3,2022-01-19 14:12:53.0053,0.6,0.5
2022-01-19 14:10:36.0059,1.3,1.3,2022-01-19 14:12:53.0059,0.6,0.4
2022-01-19 14:10:36.0065,1.4,1.1,2022-01-19 14:12:53.0065,0.6,0.3
2022-01-19 14:10:36.0071,1.5,0.9,2022-01-19 14:12:53.0071,0.7,0.1
2022-01-19 14:10:36.0077,1.6,0.7,2022-01-19 14:12:53.0077,0.6,-0.1
2022-01-19 14:10:36.0083,1.6,0.6,2022-01-19 14:12:53.0083,0.7,-0.1
2022-01-19 14:10:36.0089,1.5,0.3,2022-01-19 14:12:53.0089,0.8,-0.4
2022-01-19 14:10:36.0094,1,0,2022-01-19 14:12:53.0094,0.6,-0.5
2022-01-19 14:10:36.0100,0.5,0.1,2022-01-19 14:12:53.0100,0.6,-0.6
2022-01-19 14:10:36.0106,0.3,0.1,2022-01-19 14:12:53.0106,0.5,-0.6
2022-01-19 14:10:36.0112,0.1,0.3,2022-01-19 14:12:53.0112,0.6,-0.5
2022-01-19 14:10:36.0118,0,0.3,2022-01-19 14:12:53.0118,0.7,-0.4
2022-01-19 14:10:36.0124,0,0.5,2022-01-19 14:12:53.0124,0.8,-0.6
2022-01-19 14:10:36.0130,0,0.6,2022-01-19 14:12:53.0130,0.8,-0.6
2022-01-19 14:10:36.0136,-0.1,0.9,2022-01-19 14:12:53.0136,0.9,-0.6
2022-01-19 14:10:36.0142,-0.2,1.3,2022-01-19 14:12:53.0142,1,-0.6
2022-01-19 14:10:36.0148,-0.4,1.6,2022-01-19 14:12:53.0148,1,-0.8
2022-01-19 14:10:36.0153,-0.5,1.8,2022-01-19 14:12:53.0153,1,-0.8
2022-01-19 14:10:36.0159,-0.6,1.9,2022-01-19 14:12:53.0159,0.8,-0.9
2022-01-19 14:10:36.0165,-0.6,2,2022-01-19 14:12:53.0165,0.7,-0.8
2022-01-19 14:10:36.0171,-0.5,1.9,2022-01-19 14:12:53.0171,0.5,-0.8
2022-01-19 14:10:36.0177,-0.6,1.7,2022-01-19 14:12:53.0177,0.2,-0.9
2022-01-19 14:10:36.0183,-0.6,1.8,2022-01-19 14:12:53.0183,0.1,-1
2022-01-19 14:10:36.0189,-0.6,1.9,2022-01-19 14:12:53.0189,0.1,-1.1
2022-01-19 14:10:36.0195,-0.5,2,2022-01-19 14:12:53.0195,0,-1.2
2022-01-19 14:10:36.0201,-0.3,2,2022-01-19 14:12:53.0201,0.1,-1.3
2022-01-19 14:10:36.0207,0,1.8,2022-01-19 14:12:53.0207,0.1,-1.2
2022-01-19 14:10:36.0212,0.1,1.7,2022-01-19 14:12:53.0212,0,-1.2
2022-01-19 14:10:36.0218,0.3,1.3,2022-01-19 14:12:53.0218,0,-1.1
2022-01-19 14:10:36.0224,0.5,1.1,2022-01-19 14:12:53.0224,0,-0.9
2022-01-19 14:10:36.0230,0.5,0.8,2022-01-19 14:12:53.0230,0.1,-0.7
2022-01-19 14:10:36.0236,0.6,0.5,2022-01-19 14:12:53.0236,0.2,-0.7
2022-01-19 14:10:36.0242,0.6,0.3,2022-01-19 14:12:53.0242,0.3,-0.8
2022-01-19 14:10:36.0248,0.6,0.2,2022-01-19 14:12:53.0248,0.3,-1
2022-01-19 14:10:36.0254,0.7,0,2022-01-19 14:12:53.0254,0.3,-1.1
2022-01-19 14:10:36.0260,0.4,-0.2,2022-01-19 14:12:53.0260,0.1,-1.4
2022-01-19 14:10:36.0266,0.4,-0.3,2022-01-19 14:12:53.0266,0.1,-1.5
2022-01-19 14:10:36.0272,0.4,-0.4,2022-01-19 14:12:53.0272,0,-1.7
2022-01-19 14:10:36.0277,0.5,-0.4,2022-01-19 14:12:53.0277,-0.2,-1.9
