TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4,TIME_5,RE_5,LE_5
2003-08-15 12:07:34.1045,-2.4,-4,2003-08-15 12:09:03.1045,-2.1,-4.1,2003-08-15 12:11:51.1045,-3.4,-2.4,2003-08-15 12:14:20.1045,-0.8,-0.7,2003-08-15 12:15:27.1045,-2.9,-2.8
2003-08-15 12:07:34.1051,-2.4,-4.1,2003-08-15 12:09:03.1051,-2,-4.1,2003-08-15 12:11:51.1051,-3.4,-2.4,2003-08-15 12:14:20.1051,-0.8,-0.7,2003-08-15 12:15:27.1051,-2.9,-2.5
2003-08-15 12:07:34.1057,-2.4,-4.1,2003-08-15 12:09:03.1057,-1.9,-4.1,2003-08-15 12:11:51.1057,-3.5,-2.3,2003-08-15 12:14:20.1057,-0.7,-0.6,2003-08-15 12:15:27.1057,-3,-2.5
2003-08-15 12:07:34.1062,-2.3,-4.1,2003-08-15 12:09:03.1062,-2,-4.2,2003-08-15 12:11:51.1062,-3.4,-2.1,2003-08-15 12:14:20.1062,-0.6,-0.7,2003-08-15 12:15:27.1062,-2.9,-2.4
2003-08-15 12:07:34.1068,-2.3,-4.2,2003-08-15 12:09:03.1068,-1.9,-4.1,2003-08-15 12:11:51.1068,-3.3,-2.1,2003-08-15 12:14:20.1068,-0.7,-0.5,2003-08-15 12:15:27.1068,-2.9,-2.3
2003-08-15 12:07:34.1074,-2.1,-4.2,2003-08-15 12:09:03.1074,-1.9,-4.2,2003-08-15 12:11:51.1074,-3.2,-2.1,2003-08-15 12:14:20.1074,-0.6,-0.4,2003-08-15 12:15:27.1074,-2.8,-2.2
2003-08-15 12:07:34.1080,-2,-4.2,2003-08-15 12:09:03.1080,-1.8,-4.2,2003-08-15 12:11:51.1080,-3.1,-2.2,2003-08-15 12:14:20.1080,-0.6,-0.2,2003-08-15 12:15:27.1080,-2.6,-2.2
2003-08-15 12:07:34.1086,-2.1,-4.2,2003-08-15 12:09:03.1086,-1.5,-4.2,2003-08-15 12:11:51.1086,-3.1,-2.3,2003-08-15 12:14:20.1086,-0.7,-0.1,2003-08-15 12:15:27.1086,-2.6,-2.1
2003-08-15 12:07:34.1092,-2.2,-4.2,2003-08-15 12:09:03.1092,-1.4,-4.1,2003-08-15 12:11:51.1092,-3.3,-2.5,2003-08-15 12:14:20.1092,-0.8,0,2003-08-15 12:15:27.1092,-2.6,-2.1
2003-08-15 12:07:34.1098,-2.1,-4.2,2003-08-15 12:09:03.1098,-1.5,-3.8,2003-08-15 12:11:51.1098,-3.4,-2.7,2003-08-15 12:14:20.1098,-0.8,-0.1,2003-08-15 12:15:27.1098,-2.7,-2.2
2003-08-15 12:07:34.1104,-2.2,-4.1,2003-08-15 12:09:03.1104,-1.5,-3.7,2003-08-15 12:11:51.1104,-3.4,-2.8,2003-08-15 12:14:20.1104,-0.8,0,2003-08-15 12:15:27.1104,-2.8,-2.2
2003-08-15 12:07:34.1110,-2.1,-4.1,2003-08-15 12:09:03.1110,-1.7,-3.4,2003-08-15 12:11:51.1110,-3.4,-2.9,2003-08-15 12:14:20.1110,-0.7,-0.1,2003-08-15 12:15:27.1110,-2.8,-2.2
2003-08-15 12:07:34.1116,-2,-4.2,2003-08-15 12:09:03.1116,-1.7,-3.3,2003-08-15 12:11:51.1116,-3.2,-2.9,2003-08-15 12:14:20.1116,-0.7,0,2003-08-15 12:15:27.1116,-2.8,-2.1
2003-08-15 12:07:34.1122,-1.7,-4.1,2003-08-15 12:09:03.1122,-1.7,-3.1,2003-08-15 12:11:51.1122,-3.1,-3.1,2003-08-15 12:14:20.1122,-0.5,0,2003-08-15 12:15:27.1122,-2.6,-2.1
2003-08-15 12:07:34.1127,-1.3,-3.9,2003-08-15 12:09:03.1127,-1.8,-3,2003-08-15 12:11:51.1127,-3.1,-3.1,2003-08-15 12:14:20.1127,-0.5,0,2003-08-15 12:15:27.1127,-2.5,-2.2
2003-08-15 12:07:34.1133,-1,-3.8,2003-08-15 12:09:03.1133,-1.8,-3,2003-08-15 12:11:51.1133,-3.1,-3.1,2003-08-15 12:14:20.1133,-0.4,0,2003-08-15 12:15:27.1133,-2.4,-2.2
2003-08-15 12:07:34.1139,-0.8,-3.6,2003-08-15 12:09:03.1139,-1.6,-3.1,2003-08-15 12:11:51.1139,-3.3,-2.9,2003-08-15 12:14:20.1139,-0.3,0,2003-08-15 12:15:27.1139,-2.2,-2.2
2003-08-15 12:07:34.1145,-0.7,-3.5,2003-08-15 12:09:03.1145,-1.4,-3,2003-08-15 12:11:51.1145,-3.3,-2.7,2003-08-15 12:14:20.1145,-0.4,0,2003-08-15 12:15:27.1145,-2.1,-2.1
2003-08-15 12:07:34.1151,-0.7,-3.3,2003-08-15 12:09:03.1151,-1.3,-2.9,2003-08-15 12:11:51.1151,-3.4,-2.4,2003-08-15 12:14:20.1151,-0.2,-0.1,2003-08-15 12:15:27.1151,-2.1,-2.1
2003-08-15 12:07:34.1157,-0.7,-3.3,2003-08-15 12:09:03.1157,-1.5,-2.9,2003-08-15 12:11:51.1157,-3.5,-2.1,2003-08-15 12:14:20.1157,-0.2,-0.1,2003-08-15 12:15:27.1157,-2,-2.1
2003-08-15 12:07:34.1163,-0.9,-3.2,2003-08-15 12:09:03.1163,-1.6,-3,2003-08-15 12:11:51.1163,-3.7,-1.9,2003-08-15 12:14:20.1163,-0.1,0,2003-08-15 12:15:27.1163,-2.1,-1.9
2003-08-15 12:07:34.1169,-1.4,-3.3,2003-08-15 12:09:03.1169,-2,-3,2003-08-15 12:11:51.1169,-3.7,-1.7,2003-08-15 12:14:20.1169,-0.1,-0.1,2003-08-15 12:15:27.1169,-2.1,-2
2003-08-15 12:07:34.1175,-1.8,-3.4,2003-08-15 12:09:03.1175,-2.2,-3.2,2003-08-15 12:11:51.1175,-3.9,-1.8,2003-08-15 12:14:20.1175,-0.2,-0.2,2003-08-15 12:15:27.1175,-2.3,-2.1
2003-08-15 12:07:34.1181,-2.2,-3.5,2003-08-15 12:09:03.1181,-2.3,-3.3,2003-08-15 12:11:51.1181,-3.9,-1.9,2003-08-15 12:14:20.1181,-0.3,-0.2,2003-08-15 12:15:27.1181,-2.5,-2.1
2003-08-15 12:07:34.1186,-2.4,-3.4,2003-08-15 12:09:03.1186,-2.2,-3.3,2003-08-15 12:11:51.1186,-3.7,-1.9,2003-08-15 12:14:20.1186,-0.4,0,2003-08-15 12:15:27.1186,-2.5,-2.1
2003-08-15 12:07:34.1192,-2.2,-3.1,2003-08-15 12:09:03.1192,-1.9,-3.3,2003-08-15 12:11:51.1192,-3.2,-1.9,2003-08-15 12:14:20.1192,-0.3,0,2003-08-15 12:15:27.1192,-2.7,-2
2003-08-15 12:07:34.1198,-2,-3,2003-08-15 12:09:03.1198,-1.5,-3.3,2003-08-15 12:11:51.1198,-3,-1.8,2003-08-15 12:14:20.1198,-0.2,0.3,2003-08-15 12:15:27.1198,-2.5,-2
2003-08-15 12:07:34.1204,-1.5,-2.9,2003-08-15 12:09:03.1204,-1.1,-3.3,2003-08-15 12:11:51.1204,-2.7,-1.7,2003-08-15 12:14:20.1204,-0.2,0.6,2003-08-15 12:15:27.1204,-2.6,-1.9
2003-08-15 12:07:34.1210,-1.2,-2.8,2003-08-15 12:09:03.1210,-0.9,-3.2,2003-08-15 12:11:51.1210,-2.4,-1.5,2003-08-15 12:14:20.1210,0,0.6,2003-08-15 12:15:27.1210,-2.5,-1.8
2003-08-15 12:07:34.1216,-1.1,-2.9,2003-08-15 12:09:03.1216,-0.7,-3.2,2003-08-15 12:11:51.1216,-2.3,-1.5,2003-08-15 12:14:20.1216,0,0.7,2003-08-15 12:15:27.1216,-2.4,-1.7
2003-08-15 12:07:34.1222,-1.2,-2.9,2003-08-15 12:09:03.1222,-0.7,-3.3,2003-08-15 12:11:51.1222,-2.4,-1.4,2003-08-15 12:14:20.1222,-0.1,0.8,2003-08-15 12:15:27.1222,-2.3,-1.6
2003-08-15 12:07:34.1228,-1.4,-2.9,2003-08-15 12:09:03.1228,-0.5,-3.4,2003-08-15 12:11:51.1228,-2.6,-1.3,2003-08-15 12:14:20.1228,0,0.7,2003-08-15 12:15:27.1228,-2.2,-1.6
2003-08-15 12:07:34.1234,-1.8,-2.9,2003-08-15 12:09:03.1234,-0.3,-3.5,2003-08-15 12:11:51.1234,-2.9,-1.3,2003-08-15 12:14:20.1234,0,0.6,2003-08-15 12:15:27.1234,-2.1,-1.5
2003-08-15 12:07:34.1240,-2,-2.8,2003-08-15 12:09:03.1240,-0.2,-3.3,2003-08-15 12:11:51.1240,-3.1,-1.3,2003-08-15 12:14:20.1240,0,0.3,2003-08-15 12:15:27.1240,-2.1,-1.6
2003-08-15 12:07:34.1245,-2.1,-2.8,2003-08-15 12:09:03.1245,-0.2,-3.1,2003-08-15 12:11:51.1245,-3.5,-1.3,2003-08-15 12:14:20.1245,0.2,0.3,2003-08-15 12:15:27.1245,-2.1,-1.5
2003-08-15 12:07:34.1251,-1.9,-2.7,2003-08-15 12:09:03.1251,-0.4,-3,2003-08-15 12:11:51.1251,-3.9,-1.4,2003-08-15 12:14:20.1251,0.4,0.3,2003-08-15 12:15:27.1251,-2.1,-1.5
2003-08-15 12:07:34.1257,-1.4,-2.8,2003-08-15 12:09:03.1257,-0.8,-2.9,2003-08-15 12:11:51.1257,-4.3,-1.6,2003-08-15 12:14:20.1257,0.5,0.3,2003-08-15 12:15:27.1257,-2.1,-1.7
2003-08-15 12:07:34.1263,-0.9,-2.8,2003-08-15 12:09:03.1263,-1.3,-3,2003-08-15 12:11:51.1263,-4.6,-1.8,2003-08-15 12:14:20.1263,0.6,0.5,2003-08-15 12:15:27.1263,-2.1,-1.7
2003-08-15 12:07:34.1269,-0.3,-2.7,2003-08-15 12:09:03.1269,-1.5,-3.1,2003-08-15 12:11:51.1269,-4.7,-2,2003-08-15 12:14:20.1269,0.5,0.7,2003-08-15 12:15:27.1269,-2.1,-1.6
2003-08-15 12:07:34.1275,0,-2.6,2003-08-15 12:09:03.1275,-1.7,-3.1,2003-08-15 12:11:51.1275,-4.6,-2.1,2003-08-15 12:14:20.1275,0.4,0.8,2003-08-15 12:15:27.1275,-2,-1.5
2003-08-15 12:07:34.1281,0.1,-2.7,2003-08-15 12:09:03.1281,-1.7,-3,2003-08-15 12:11:51.1281,-4.6,-2.1,2003-08-15 12:14:20.1281,0.3,0.9,2003-08-15 12:15:27.1281,-2.1,-1.5
2003-08-15 12:07:34.1287,0,-2.6,2003-08-15 12:09:03.1287,-1.7,-2.8,2003-08-15 12:11:51.1287,-4.7,-2.1,2003-08-15 12:14:20.1287,0.2,1,2003-08-15 12:15:27.1287,-2.1,-1.3
2003-08-15 12:07:34.1293,-0.1,-2.6,2003-08-15 12:09:03.1293,-1.5,-2.6,2003-08-15 12:11:51.1293,-4.6,-1.8,2003-08-15 12:14:20.1293,0.2,1.1,2003-08-15 12:15:27.1293,-2.1,-1.2
2003-08-15 12:07:34.1299,-0.2,-2.5,2003-08-15 12:09:03.1299,-1.3,-2.4,2003-08-15 12:11:51.1299,-4.4,-1.4,2003-08-15 12:14:20.1299,0.4,1.1,2003-08-15 12:15:27.1299,-2.1,-1.2
2003-08-15 12:07:34.1305,-0.5,-2.4,2003-08-15 12:09:03.1305,-1.2,-2.4,2003-08-15 12:11:51.1305,-4.1,-0.9,2003-08-15 12:14:20.1305,0.5,1.1,2003-08-15 12:15:27.1305,-2.1,-1.1
2003-08-15 12:07:34.1310,-0.9,-2.3,2003-08-15 12:09:03.1310,-1.2,-2.6,2003-08-15 12:11:51.1310,-3.5,-0.4,2003-08-15 12:14:20.1310,0.5,1.1,2003-08-15 12:15:27.1310,-2,-1
2003-08-15 12:07:34.1316,-1.2,-2.2,2003-08-15 12:09:03.1316,-1.1,-2.7,2003-08-15 12:11:51.1316,-3.1,-0.2,2003-08-15 12:14:20.1316,0.6,1,2003-08-15 12:15:27.1316,-1.9,-1.2
2003-08-15 12:07:34.1322,-1.4,-2.1,2003-08-15 12:09:03.1322,-1,-2.7,2003-08-15 12:11:51.1322,-2.6,0,2003-08-15 12:14:20.1322,0.6,1,2003-08-15 12:15:27.1322,-1.9,-1.1
2003-08-15 12:07:34.1328,-1.6,-2.1,2003-08-15 12:09:03.1328,-0.6,-2.7,2003-08-15 12:11:51.1328,-2.2,0,2003-08-15 12:14:20.1328,0.5,1.2,2003-08-15 12:15:27.1328,-1.8,-1.2
2003-08-15 12:07:34.1334,-1.6,-2.1,2003-08-15 12:09:03.1334,-0.4,-2.8,2003-08-15 12:11:51.1334,-2,0,2003-08-15 12:14:20.1334,0.4,1.1,2003-08-15 12:15:27.1334,-1.7,-1.2
2003-08-15 12:07:34.1340,-1.6,-2.2,2003-08-15 12:09:03.1340,-0.4,-3,2003-08-15 12:11:51.1340,-1.7,0,2003-08-15 12:14:20.1340,0.3,1,2003-08-15 12:15:27.1340,-1.7,-1.1
2003-08-15 12:07:34.1346,-1.3,-2.2,2003-08-15 12:09:03.1346,-0.5,-3,2003-08-15 12:11:51.1346,-1.4,-0.2,2003-08-15 12:14:20.1346,0.4,1.1,2003-08-15 12:15:27.1346,-1.5,-1
2003-08-15 12:07:34.1352,-0.9,-2.2,2003-08-15 12:09:03.1352,-0.7,-3,2003-08-15 12:11:51.1352,-1.2,-0.6,2003-08-15 12:14:20.1352,0.5,1.1,2003-08-15 12:15:27.1352,-1.5,-1
2003-08-15 12:07:34.1358,-0.6,-2.2,2003-08-15 12:09:03.1358,-0.9,-2.7,2003-08-15 12:11:51.1358,-1.2,-0.8,2003-08-15 12:14:20.1358,0.7,1.1,2003-08-15 12:15:27.1358,-1.3,-0.8
2003-08-15 12:07:34.1364,-0.1,-2.1,2003-08-15 12:09:03.1364,-0.9,-2.5,2003-08-15 12:11:51.1364,-1.2,-0.7,2003-08-15 12:14:20.1364,0.8,1.1,2003-08-15 12:15:27.1364,-1.2,-0.7
2003-08-15 12:07:34.1369,0.1,-2.2,2003-08-15 12:09:03.1369,-0.8,-2.4,2003-08-15 12:11:51.1369,-1.3,-0.6,2003-08-15 12:14:20.1369,1,1.1,2003-08-15 12:15:27.1369,-1.1,-0.8
2003-08-15 12:07:34.1375,0.3,-2.1,2003-08-15 12:09:03.1375,-0.5,-2.2,2003-08-15 12:11:51.1375,-1.3,-0.4,2003-08-15 12:14:20.1375,0.9,1.2,2003-08-15 12:15:27.1375,-1.1,-0.8
2003-08-15 12:07:34.1381,0.4,-2,2003-08-15 12:09:03.1381,-0.2,-2.1,2003-08-15 12:11:51.1381,-1.3,-0.2,2003-08-15 12:14:20.1381,0.8,1.2,2003-08-15 12:15:27.1381,-1.1,-0.7
2003-08-15 12:07:34.1387,0.3,-1.9,2003-08-15 12:09:03.1387,0,-2.1,2003-08-15 12:11:51.1387,-1.2,0,2003-08-15 12:14:20.1387,0.8,1.1,2003-08-15 12:15:27.1387,-1,-0.7
2003-08-15 12:07:34.1393,0,-1.5,2003-08-15 12:09:03.1393,0.3,-2,2003-08-15 12:11:51.1393,-1.5,-0.1,2003-08-15 12:14:20.1393,0.8,1,2003-08-15 12:15:27.1393,-1,-0.5
2003-08-15 12:07:34.1399,-0.2,-1.3,2003-08-15 12:09:03.1399,0.5,-1.9,2003-08-15 12:11:51.1399,-1.6,-0.3,2003-08-15 12:14:20.1399,0.9,1,2003-08-15 12:15:27.1399,-1,-0.4
2003-08-15 12:07:34.1405,-0.2,-1,2003-08-15 12:09:03.1405,0.6,-1.8,2003-08-15 12:11:51.1405,-1.9,-0.6,2003-08-15 12:14:20.1405,1,1,2003-08-15 12:15:27.1405,-1,-0.3
2003-08-15 12:07:34.1411,-0.1,-0.8,2003-08-15 12:09:03.1411,0.5,-1.8,2003-08-15 12:11:51.1411,-2.1,-0.8,2003-08-15 12:14:20.1411,1.1,1,2003-08-15 12:15:27.1411,-1,-0.3
2003-08-15 12:07:34.1417,-0.1,-0.9,2003-08-15 12:09:03.1417,0.4,-1.8,2003-08-15 12:11:51.1417,-2.2,-1,2003-08-15 12:14:20.1417,1.3,1.1,2003-08-15 12:15:27.1417,-0.9,-0.2
2003-08-15 12:07:34.1423,0,-0.9,2003-08-15 12:09:03.1423,0.3,-1.8,2003-08-15 12:11:51.1423,-2.4,-1.3,2003-08-15 12:14:20.1423,1.3,1.2,2003-08-15 12:15:27.1423,-0.8,-0.4
2003-08-15 12:07:34.1428,0,-1,2003-08-15 12:09:03.1428,0.2,-1.7,2003-08-15 12:11:51.1428,-2.5,-1.3,2003-08-15 12:14:20.1428,1.2,1.2,2003-08-15 12:15:27.1428,-0.8,-0.3
2003-08-15 12:07:34.1434,-0.1,-1,2003-08-15 12:09:03.1434,0.1,-1.5,2003-08-15 12:11:51.1434,-2.4,-1.2,2003-08-15 12:14:20.1434,1.4,1.2,2003-08-15 12:15:27.1434,-0.8,-0.2
2003-08-15 12:07:34.1440,-0.5,-1,2003-08-15 12:09:03.1440,0,-1.5,2003-08-15 12:11:51.1440,-2.5,-0.9,2003-08-15 12:14:20.1440,1.5,1.1,2003-08-15 12:15:27.1440,-0.7,-0.2
2003-08-15 12:07:34.1446,-1,-1,2003-08-15 12:09:03.1446,0,-1.4,2003-08-15 12:11:51.1446,-2.5,-0.7,2003-08-15 12:14:20.1446,1.4,1.1,2003-08-15 12:15:27.1446,-0.7,-0.2
2003-08-15 12:07:34.1452,-1.4,-1,2003-08-15 12:09:03.1452,-0.1,-1.3,2003-08-15 12:11:51.1452,-2.5,-0.5,2003-08-15 12:14:20.1452,1.3,1.1,2003-08-15 12:15:27.1452,-0.7,-0.1
2003-08-15 12:07:34.1458,-1.6,-1,2003-08-15 12:09:03.1458,0,-1.2,2003-08-15 12:11:51.1458,-2.4,-0.6,2003-08-15 12:14:20.1458,1.3,1,2003-08-15 12:15:27.1458,-0.7,0
2003-08-15 12:07:34.1464,-1.3,-1.1,2003-08-15 12:09:03.1464,0,-1.2,2003-08-15 12:11:51.1464,-2.4,-0.6,2003-08-15 12:14:20.1464,1.2,0.9,2003-08-15 12:15:27.1464,-0.8,0
2003-08-15 12:07:34.1470,-0.8,-1.3,2003-08-15 12:09:03.1470,0,-1.1,2003-08-15 12:11:51.1470,-2.4,-0.6,2003-08-15 12:14:20.1470,1.1,1,2003-08-15 12:15:27.1470,-0.8,0
2003-08-15 12:07:34.1476,-0.5,-1.4,2003-08-15 12:09:03.1476,0.1,-1,2003-08-15 12:11:51.1476,-2.1,-0.6,2003-08-15 12:14:20.1476,1.2,1,2003-08-15 12:15:27.1476,-0.8,0
2003-08-15 12:07:34.1482,-0.2,-1.7,2003-08-15 12:09:03.1482,0,-1,2003-08-15 12:11:51.1482,-2.1,-0.4,2003-08-15 12:14:20.1482,1.1,1,2003-08-15 12:15:27.1482,-0.8,0
2003-08-15 12:07:34.1487,-0.2,-1.7,2003-08-15 12:09:03.1487,0,-1,2003-08-15 12:11:51.1487,-2,-0.2,2003-08-15 12:14:20.1487,1.1,1.2,2003-08-15 12:15:27.1487,-0.8,0
2003-08-15 12:07:34.1493,-0.3,-1.8,2003-08-15 12:09:03.1493,0,-1.1,2003-08-15 12:11:51.1493,-1.9,-0.1,2003-08-15 12:14:20.1493,1.1,1.3,2003-08-15 12:15:27.1493,-0.8,-0.1
2003-08-15 12:07:34.1499,-0.3,-1.7,2003-08-15 12:09:03.1499,0.1,-1.3,2003-08-15 12:11:51.1499,-1.9,0,2003-08-15 12:14:20.1499,1.2,1.3,2003-08-15 12:15:27.1499,-0.9,-0.1
