TIME_1,RE_1,LE_1
2004-09-25 13:31:27.0000,0,0
2004-09-25 13:31:27.0006,0,-0.1
2004-09-25 13:31:27.0012,0,-0.2
2004-09-25 13:31:27.0018,0.1,-0.3
2004-09-25 13:31:27.0024,0.3,-0.6
2004-09-25 13:31:27.0030,0.4,-0.8
2004-09-25 13:31:27.0035,0.4,-1
2004-09-25 13:31:27.0041,0.4,-1.3
2004-09-25 13:31:27.0047,0.3,-1.4
2004-09-25 13:31:27.0053,0.2,-1.4
2004-09-25 13:31:27.0059,0.3,-1.3
2004-09-25 13:31:27.0065,0.3,-1.1
2004-09-25 13:31:27.0071,0.4,-0.8
2004-09-25 13:31:27.0077,0.5,-0.6
2004-09-25 13:31:27.0083,0.6,-0.3
2004-09-25 13:31:27.0089,0.6,-0.1
2004-09-25 13:31:27.0094,0.6,0
2004-09-25 13:31:27.0100,0.6,0
2004-09-25 13:31:27.0106,0.5,-0.2
2004-09-25 13:31:27.0112,0.5,-0.6
2004-09-25 13:31:27.0118,0.3,-1.2
2004-09-25 13:31:27.0124,0.2,-1.6
2004-09-25 13:31:27.0130,0,-2
2004-09-25 13:31:27.0136,0,-2.1
2004-09-25 13:31:27.0142,0,-2.3
2004-09-25 13:31:27.0148,0,-2.3
2004-09-25 13:31:27.0153,0,-2.3
2004-09-25 13:31:27.0159,0,-2.5
2004-09-25 13:31:27.0165,0,-2.6
2004-09-25 13:31:27.0171,-0.1,-2.8
2004-09-25 13:31:27.0177,-0.1,-2.9
2004-09-25 13:31:27.0183,-0.2,-3.2
2004-09-25 13:31:27.0189,-0.3,-3.3
2004-09-25 13:31:27.0195,-0.5,-3.2
2004-09-25 13:31:27.0201,-0.5,-3.3
2004-09-25 13:31:27.0207,-0.5,-3.2
2004-09-25 13:31:27.0212,-0.6,-3
2004-09-25 13:31:27.0218,-0.7,-2.8
2004-09-25 13:31:27.0224,-0.8,-2.8
2004-09-25 13:31:27.0230,-0.7,-2.9
2004-09-25 13:31:27.0236,-0.6,-3.1
2004-09-25 13:31:27.0242,-0.5,-3.3
2004-09-25 13:31:27.0248,-0.4,-3.5
2004-09-25 13:31:27.0254,-0.3,-3.7
2004-09-25 13:31:27.0260,-0.2,-3.9
2004-09-25 13:31:27.0266,-0.2,-4.2
2004-09-25 13:31:27.0272,-0.2,-4.5
2004-09-25 13:31:27.0277,-0.4,-4.7
2004-09-25 13:31:27.0283,-0.3,-4.8
2004-09-25 13:31:27.0289,-0.3,-5
2004-09-25 13:31:27.0295,-0.1,-5
2004-09-25 13:31:27.0301,-0.1,-5.2
2004-09-25 13:31:27.0307,0,-5.2
2004-09-25 13:31:27.0313,0,-5.4
2004-09-25 13:31:27.0319,-0.2,-5.5
2004-09-25 13:31:27.0325,-0.4,-5.4
2004-09-25 13:31:27.0331,-0.6,-5.5
2004-09-25 13:31:27.0336,-0.9,-5.4
2004-09-25 13:31:27.0342,-1.1,-5.4
2004-09-25 13:31:27.0348,-1.5,-5.4
2004-09-25 13:31:27.0354,-1.6,-5.5
2004-09-25 13:31:27.0360,-1.8,-5.4
2004-09-25 13:31:27.0366,-1.8,-5.6
2004-09-25 13:31:27.0372,-1.8,-5.7
2004-09-25 13:31:27.0378,-1.7,-5.9
2004-09-25 13:31:27.0384,-1.6,-6
2004-09-25 13:31:27.0390,-1.5,-6
2004-09-25 13:31:27.0395,-1.5,-6.1
2004-09-25 13:31:27.0401,-1.4,-6.2
2004-09-25 13:31:27.0407,-1.3,-6.2
2004-09-25 13:31:27.0413,-1.4,-6.2
2004-09-25 13:31:27.0419,-1.4,-6.1
2004-09-25 13:31:27.0425,-1.5,-6
2004-09-25 13:31:27.0431,-1.6,-5.9
2004-09-25 13:31:27.0437,-1.7,-6
2004-09-25 13:31:27.0443,-1.8,-6.1
2004-09-25 13:31:27.0449,-1.7,-6.3
2004-09-25 13:31:27.0455,-1.5,-6.5
2004-09-25 13:31:27.0460,-1.5,-6.7
2004-09-25 13:31:27.0466,-1.2,-7
2004-09-25 13:31:27.0472,-1.1,-7.3
2004-09-25 13:31:27.0478,-1.1,-7.5
2004-09-25 13:31:27.0484,-1.2,-7.7
2004-09-25 13:31:27.0490,-1.3,-7.9
2004-09-25 13:31:27.0496,-1.3,-8.2
2004-09-25 13:31:27.0502,-1.3,-8.4
2004-09-25 13:31:27.0508,-1.5,-8.6
2004-09-25 13:31:27.0514,-1.7,-9.1
2004-09-25 13:31:27.0519,-1.7,-9.1
2004-09-25 13:31:27.0525,-1.8,-9.1
2004-09-25 13:31:27.0531,-1.8,-9
2004-09-25 13:31:27.0537,-2,-8.9
2004-09-25 13:31:27.0543,-1.9,-8.8
2004-09-25 13:31:27.0549,-1.9,-8.9
2004-09-25 13:31:27.0555,-1.8,-8.8
2004-09-25 13:31:27.0561,-1.7,-8.9
2004-09-25 13:31:27.0567,-1.6,-9.1
2004-09-25 13:31:27.0573,-1.6,-9.2
2004-09-25 13:31:27.0578,-1.5,-9.2
2004-09-25 13:31:27.0584,-1.5,-9.1
2004-09-25 13:31:27.0590,-1.5,-9.1
2004-09-25 13:31:27.0596,-1.4,-8.9
2004-09-25 13:31:27.0602,-1.3,-8.9
2004-09-25 13:31:27.0608,-1.3,-9.1
2004-09-25 13:31:27.0614,-1.3,-9.4
2004-09-25 13:31:27.0620,-1.4,-9.7
2004-09-25 13:31:27.0626,-1.5,-10
2004-09-25 13:31:27.0632,-1.6,-10.3
