TIME_1,RE_1,LE_1
2007-07-12 12:02:47.0000,0,0
2007-07-12 12:02:47.0006,0.3,0
2007-07-12 12:02:47.0012,0.2,0.5
2007-07-12 12:02:47.0018,0.1,1.1
2007-07-12 12:02:47.0024,-0.4,2.1
2007-07-12 12:02:47.0030,-0.7,2.6
2007-07-12 12:02:47.0035,-1.1,3
2007-07-12 12:02:47.0041,-1.1,2.9
2007-07-12 12:02:47.0047,-0.9,2.8
2007-07-12 12:02:47.0053,-1,2.4
2007-07-12 12:02:47.0059,-1.3,2.3
2007-07-12 12:02:47.0065,-1.6,2.1
2007-07-12 12:02:47.0071,-2,2.3
2007-07-12 12:02:47.0077,-2.3,2.4
2007-07-12 12:02:47.0083,-2.4,2.5
2007-07-12 12:02:47.0089,-2.2,2.4
2007-07-12 12:02:47.0094,-1.9,2.4
2007-07-12 12:02:47.0100,-1.4,2.2
2007-07-12 12:02:47.0106,-1,1.9
2007-07-12 12:02:47.0112,-0.8,1.8
2007-07-12 12:02:47.0118,-1.1,1.7
2007-07-12 12:02:47.0124,-1.7,1.1
2007-07-12 12:02:47.0130,-2.1,0.5
2007-07-12 12:02:47.0136,-2.8,0
2007-07-12 12:02:47.0142,-3.5,-0.2
2007-07-12 12:02:47.0148,-3.7,-0.4
2007-07-12 12:02:47.0153,-3.7,-0.6
2007-07-12 12:02:47.0159,-3.6,-0.7
2007-07-12 12:02:47.0165,-3.7,-0.7
2007-07-12 12:02:47.0171,-3.5,-0.4
2007-07-12 12:02:47.0177,-3.4,0.2
2007-07-12 12:02:47.0183,-3.5,1.1
2007-07-12 12:02:47.0189,-3.4,2
2007-07-12 12:02:47.0195,-3.7,2.5
2007-07-12 12:02:47.0201,-3.8,2.7
2007-07-12 12:02:47.0207,-3.8,2.6
2007-07-12 12:02:47.0212,-3.7,2.1
2007-07-12 12:02:47.0218,-3.2,1.6
2007-07-12 12:02:47.0224,-2.8,1
2007-07-12 12:02:47.0230,-2.5,0.6
2007-07-12 12:02:47.0236,-2.4,0.4
2007-07-12 12:02:47.0242,-2.1,0.2
2007-07-12 12:02:47.0248,-2,0.1
2007-07-12 12:02:47.0254,-2.3,0.3
2007-07-12 12:02:47.0260,-2.8,0.5
2007-07-12 12:02:47.0266,-3.1,0.8
2007-07-12 12:02:47.0272,-2.9,0.7
2007-07-12 12:02:47.0277,-2.5,0.5
2007-07-12 12:02:47.0283,-2.1,0.8
2007-07-12 12:02:47.0289,-2,0.9
2007-07-12 12:02:47.0295,-1.6,1.3
2007-07-12 12:02:47.0301,-1.3,1.8
2007-07-12 12:02:47.0307,-1.1,2
2007-07-12 12:02:47.0313,-0.7,2
2007-07-12 12:02:47.0319,-0.8,1.9
2007-07-12 12:02:47.0325,-1,1.9
2007-07-12 12:02:47.0331,-1.3,2.1
2007-07-12 12:02:47.0336,-1.7,1.9
2007-07-12 12:02:47.0342,-2.1,1.6
2007-07-12 12:02:47.0348,-2.3,0.8
2007-07-12 12:02:47.0354,-2.4,-0.1
2007-07-12 12:02:47.0360,-2.7,-1.1
2007-07-12 12:02:47.0366,-2.7,-1.9
2007-07-12 12:02:47.0372,-2.5,-2.1
2007-07-12 12:02:47.0378,-2.4,-2.2
2007-07-12 12:02:47.0384,-2.5,-2.1
2007-07-12 12:02:47.0390,-2.5,-1.8
2007-07-12 12:02:47.0395,-2.6,-1.4
2007-07-12 12:02:47.0401,-2.9,-0.7
2007-07-12 12:02:47.0407,-3,0.1
2007-07-12 12:02:47.0413,-3.6,0.5
2007-07-12 12:02:47.0419,-3.7,0.7
2007-07-12 12:02:47.0425,-3.6,0.7
2007-07-12 12:02:47.0431,-3.7,0.5
2007-07-12 12:02:47.0437,-4.1,0.3
2007-07-12 12:02:47.0443,-4.4,0
2007-07-12 12:02:47.0449,-4.5,-0.2
2007-07-12 12:02:47.0455,-4.1,-0.3
2007-07-12 12:02:47.0460,-3.6,-0.7
2007-07-12 12:02:47.0466,-3.1,-1
2007-07-12 12:02:47.0472,-2.8,-1.4
2007-07-12 12:02:47.0478,-2.2,-1.7
2007-07-12 12:02:47.0484,-2.1,-1.9
2007-07-12 12:02:47.0490,-1.9,-2.2
2007-07-12 12:02:47.0496,-2.1,-2.2
2007-07-12 12:02:47.0502,-2.6,-2.2
2007-07-12 12:02:47.0508,-3,-1.9
2007-07-12 12:02:47.0514,-3.9,-1.7
2007-07-12 12:02:47.0519,-5,-2.3
2007-07-12 12:02:47.0525,-6.1,-2.9
2007-07-12 12:02:47.0531,-6.7,-3.4
2007-07-12 12:02:47.0537,-7.2,-4
2007-07-12 12:02:47.0543,-7.5,-3.9
2007-07-12 12:02:47.0549,-7.1,-3.7
2007-07-12 12:02:47.0555,-6.4,-2.9
2007-07-12 12:02:47.0561,-5.9,-2.3
2007-07-12 12:02:47.0567,-5.4,-2.1
2007-07-12 12:02:47.0573,-5.5,-2.1
2007-07-12 12:02:47.0578,-5.5,-2.4
2007-07-12 12:02:47.0584,-5.6,-2.5
2007-07-12 12:02:47.0590,-5.7,-2.3
2007-07-12 12:02:47.0596,-5.8,-2.5
2007-07-12 12:02:47.0602,-5.9,-2.6
2007-07-12 12:02:47.0608,-5.5,-2.6
2007-07-12 12:02:47.0614,-5.2,-3
2007-07-12 12:02:47.0620,-4.6,-2.8
2007-07-12 12:02:47.0626,-4,-2.9
2007-07-12 12:02:47.0632,-3.1,-3
2007-07-12 12:02:47.0637,-2.6,-2.9
2007-07-12 12:02:47.0643,-2.4,-2.7
2007-07-12 12:02:47.0649,-2.1,-2.4
2007-07-12 12:02:47.0655,-1.8,-1.8
2007-07-12 12:02:47.0661,-1.6,-1.4
2007-07-12 12:02:47.0667,-1.5,-1.2
2007-07-12 12:02:47.0673,-2,-1.4
2007-07-12 12:02:47.0679,-2.5,-1.7
2007-07-12 12:02:47.0685,-3.1,-2
2007-07-12 12:02:47.0691,-3.9,-2
2007-07-12 12:02:47.0697,-4.4,-1.7
2007-07-12 12:02:47.0702,-4.7,-1
2007-07-12 12:02:47.0708,-4.9,-1
2007-07-12 12:02:47.0714,-4.8,-1
2007-07-12 12:02:47.0720,-4.5,-1.4
2007-07-12 12:02:47.0726,-4.3,-1.5
2007-07-12 12:02:47.0732,-4,-1.2
2007-07-12 12:02:47.0738,-3.5,-0.8
2007-07-12 12:02:47.0744,-2.9,-0.4
2007-07-12 12:02:47.0750,-2.2,-0.1
2007-07-12 12:02:47.0756,-2.1,0
2007-07-12 12:02:47.0761,-2.6,0
2007-07-12 12:02:47.0767,-3.2,0
