TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2
2007-01-24 12:31:34.0000,0,0,2007-01-24 12:35:18.0000,0,0
2007-01-24 12:31:34.0006,-0.1,-0.3,2007-01-24 12:35:18.0006,-0.1,-0.4
2007-01-24 12:31:34.0012,-0.4,-0.4,2007-01-24 12:35:18.0012,-0.3,-0.5
2007-01-24 12:31:34.0018,-0.5,-0.3,2007-01-24 12:35:18.0018,-0.3,-0.4
2007-01-24 12:31:34.0024,-0.5,-0.2,2007-01-24 12:35:18.0024,-0.3,-0.3
2007-01-24 12:31:34.0030,-0.5,-0.2,2007-01-24 12:35:18.0030,-0.2,-0.2
2007-01-24 12:31:34.0035,-0.5,-0.1,2007-01-24 12:35:18.0035,-0.1,0
2007-01-24 12:31:34.0041,-0.4,-0.1,2007-01-24 12:35:18.0041,0.1,0.1
2007-01-24 12:31:34.0047,-0.4,0,2007-01-24 12:35:18.0047,0.3,0.3
2007-01-24 12:31:34.0053,-0.3,0,2007-01-24 12:35:18.0053,0.5,0.4
2007-01-24 12:31:34.0059,-0.2,0,2007-01-24 12:35:18.0059,0.6,0.6
2007-01-24 12:31:34.0065,0,0,2007-01-24 12:35:18.0065,0.5,0.6
2007-01-24 12:31:34.0071,0,-0.1,2007-01-24 12:35:18.0071,0.4,0.6
2007-01-24 12:31:34.0077,0.1,-0.3,2007-01-24 12:35:18.0077,0.3,0.5
2007-01-24 12:31:34.0083,0.2,-0.4,2007-01-24 12:35:18.0083,0.3,0.3
2007-01-24 12:31:34.0089,0.2,-0.6,2007-01-24 12:35:18.0089,0.1,0
2007-01-24 12:31:34.0094,-0.1,-0.8,2007-01-24 12:35:18.0094,0,-0.1
2007-01-24 12:31:34.0100,-0.1,-1,2007-01-24 12:35:18.0100,0,-0.3
2007-01-24 12:31:34.0106,-0.2,-1,2007-01-24 12:35:18.0106,0,-0.3
2007-01-24 12:31:34.0112,-0.2,-0.9,2007-01-24 12:35:18.0112,0.1,-0.2
2007-01-24 12:31:34.0118,0,-0.8,2007-01-24 12:35:18.0118,0.1,-0.1
2007-01-24 12:31:34.0124,0.1,-0.6,2007-01-24 12:35:18.0124,0.3,0
2007-01-24 12:31:34.0130,0.3,-0.5,2007-01-24 12:35:18.0130,0.3,0
2007-01-24 12:31:34.0136,0.5,-0.2,2007-01-24 12:35:18.0136,0.4,0
2007-01-24 12:31:34.0142,0.8,0,2007-01-24 12:35:18.0142,0.5,0
2007-01-24 12:31:34.0148,0.9,0.2,2007-01-24 12:35:18.0148,0.6,0.1
2007-01-24 12:31:34.0153,1.1,0.2,2007-01-24 12:35:18.0153,0.8,0.2
