TIME_1,RE_1,LE_1
2009-01-08 13:02:57.0000,0,0
2009-01-08 13:02:57.0006,0,0
2009-01-08 13:02:57.0012,-0.1,0
2009-01-08 13:02:57.0018,0,0
2009-01-08 13:02:57.0024,0.1,0.3
2009-01-08 13:02:57.0030,0.3,0.7
2009-01-08 13:02:57.0035,0.5,0.8
2009-01-08 13:02:57.0041,0.7,0.9
2009-01-08 13:02:57.0047,1,1
2009-01-08 13:02:57.0053,1.3,1.1
2009-01-08 13:02:57.0059,1.5,1
2009-01-08 13:02:57.0065,1.6,0.9
2009-01-08 13:02:57.0071,1.4,0.7
2009-01-08 13:02:57.0077,1.3,0.5
2009-01-08 13:02:57.0083,1.2,0.2
2009-01-08 13:02:57.0089,0.9,0
2009-01-08 13:02:57.0094,0.5,0
2009-01-08 13:02:57.0100,0.2,-0.1
2009-01-08 13:02:57.0106,0,-0.1
2009-01-08 13:02:57.0112,-0.2,0
2009-01-08 13:02:57.0118,-0.2,0
2009-01-08 13:02:57.0124,-0.2,0.3
2009-01-08 13:02:57.0130,0,0.4
2009-01-08 13:02:57.0136,0.2,0.6
2009-01-08 13:02:57.0142,0.5,0.8
2009-01-08 13:02:57.0148,0.5,0.8
2009-01-08 13:02:57.0153,0.5,0.8
2009-01-08 13:02:57.0159,0.5,0.6
2009-01-08 13:02:57.0165,0.5,0.5
2009-01-08 13:02:57.0171,0.5,0.3
2009-01-08 13:02:57.0177,0.2,0
2009-01-08 13:02:57.0183,0.1,0
2009-01-08 13:02:57.0189,0.1,0.1
2009-01-08 13:02:57.0195,0.1,0
2009-01-08 13:02:57.0201,0.2,0.2
2009-01-08 13:02:57.0207,0.3,0.3
2009-01-08 13:02:57.0212,0.5,0.5
2009-01-08 13:02:57.0218,0.7,0.5
2009-01-08 13:02:57.0224,0.8,0.8
2009-01-08 13:02:57.0230,0.8,0.8
2009-01-08 13:02:57.0236,0.8,0.9
2009-01-08 13:02:57.0242,0.9,0.9
2009-01-08 13:02:57.0248,1,0.9
2009-01-08 13:02:57.0254,1,0.7
2009-01-08 13:02:57.0260,0.8,0.7
2009-01-08 13:02:57.0266,0.6,0.7
2009-01-08 13:02:57.0272,0.5,0.6
2009-01-08 13:02:57.0277,0.5,0.6
2009-01-08 13:02:57.0283,0.6,0.6
2009-01-08 13:02:57.0289,0.7,0.5
2009-01-08 13:02:57.0295,0.8,0.5
2009-01-08 13:02:57.0301,0.9,0.4
2009-01-08 13:02:57.0307,1,0.4
2009-01-08 13:02:57.0313,0.9,0.4
2009-01-08 13:02:57.0319,0.8,0.4
2009-01-08 13:02:57.0325,0.7,0.5
2009-01-08 13:02:57.0331,0.8,0.7
2009-01-08 13:02:57.0336,0.6,0.5
2009-01-08 13:02:57.0342,0.4,0.5
2009-01-08 13:02:57.0348,0.1,0.4
2009-01-08 13:02:57.0354,0,0.5
2009-01-08 13:02:57.0360,0,0.5
2009-01-08 13:02:57.0366,0.2,0.6
2009-01-08 13:02:57.0372,0.4,0.6
2009-01-08 13:02:57.0378,0.5,0.6
2009-01-08 13:02:57.0384,0.5,0.5
2009-01-08 13:02:57.0390,0.6,0.5
2009-01-08 13:02:57.0395,0.6,0.4
2009-01-08 13:02:57.0401,0.7,0.4
2009-01-08 13:02:57.0407,0.8,0.5
2009-01-08 13:02:57.0413,0.8,0.6
2009-01-08 13:02:57.0419,0.9,0.5
2009-01-08 13:02:57.0425,0.8,0.3
2009-01-08 13:02:57.0431,0.6,0.2
2009-01-08 13:02:57.0437,0.5,0.3
2009-01-08 13:02:57.0443,0.6,0.6
2009-01-08 13:02:57.0449,0.7,0.8
2009-01-08 13:02:57.0455,0.9,1.2
2009-01-08 13:02:57.0460,1.1,1.4
2009-01-08 13:02:57.0466,1.2,1.6
2009-01-08 13:02:57.0472,1.3,1.5
2009-01-08 13:02:57.0478,1.4,1.6
2009-01-08 13:02:57.0484,1.5,1.6
2009-01-08 13:02:57.0490,1.5,1.5
2009-01-08 13:02:57.0496,1.6,1.4
2009-01-08 13:02:57.0502,1.6,1.3
2009-01-08 13:02:57.0508,1.3,1
2009-01-08 13:02:57.0514,1.1,0.9
2009-01-08 13:02:57.0519,0.9,0.9
2009-01-08 13:02:57.0525,1,0.9
2009-01-08 13:02:57.0531,1.1,1
2009-01-08 13:02:57.0537,1.2,1.1
2009-01-08 13:02:57.0543,1.2,1
2009-01-08 13:02:57.0549,1.1,0.9
2009-01-08 13:02:57.0555,1,0.9
2009-01-08 13:02:57.0561,1,0.8
2009-01-08 13:02:57.0567,0.9,0.8
2009-01-08 13:02:57.0573,0.8,0.6
2009-01-08 13:02:57.0578,0.7,0.5
2009-01-08 13:02:57.0584,0.5,0.3
2009-01-08 13:02:57.0590,0.1,0.1
2009-01-08 13:02:57.0596,-0.1,0
2009-01-08 13:02:57.0602,-0.3,0
2009-01-08 13:02:57.0608,-0.4,0.1
2009-01-08 13:02:57.0614,-0.5,0.3
2009-01-08 13:02:57.0620,-0.5,0.4
2009-01-08 13:02:57.0626,-0.5,0.5
2009-01-08 13:02:57.0632,-0.6,0.5
2009-01-08 13:02:57.0637,-0.6,0.4
2009-01-08 13:02:57.0643,-0.5,0.4
2009-01-08 13:02:57.0649,-0.3,0.5
2009-01-08 13:02:57.0655,-0.1,0.4
2009-01-08 13:02:57.0661,0,0.5
2009-01-08 13:02:57.0667,0,0.5
2009-01-08 13:02:57.0673,0,0.4
2009-01-08 13:02:57.0679,-0.2,0.4
2009-01-08 13:02:57.0685,-0.2,0.4
2009-01-08 13:02:57.0691,-0.2,0.6
2009-01-08 13:02:57.0697,-0.1,0.6
2009-01-08 13:02:57.0702,-0.1,0.6
2009-01-08 13:02:57.0708,-0.1,0.4
2009-01-08 13:02:57.0714,-0.1,0.4
2009-01-08 13:02:57.0720,-0.1,0.3
2009-01-08 13:02:57.0726,-0.2,0.1
2009-01-08 13:02:57.0732,-0.1,0.1
2009-01-08 13:02:57.0738,-0.1,0.1
2009-01-08 13:02:57.0744,-0.2,0.1
2009-01-08 13:02:57.0750,-0.4,0
2009-01-08 13:02:57.0756,-0.7,0
2009-01-08 13:02:57.0761,-1,0
2009-01-08 13:02:57.0767,-1,0
2009-01-08 13:02:57.0773,-1,0
2009-01-08 13:02:57.0779,-0.9,0.1
2009-01-08 13:02:57.0785,-0.8,0.2
2009-01-08 13:02:57.0791,-0.6,0.4
2009-01-08 13:02:57.0797,-0.4,0.4
2009-01-08 13:02:57.0803,-0.3,0.5
2009-01-08 13:02:57.0809,-0.2,0.5
2009-01-08 13:02:57.0815,-0.2,0.5
2009-01-08 13:02:57.0820,-0.3,0.5
2009-01-08 13:02:57.0826,-0.4,0.5
2009-01-08 13:02:57.0832,-0.4,0.5
2009-01-08 13:02:57.0838,-0.6,0.4
2009-01-08 13:02:57.0844,-0.8,0.2
2009-01-08 13:02:57.0850,-0.8,0.2
2009-01-08 13:02:57.0856,-0.7,0.3
2009-01-08 13:02:57.0862,-0.5,0.3
2009-01-08 13:02:57.0868,-0.5,0.4
2009-01-08 13:02:57.0874,-0.4,0.4
2009-01-08 13:02:57.0880,-0.3,0.5
2009-01-08 13:02:57.0885,-0.2,0.6
2009-01-08 13:02:57.0891,-0.1,0.7
2009-01-08 13:02:57.0897,0,0.7
2009-01-08 13:02:57.0903,0,0.8
2009-01-08 13:02:57.0909,0,0.9
2009-01-08 13:02:57.0915,-0.2,0.9
2009-01-08 13:02:57.0921,-0.3,0.7
2009-01-08 13:02:57.0927,-0.7,0.6
2009-01-08 13:02:57.0933,-0.7,0.6
2009-01-08 13:02:57.0939,-0.7,0.7
2009-01-08 13:02:57.0944,-0.6,0.8
2009-01-08 13:02:57.0950,-0.6,0.8
2009-01-08 13:02:57.0956,-0.5,0.9
2009-01-08 13:02:57.0962,-0.4,0.9
2009-01-08 13:02:57.0968,-0.2,1
2009-01-08 13:02:57.0974,-0.2,0.9
2009-01-08 13:02:57.0980,-0.2,1
2009-01-08 13:02:57.0986,-0.2,0.9
2009-01-08 13:02:57.0992,-0.2,0.9
2009-01-08 13:02:57.0998,-0.2,0.9
2009-01-08 13:02:57.1003,-0.3,0.8
2009-01-08 13:02:57.1009,-0.5,0.6
2009-01-08 13:02:57.1015,-0.5,0.5
2009-01-08 13:02:57.1021,-0.5,0.4
2009-01-08 13:02:57.1027,-0.4,0.4
2009-01-08 13:02:57.1033,-0.4,0.4
2009-01-08 13:02:57.1039,-0.3,0.5
2009-01-08 13:02:57.1045,-0.1,0.7
2009-01-08 13:02:57.1051,0,0.9
2009-01-08 13:02:57.1057,0,1.1
2009-01-08 13:02:57.1062,0.2,1.2
2009-01-08 13:02:57.1068,0.2,1.2
2009-01-08 13:02:57.1074,0.2,1.2
2009-01-08 13:02:57.1080,0.4,1.1
2009-01-08 13:02:57.1086,0.5,0.9
2009-01-08 13:02:57.1092,0.2,0.6
2009-01-08 13:02:57.1098,0.2,0.5
2009-01-08 13:02:57.1104,0.1,0.4
2009-01-08 13:02:57.1110,0,0.4
2009-01-08 13:02:57.1116,0,0.5
2009-01-08 13:02:57.1122,-0.1,0.5
2009-01-08 13:02:57.1127,0,0.6
2009-01-08 13:02:57.1133,-0.1,1
2009-01-08 13:02:57.1139,-0.1,1.2
2009-01-08 13:02:57.1145,-0.2,1.3
2009-01-08 13:02:57.1151,-0.3,1.4
2009-01-08 13:02:57.1157,-0.4,1.5
2009-01-08 13:02:57.1163,-0.5,1.4
2009-01-08 13:02:57.1169,-0.4,1.1
2009-01-08 13:02:57.1175,-0.7,0.7
2009-01-08 13:02:57.1181,-0.9,0.6
2009-01-08 13:02:57.1186,-1,0.4
2009-01-08 13:02:57.1192,-1.1,0.3
2009-01-08 13:02:57.1198,-1,0.6
2009-01-08 13:02:57.1204,-0.7,0.7
2009-01-08 13:02:57.1210,-0.4,0.9
2009-01-08 13:02:57.1216,-0.1,1.1
2009-01-08 13:02:57.1222,0.1,1.2
2009-01-08 13:02:57.1228,0.3,1.3
2009-01-08 13:02:57.1234,0.3,1.4
2009-01-08 13:02:57.1240,0.4,1.5
2009-01-08 13:02:57.1245,0.5,1.6
2009-01-08 13:02:57.1251,0.5,1.8
2009-01-08 13:02:57.1257,0.3,1.7
2009-01-08 13:02:57.1263,0.1,1.5
2009-01-08 13:02:57.1269,0,1.4
2009-01-08 13:02:57.1275,-0.1,1.3
2009-01-08 13:02:57.1281,0,1.3
2009-01-08 13:02:57.1287,0.1,1.3
2009-01-08 13:02:57.1293,0.2,1.5
2009-01-08 13:02:57.1299,0.3,1.5
2009-01-08 13:02:57.1305,0.3,1.5
2009-01-08 13:02:57.1310,0.2,1.5
2009-01-08 13:02:57.1316,0.3,1.5
2009-01-08 13:02:57.1322,0.3,1.3
2009-01-08 13:02:57.1328,0.4,1.2
2009-01-08 13:02:57.1334,0.5,1
2009-01-08 13:02:57.1340,0.3,0.8
2009-01-08 13:02:57.1346,0,0.8
2009-01-08 13:02:57.1352,0,0.8
2009-01-08 13:02:57.1358,-0.2,1
2009-01-08 13:02:57.1364,-0.1,1
2009-01-08 13:02:57.1369,-0.1,1.1
2009-01-08 13:02:57.1375,0,1.3
2009-01-08 13:02:57.1381,0,1.3
2009-01-08 13:02:57.1387,0,1.4
2009-01-08 13:02:57.1393,0,1.4
2009-01-08 13:02:57.1399,0,1.3
2009-01-08 13:02:57.1405,0,1.4
2009-01-08 13:02:57.1411,0,1.4
2009-01-08 13:02:57.1417,0.2,1.4
2009-01-08 13:02:57.1423,0,1.1
2009-01-08 13:02:57.1428,-0.1,1
2009-01-08 13:02:57.1434,-0.2,0.8
2009-01-08 13:02:57.1440,-0.1,0.9
2009-01-08 13:02:57.1446,0,0.9
2009-01-08 13:02:57.1452,0.2,0.9
2009-01-08 13:02:57.1458,0.3,0.9
2009-01-08 13:02:57.1464,0.3,0.9
2009-01-08 13:02:57.1470,0.2,0.9
2009-01-08 13:02:57.1476,0.2,1
2009-01-08 13:02:57.1482,0.3,1
2009-01-08 13:02:57.1487,0.4,1.1
2009-01-08 13:02:57.1493,0.3,1.1
2009-01-08 13:02:57.1499,0.3,1
