TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2
2014-05-15 11:37:09.0000,0,0,2014-05-15 11:39:41.0000,0,0
2014-05-15 11:37:09.0006,0,0.1,2014-05-15 11:39:41.0006,0,0.4
2014-05-15 11:37:09.0012,0,0.1,2014-05-15 11:39:41.0012,0,0.3
2014-05-15 11:37:09.0018,0,0.2,2014-05-15 11:39:41.0018,0,0.4
2014-05-15 11:37:09.0024,0,0.3,2014-05-15 11:39:41.0024,0.2,0.4
2014-05-15 11:37:09.0030,0,0.4,2014-05-15 11:39:41.0030,0.4,0.5
2014-05-15 11:37:09.0035,0,0.5,2014-05-15 11:39:41.0035,0.5,0.5
2014-05-15 11:37:09.0041,0,0.6,2014-05-15 11:39:41.0041,0.6,0.5
2014-05-15 11:37:09.0047,0,0.6,2014-05-15 11:39:41.0047,0.5,0.5
2014-05-15 11:37:09.0053,0,0.7,2014-05-15 11:39:41.0053,0.6,0.7
2014-05-15 11:37:09.0059,0,0.8,2014-05-15 11:39:41.0059,0.6,0.7
2014-05-15 11:37:09.0065,0,0.8,2014-05-15 11:39:41.0065,0.7,0.7
2014-05-15 11:37:09.0071,0,0.8,2014-05-15 11:39:41.0071,0.8,0.8
2014-05-15 11:37:09.0077,0.3,0.8,2014-05-15 11:39:41.0077,0.9,0.9
2014-05-15 11:37:09.0083,0.3,0.7,2014-05-15 11:39:41.0083,0.9,1
2014-05-15 11:37:09.0089,0.3,0.5,2014-05-15 11:39:41.0089,0.9,0.9
2014-05-15 11:37:09.0094,0.3,0.3,2014-05-15 11:39:41.0094,0.8,0.8
2014-05-15 11:37:09.0100,0.3,0.3,2014-05-15 11:39:41.0100,0.7,0.7
2014-05-15 11:37:09.0106,0.3,0.3,2014-05-15 11:39:41.0106,0.7,0.6
2014-05-15 11:37:09.0112,0.4,0.4,2014-05-15 11:39:41.0112,0.7,0.5
2014-05-15 11:37:09.0118,0.4,0.5,2014-05-15 11:39:41.0118,0.7,0.5
2014-05-15 11:37:09.0124,0.3,0.5,2014-05-15 11:39:41.0124,0.6,0.3
2014-05-15 11:37:09.0130,0.3,0.5,2014-05-15 11:39:41.0130,0.5,0.3
2014-05-15 11:37:09.0136,0.2,0.6,2014-05-15 11:39:41.0136,0.5,0.2
2014-05-15 11:37:09.0142,0.1,0.6,2014-05-15 11:39:41.0142,0.7,0.2
2014-05-15 11:37:09.0148,0,0.5,2014-05-15 11:39:41.0148,0.9,0.1
2014-05-15 11:37:09.0153,0,0.6,2014-05-15 11:39:41.0153,0.8,0.1
2014-05-15 11:37:09.0159,0,0.4,2014-05-15 11:39:41.0159,0.8,0
2014-05-15 11:37:09.0165,0,0.4,2014-05-15 11:39:41.0165,0.8,-0.1
2014-05-15 11:37:09.0171,-0.1,0.2,2014-05-15 11:39:41.0171,0.7,-0.3
2014-05-15 11:37:09.0177,-0.3,0,2014-05-15 11:39:41.0177,0.5,-0.4
2014-05-15 11:37:09.0183,-0.2,0,2014-05-15 11:39:41.0183,0.4,-0.3
2014-05-15 11:37:09.0189,-0.1,0.2,2014-05-15 11:39:41.0189,0.3,-0.2
2014-05-15 11:37:09.0195,0,0.2,2014-05-15 11:39:41.0195,0.3,-0.1
2014-05-15 11:37:09.0201,0,0.4,2014-05-15 11:39:41.0201,0.3,0
2014-05-15 11:37:09.0207,0,0.4,2014-05-15 11:39:41.0207,0.4,0.1
2014-05-15 11:37:09.0212,0,0.7,2014-05-15 11:39:41.0212,0.4,0
2014-05-15 11:37:09.0218,0,0.8,2014-05-15 11:39:41.0218,0.5,0
2014-05-15 11:37:09.0224,0.1,1,2014-05-15 11:39:41.0224,0.5,-0.1
2014-05-15 11:37:09.0230,0,1.1,2014-05-15 11:39:41.0230,0.5,-0.2
2014-05-15 11:37:09.0236,0,1.1,2014-05-15 11:39:41.0236,0.5,-0.3
2014-05-15 11:37:09.0242,-0.1,1,2014-05-15 11:39:41.0242,0.5,-0.4
2014-05-15 11:37:09.0248,0,1,2014-05-15 11:39:41.0248,0.4,-0.5
2014-05-15 11:37:09.0254,0,0.9,2014-05-15 11:39:41.0254,0.3,-0.8
2014-05-15 11:37:09.0260,-0.2,0.7,2014-05-15 11:39:41.0260,0,-1
2014-05-15 11:37:09.0266,-0.1,0.6,2014-05-15 11:39:41.0266,0,-1.1
2014-05-15 11:37:09.0272,-0.2,0.5,2014-05-15 11:39:41.0272,-0.1,-1.3
2014-05-15 11:37:09.0277,-0.2,0.4,2014-05-15 11:39:41.0277,-0.1,-1.4
2014-05-15 11:37:09.0283,0,0.3,2014-05-15 11:39:41.0283,-0.1,-1.3
2014-05-15 11:37:09.0289,0,0.2,2014-05-15 11:39:41.0289,-0.1,-1.2
2014-05-15 11:37:09.0295,0,0.2,2014-05-15 11:39:41.0295,-0.2,-1.1
2014-05-15 11:37:09.0301,0,0.1,2014-05-15 11:39:41.0301,-0.2,-1
2014-05-15 11:37:09.0307,0,0.1,2014-05-15 11:39:41.0307,-0.2,-1.1
2014-05-15 11:37:09.0313,0,0.2,2014-05-15 11:39:41.0313,-0.1,-1
2014-05-15 11:37:09.0319,0,0.1,2014-05-15 11:39:41.0319,-0.2,-0.9
2014-05-15 11:37:09.0325,0,0.1,2014-05-15 11:39:41.0325,-0.1,-0.9
2014-05-15 11:37:09.0331,0,0.2,2014-05-15 11:39:41.0331,-0.2,-1
2014-05-15 11:37:09.0336,0,0,2014-05-15 11:39:41.0336,-0.2,-1.1
2014-05-15 11:37:09.0342,0,0,2014-05-15 11:39:41.0342,-0.5,-1.2
2014-05-15 11:37:09.0348,-0.1,-0.1,2014-05-15 11:39:41.0348,-0.6,-1.4
2014-05-15 11:37:09.0354,-0.1,-0.2,2014-05-15 11:39:41.0354,-0.7,-1.4
2014-05-15 11:37:09.0360,0,-0.2,2014-05-15 11:39:41.0360,-0.8,-1.5
2014-05-15 11:37:09.0366,0,-0.3,2014-05-15 11:39:41.0366,-0.8,-1.4
2014-05-15 11:37:09.0372,0.1,-0.3,2014-05-15 11:39:41.0372,-0.8,-1.3
2014-05-15 11:37:09.0378,0,-0.2,2014-05-15 11:39:41.0378,-0.8,-1.3
2014-05-15 11:37:09.0384,-0.1,-0.2,2014-05-15 11:39:41.0384,-0.8,-1.2
2014-05-15 11:37:09.0390,-0.1,-0.1,2014-05-15 11:39:41.0390,-0.8,-1.3
2014-05-15 11:37:09.0395,-0.2,-0.1,2014-05-15 11:39:41.0395,-0.7,-1.3
2014-05-15 11:37:09.0401,-0.1,-0.1,2014-05-15 11:39:41.0401,-0.8,-1.2
2014-05-15 11:37:09.0407,-0.2,-0.1,2014-05-15 11:39:41.0407,-0.8,-1.1
2014-05-15 11:37:09.0413,-0.2,0,2014-05-15 11:39:41.0413,-1,-1
2014-05-15 11:37:09.0419,-0.2,0,2014-05-15 11:39:41.0419,-1.1,-1
2014-05-15 11:37:09.0425,-0.3,-0.1,2014-05-15 11:39:41.0425,-1.1,-0.9
2014-05-15 11:37:09.0431,-0.5,0,2014-05-15 11:39:41.0431,-1.2,-1
2014-05-15 11:37:09.0437,-0.5,0,2014-05-15 11:39:41.0437,-1.2,-1
2014-05-15 11:37:09.0443,-0.5,0,2014-05-15 11:39:41.0443,-1.2,-1
2014-05-15 11:37:09.0449,-0.4,0,2014-05-15 11:39:41.0449,-1.2,-0.9
2014-05-15 11:37:09.0455,-0.4,0,2014-05-15 11:39:41.0455,-1.3,-0.9
2014-05-15 11:37:09.0460,-0.3,0,2014-05-15 11:39:41.0460,-1.3,-0.9
2014-05-15 11:37:09.0466,-0.2,0,2014-05-15 11:39:41.0466,-1.4,-0.9
2014-05-15 11:37:09.0472,-0.1,0,2014-05-15 11:39:41.0472,-1.4,-0.9
2014-05-15 11:37:09.0478,0,-0.1,2014-05-15 11:39:41.0478,-1.4,-0.9
2014-05-15 11:37:09.0484,0,-0.1,2014-05-15 11:39:41.0484,-1.4,-1
2014-05-15 11:37:09.0490,0,-0.3,2014-05-15 11:39:41.0490,-1.4,-1
2014-05-15 11:37:09.0496,0.1,-0.3,2014-05-15 11:39:41.0496,-1.3,-1
2014-05-15 11:37:09.0502,0.1,-0.5,2014-05-15 11:39:41.0502,-1.2,-1.2
2014-05-15 11:37:09.0508,0,-0.7,2014-05-15 11:39:41.0508,-1.3,-1.3
2014-05-15 11:37:09.0514,-0.1,-0.7,2014-05-15 11:39:41.0514,-1.2,-1.4
2014-05-15 11:37:09.0519,-0.4,-0.7,2014-05-15 11:39:41.0519,-1.1,-1.4
2014-05-15 11:37:09.0525,-0.5,-0.7,2014-05-15 11:39:41.0525,-1.1,-1.3
2014-05-15 11:37:09.0531,-0.5,-0.8,2014-05-15 11:39:41.0531,-1.1,-1.3
2014-05-15 11:37:09.0537,-0.6,-0.8,2014-05-15 11:39:41.0537,-1,-1.2
2014-05-15 11:37:09.0543,-0.6,-0.8,2014-05-15 11:39:41.0543,-1,-1.3
2014-05-15 11:37:09.0549,-0.7,-0.8,2014-05-15 11:39:41.0549,-1,-1.1
2014-05-15 11:37:09.0555,-0.7,-0.8,2014-05-15 11:39:41.0555,-1,-1.1
2014-05-15 11:37:09.0561,-0.5,-0.8,2014-05-15 11:39:41.0561,-1.1,-1.1
2014-05-15 11:37:09.0567,-0.6,-0.8,2014-05-15 11:39:41.0567,-1.1,-1
2014-05-15 11:37:09.0573,-0.5,-1,2014-05-15 11:39:41.0573,-1.1,-0.9
2014-05-15 11:37:09.0578,-0.6,-1.1,2014-05-15 11:39:41.0578,-1.3,-1
2014-05-15 11:37:09.0584,-0.7,-1.3,2014-05-15 11:39:41.0584,-1.4,-1.1
2014-05-15 11:37:09.0590,-0.7,-1.6,2014-05-15 11:39:41.0590,-1.6,-1.3
2014-05-15 11:37:09.0596,-0.8,-1.6,2014-05-15 11:39:41.0596,-1.7,-1.4
2014-05-15 11:37:09.0602,-0.9,-1.7,2014-05-15 11:39:41.0602,-1.8,-1.4
2014-05-15 11:37:09.0608,-1.1,-1.7,2014-05-15 11:39:41.0608,-1.6,-1.3
2014-05-15 11:37:09.0614,-1.3,-1.7,2014-05-15 11:39:41.0614,-1.6,-1.2
2014-05-15 11:37:09.0620,-1.4,-1.5,2014-05-15 11:39:41.0620,-1.4,-1.1
2014-05-15 11:37:09.0626,-1.5,-1.4,2014-05-15 11:39:41.0626,-1.4,-1
2014-05-15 11:37:09.0632,-1.6,-1.3,2014-05-15 11:39:41.0632,-1.3,-1
2014-05-15 11:37:09.0637,-1.6,-1.3,2014-05-15 11:39:41.0637,-1.4,-1.1
2014-05-15 11:37:09.0643,-1.6,-1.3,2014-05-15 11:39:41.0643,-1.4,-1.1
2014-05-15 11:37:09.0649,-1.5,-1.3,2014-05-15 11:39:41.0649,-1.4,-1.3
2014-05-15 11:37:09.0655,-1.5,-1.3,2014-05-15 11:39:41.0655,-1.4,-1.3
2014-05-15 11:37:09.0661,-1.6,-1.4,2014-05-15 11:39:41.0661,-1.4,-1.2
2014-05-15 11:37:09.0667,-1.6,-1.5,2014-05-15 11:39:41.0667,-1.3,-1.2
2014-05-15 11:37:09.0673,-1.8,-1.6,2014-05-15 11:39:41.0673,-1.4,-1.3
2014-05-15 11:37:09.0679,-1.8,-1.8,2014-05-15 11:39:41.0679,-1.5,-1.3
2014-05-15 11:37:09.0685,-1.9,-1.8,2014-05-15 11:39:41.0685,-1.5,-1.3
2014-05-15 11:37:09.0691,-2,-1.9,2014-05-15 11:39:41.0691,-1.4,-1.2
2014-05-15 11:37:09.0697,-2,-1.9,2014-05-15 11:39:41.0697,-1.4,-1.1
2014-05-15 11:37:09.0702,-2.1,-1.9,2014-05-15 11:39:41.0702,-1.3,-1
2014-05-15 11:37:09.0708,-2.1,-1.9,2014-05-15 11:39:41.0708,-1.4,-0.8
2014-05-15 11:37:09.0714,-2.2,-2,2014-05-15 11:39:41.0714,-1.4,-0.7
2014-05-15 11:37:09.0720,-2.3,-1.9,2014-05-15 11:39:41.0720,-1.5,-0.6
2014-05-15 11:37:09.0726,-2.3,-2,2014-05-15 11:39:41.0726,-1.5,-0.5
2014-05-15 11:37:09.0732,-2.4,-2.1,2014-05-15 11:39:41.0732,-1.5,-0.5
2014-05-15 11:37:09.0738,-2.5,-2.1,2014-05-15 11:39:41.0738,-1.6,-0.5
2014-05-15 11:37:09.0744,-2.5,-2.1,2014-05-15 11:39:41.0744,-1.5,-0.6
2014-05-15 11:37:09.0750,-2.5,-2,2014-05-15 11:39:41.0750,-1.6,-0.7
2014-05-15 11:37:09.0756,-2.6,-2,2014-05-15 11:39:41.0756,-1.6,-0.9
2014-05-15 11:37:09.0761,-2.8,-1.9,2014-05-15 11:39:41.0761,-1.8,-1.1
2014-05-15 11:37:09.0767,-2.8,-1.9,2014-05-15 11:39:41.0767,-1.9,-1.2
2014-05-15 11:37:09.0773,-2.8,-1.9,2014-05-15 11:39:41.0773,-2,-1.3
2014-05-15 11:37:09.0779,-2.8,-1.9,2014-05-15 11:39:41.0779,-2,-1.5
2014-05-15 11:37:09.0785,-2.7,-1.9,2014-05-15 11:39:41.0785,-1.9,-1.5
2014-05-15 11:37:09.0791,-2.6,-1.7,2014-05-15 11:39:41.0791,-1.8,-1.5
2014-05-15 11:37:09.0797,-2.6,-1.6,2014-05-15 11:39:41.0797,-1.7,-1.4
2014-05-15 11:37:09.0803,-2.7,-1.6,2014-05-15 11:39:41.0803,-1.7,-1.3
2014-05-15 11:37:09.0809,-2.7,-1.6,2014-05-15 11:39:41.0809,-1.6,-1.3
2014-05-15 11:37:09.0815,-2.9,-1.6,2014-05-15 11:39:41.0815,-1.5,-1.2
2014-05-15 11:37:09.0820,-2.9,-1.5,2014-05-15 11:39:41.0820,-1.6,-1
2014-05-15 11:37:09.0826,-3,-1.4,2014-05-15 11:39:41.0826,-1.6,-1
2014-05-15 11:37:09.0832,-3.1,-1.4,2014-05-15 11:39:41.0832,-1.7,-1
2014-05-15 11:37:09.0838,-3.1,-1.5,2014-05-15 11:39:41.0838,-1.9,-1.1
2014-05-15 11:37:09.0844,-3.2,-1.5,2014-05-15 11:39:41.0844,-2.1,-1.2
2014-05-15 11:37:09.0850,-3.1,-1.4,2014-05-15 11:39:41.0850,-2.1,-1.3
2014-05-15 11:37:09.0856,-3.1,-1.4,2014-05-15 11:39:41.0856,-2.3,-1.4
2014-05-15 11:37:09.0862,-3,-1.4,2014-05-15 11:39:41.0862,-2.2,-1.4
2014-05-15 11:37:09.0868,-3.1,-1.4,2014-05-15 11:39:41.0868,-2.3,-1.4
2014-05-15 11:37:09.0874,-2.9,-1.3,2014-05-15 11:39:41.0874,-2.3,-1.3
2014-05-15 11:37:09.0880,-2.8,-1.4,2014-05-15 11:39:41.0880,-2.2,-1.2
2014-05-15 11:37:09.0885,-2.7,-1.4,2014-05-15 11:39:41.0885,-2.1,-1.3
2014-05-15 11:37:09.0891,-2.7,-1.5,2014-05-15 11:39:41.0891,-2.1,-1.2
2014-05-15 11:37:09.0897,-2.6,-1.4,2014-05-15 11:39:41.0897,-2.1,-1.2
2014-05-15 11:37:09.0903,-2.6,-1.4,2014-05-15 11:39:41.0903,-2.1,-1.3
2014-05-15 11:37:09.0909,-2.6,-1.3,2014-05-15 11:39:41.0909,-2.1,-1.2
2014-05-15 11:37:09.0915,-2.7,-1.4,2014-05-15 11:39:41.0915,-2.1,-1.2
2014-05-15 11:37:09.0921,-2.8,-1.5,2014-05-15 11:39:41.0921,-2.1,-1.4
2014-05-15 11:37:09.0927,-3,-1.7,2014-05-15 11:39:41.0927,-2.2,-1.5
2014-05-15 11:37:09.0933,-3,-1.8,2014-05-15 11:39:41.0933,-2.1,-1.6
2014-05-15 11:37:09.0939,-3.1,-1.8,2014-05-15 11:39:41.0939,-2.1,-1.6
2014-05-15 11:37:09.0944,-3.1,-1.8,2014-05-15 11:39:41.0944,-2.1,-1.6
2014-05-15 11:37:09.0950,-3.1,-1.7,2014-05-15 11:39:41.0950,-2.1,-1.5
2014-05-15 11:37:09.0956,-3,-1.6,2014-05-15 11:39:41.0956,-2.1,-1.6
2014-05-15 11:37:09.0962,-3,-1.6,2014-05-15 11:39:41.0962,-2,-1.6
2014-05-15 11:37:09.0968,-3.1,-1.6,2014-05-15 11:39:41.0968,-2.1,-1.5
2014-05-15 11:37:09.0974,-3.2,-1.5,2014-05-15 11:39:41.0974,-2.1,-1.4
2014-05-15 11:37:09.0980,-3.3,-1.6,2014-05-15 11:39:41.0980,-2.1,-1.5
2014-05-15 11:37:09.0986,-3.4,-1.5,2014-05-15 11:39:41.0986,-2.1,-1.5
2014-05-15 11:37:09.0992,-3.3,-1.4,2014-05-15 11:39:41.0992,-2.1,-1.5
2014-05-15 11:37:09.0998,-3.3,-1.3,2014-05-15 11:39:41.0998,-2.1,-1.4
2014-05-15 11:37:09.1003,-3.4,-1.4,2014-05-15 11:39:41.1003,-2.1,-1.5
2014-05-15 11:37:09.1009,-3.4,-1.4,2014-05-15 11:39:41.1009,-2.2,-1.4
2014-05-15 11:37:09.1015,-3.4,-1.4,2014-05-15 11:39:41.1015,-2.2,-1.4
2014-05-15 11:37:09.1021,-3.4,-1.4,2014-05-15 11:39:41.1021,-2.1,-1.3
2014-05-15 11:37:09.1027,-3.3,-1.3,2014-05-15 11:39:41.1027,-2.1,-1.3
2014-05-15 11:37:09.1033,-3.3,-1.3,2014-05-15 11:39:41.1033,-2.1,-1.2
2014-05-15 11:37:09.1039,-3.2,-1.2,2014-05-15 11:39:41.1039,-2,-1.2
2014-05-15 11:37:09.1045,-3.2,-1.2,2014-05-15 11:39:41.1045,-2.1,-1.2
2014-05-15 11:37:09.1051,-3.2,-1.2,2014-05-15 11:39:41.1051,-2.1,-1.2
2014-05-15 11:37:09.1057,-3.2,-1.2,2014-05-15 11:39:41.1057,-2,-1.1
2014-05-15 11:37:09.1062,-3.2,-1.1,2014-05-15 11:39:41.1062,-2,-1.1
2014-05-15 11:37:09.1068,-3.3,-1.1,2014-05-15 11:39:41.1068,-1.9,-1.1
2014-05-15 11:37:09.1074,-3.2,-0.9,2014-05-15 11:39:41.1074,-1.9,-1.1
2014-05-15 11:37:09.1080,-3.1,-0.9,2014-05-15 11:39:41.1080,-2,-1
2014-05-15 11:37:09.1086,-3.2,-1,2014-05-15 11:39:41.1086,-2.1,-1.1
2014-05-15 11:37:09.1092,-3.2,-1.1,2014-05-15 11:39:41.1092,-2.1,-1.2
2014-05-15 11:37:09.1098,-3.3,-1.1,2014-05-15 11:39:41.1098,-2.2,-1.3
2014-05-15 11:37:09.1104,-3.4,-1,2014-05-15 11:39:41.1104,-2.2,-1.4
2014-05-15 11:37:09.1110,-3.4,-0.9,2014-05-15 11:39:41.1110,-2.2,-1.4
2014-05-15 11:37:09.1116,-3.5,-0.9,2014-05-15 11:39:41.1116,-2.1,-1.4
2014-05-15 11:37:09.1122,-3.5,-0.9,2014-05-15 11:39:41.1122,-2,-1.4
2014-05-15 11:37:09.1127,-3.5,-0.9,2014-05-15 11:39:41.1127,-1.9,-1.3
