TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3
2016-07-06 12:11:28.0000,0,0,2016-07-06 12:12:54.0000,0,0,2016-07-06 12:15:25.0000,0,0
2016-07-06 12:11:28.0006,-0.1,-0.8,2016-07-06 12:12:54.0006,-0.1,-0.1,2016-07-06 12:15:25.0006,-0.2,-0.2
2016-07-06 12:11:28.0012,-0.4,-0.8,2016-07-06 12:12:54.0012,-0.5,-0.2,2016-07-06 12:15:25.0012,-0.5,-0.2
2016-07-06 12:11:28.0018,-0.5,-0.7,2016-07-06 12:12:54.0018,-0.6,-0.1,2016-07-06 12:15:25.0018,-0.6,-0.2
2016-07-06 12:11:28.0024,-0.5,-0.5,2016-07-06 12:12:54.0024,-0.6,0,2016-07-06 12:15:25.0024,-0.6,-0.1
2016-07-06 12:11:28.0030,-0.3,-0.3,2016-07-06 12:12:54.0030,-0.4,0.3,2016-07-06 12:15:25.0030,-0.5,-0.1
2016-07-06 12:11:28.0035,-0.1,-0.3,2016-07-06 12:12:54.0035,-0.2,0.6,2016-07-06 12:15:25.0035,-0.4,-0.1
2016-07-06 12:11:28.0041,0,-0.2,2016-07-06 12:12:54.0041,0,0.8,2016-07-06 12:15:25.0041,-0.2,-0.1
2016-07-06 12:11:28.0047,0.2,-0.1,2016-07-06 12:12:54.0047,0.1,1,2016-07-06 12:15:25.0047,0,-0.1
2016-07-06 12:11:28.0053,0.4,-0.1,2016-07-06 12:12:54.0053,0.3,0.9,2016-07-06 12:15:25.0053,0,-0.2
2016-07-06 12:11:28.0059,0.6,-0.1,2016-07-06 12:12:54.0059,0.5,1.1,2016-07-06 12:15:25.0059,0,-0.3
2016-07-06 12:11:28.0065,0.7,0,2016-07-06 12:12:54.0065,0.6,1,2016-07-06 12:15:25.0065,0.2,-0.4
2016-07-06 12:11:28.0071,0.9,-0.1,2016-07-06 12:12:54.0071,0.7,1.1,2016-07-06 12:15:25.0071,0.2,-0.5
2016-07-06 12:11:28.0077,0.9,-0.1,2016-07-06 12:12:54.0077,0.7,1.1,2016-07-06 12:15:25.0077,0.2,-0.6
2016-07-06 12:11:28.0083,0.9,-0.2,2016-07-06 12:12:54.0083,0.8,1.1,2016-07-06 12:15:25.0083,0.2,-0.6
2016-07-06 12:11:28.0089,0.8,-0.4,2016-07-06 12:12:54.0089,0.5,1,2016-07-06 12:15:25.0089,0.1,-0.8
2016-07-06 12:11:28.0094,0.4,-0.4,2016-07-06 12:12:54.0094,0,0.8,2016-07-06 12:15:25.0094,-0.3,-0.9
2016-07-06 12:11:28.0100,0.3,-0.6,2016-07-06 12:12:54.0100,-0.1,0.6,2016-07-06 12:15:25.0100,-0.4,-0.8
2016-07-06 12:11:28.0106,0.2,-0.5,2016-07-06 12:12:54.0106,-0.1,0.5,2016-07-06 12:15:25.0106,-0.4,-0.8
2016-07-06 12:11:28.0112,0.2,-0.6,2016-07-06 12:12:54.0112,-0.1,0.4,2016-07-06 12:15:25.0112,-0.4,-0.8
2016-07-06 12:11:28.0118,0.2,-0.6,2016-07-06 12:12:54.0118,0,0.4,2016-07-06 12:15:25.0118,-0.5,-0.6
2016-07-06 12:11:28.0124,0.4,-0.5,2016-07-06 12:12:54.0124,0,0.5,2016-07-06 12:15:25.0124,-0.5,-0.5
2016-07-06 12:11:28.0130,0.5,-0.4,2016-07-06 12:12:54.0130,0,0.6,2016-07-06 12:15:25.0130,-0.5,-0.5
2016-07-06 12:11:28.0136,0.6,-0.4,2016-07-06 12:12:54.0136,0.1,0.6,2016-07-06 12:15:25.0136,-0.4,-0.5
2016-07-06 12:11:28.0142,0.5,-0.4,2016-07-06 12:12:54.0142,0.1,0.7,2016-07-06 12:15:25.0142,-0.3,-0.4
2016-07-06 12:11:28.0148,0.6,-0.6,2016-07-06 12:12:54.0148,0.2,0.7,2016-07-06 12:15:25.0148,-0.1,-0.2
2016-07-06 12:11:28.0153,0.6,-0.8,2016-07-06 12:12:54.0153,0.3,0.7,2016-07-06 12:15:25.0153,-0.1,-0.1
2016-07-06 12:11:28.0159,0.6,-0.8,2016-07-06 12:12:54.0159,0.5,0.7,2016-07-06 12:15:25.0159,0,0
2016-07-06 12:11:28.0165,0.6,-0.7,2016-07-06 12:12:54.0165,0.6,0.8,2016-07-06 12:15:25.0165,0,0
2016-07-06 12:11:28.0171,0.5,-0.7,2016-07-06 12:12:54.0171,0.6,0.7,2016-07-06 12:15:25.0171,0,-0.2
2016-07-06 12:11:28.0177,0.2,-0.7,2016-07-06 12:12:54.0177,0.2,0.7,2016-07-06 12:15:25.0177,-0.3,-0.4
2016-07-06 12:11:28.0183,0.2,-0.7,2016-07-06 12:12:54.0183,0.1,0.9,2016-07-06 12:15:25.0183,-0.4,-0.5
2016-07-06 12:11:28.0189,0.1,-0.6,2016-07-06 12:12:54.0189,0.1,1,2016-07-06 12:15:25.0189,-0.4,-0.5
2016-07-06 12:11:28.0195,0,-0.5,2016-07-06 12:12:54.0195,0.2,1,2016-07-06 12:15:25.0195,-0.3,-0.6
2016-07-06 12:11:28.0201,0,-0.5,2016-07-06 12:12:54.0201,0.2,1,2016-07-06 12:15:25.0201,-0.2,-0.6
2016-07-06 12:11:28.0207,0.1,-0.5,2016-07-06 12:12:54.0207,0.2,0.9,2016-07-06 12:15:25.0207,-0.1,-0.5
2016-07-06 12:11:28.0212,0.2,-0.4,2016-07-06 12:12:54.0212,0.3,1,2016-07-06 12:15:25.0212,-0.1,-0.6
2016-07-06 12:11:28.0218,0.3,-0.5,2016-07-06 12:12:54.0218,0.4,0.9,2016-07-06 12:15:25.0218,-0.1,-0.5
2016-07-06 12:11:28.0224,0.4,-0.7,2016-07-06 12:12:54.0224,0.6,0.9,2016-07-06 12:15:25.0224,0,-0.3
2016-07-06 12:11:28.0230,0.4,-0.8,2016-07-06 12:12:54.0230,0.7,0.8,2016-07-06 12:15:25.0230,0,-0.3
2016-07-06 12:11:28.0236,0.4,-0.9,2016-07-06 12:12:54.0236,0.8,0.8,2016-07-06 12:15:25.0236,0,-0.2
2016-07-06 12:11:28.0242,0.4,-1,2016-07-06 12:12:54.0242,0.9,0.7,2016-07-06 12:15:25.0242,0,-0.2
2016-07-06 12:11:28.0248,0.4,-1.1,2016-07-06 12:12:54.0248,0.9,0.7,2016-07-06 12:15:25.0248,0,-0.2
2016-07-06 12:11:28.0254,0.2,-1.2,2016-07-06 12:12:54.0254,0.9,0.7,2016-07-06 12:15:25.0254,-0.2,-0.2
2016-07-06 12:11:28.0260,-0.2,-1.2,2016-07-06 12:12:54.0260,0.5,0.8,2016-07-06 12:15:25.0260,-0.5,-0.2
2016-07-06 12:11:28.0266,-0.3,-1.3,2016-07-06 12:12:54.0266,0.4,0.8,2016-07-06 12:15:25.0266,-0.7,-0.3
2016-07-06 12:11:28.0272,-0.3,-1.3,2016-07-06 12:12:54.0272,0.4,1.1,2016-07-06 12:15:25.0272,-0.7,-0.3
2016-07-06 12:11:28.0277,-0.2,-1.3,2016-07-06 12:12:54.0277,0.6,1.1,2016-07-06 12:15:25.0277,-0.6,-0.3
2016-07-06 12:11:28.0283,-0.1,-1.3,2016-07-06 12:12:54.0283,0.5,1.1,2016-07-06 12:15:25.0283,-0.4,-0.3
2016-07-06 12:11:28.0289,0,-1.2,2016-07-06 12:12:54.0289,0.5,1.1,2016-07-06 12:15:25.0289,-0.3,-0.3
2016-07-06 12:11:28.0295,0.1,-1.2,2016-07-06 12:12:54.0295,0.5,1,2016-07-06 12:15:25.0295,-0.2,-0.3
2016-07-06 12:11:28.0301,0.3,-1.2,2016-07-06 12:12:54.0301,0.5,0.9,2016-07-06 12:15:25.0301,-0.2,-0.4
2016-07-06 12:11:28.0307,0.3,-1.2,2016-07-06 12:12:54.0307,0.7,0.8,2016-07-06 12:15:25.0307,-0.1,-0.6
2016-07-06 12:11:28.0313,0.3,-1.2,2016-07-06 12:12:54.0313,0.7,0.6,2016-07-06 12:15:25.0313,0,-0.6
2016-07-06 12:11:28.0319,0.3,-1.1,2016-07-06 12:12:54.0319,0.7,0.6,2016-07-06 12:15:25.0319,0,-0.5
2016-07-06 12:11:28.0325,0.3,-1.2,2016-07-06 12:12:54.0325,0.8,0.6,2016-07-06 12:15:25.0325,0,-0.5
2016-07-06 12:11:28.0331,0.2,-1.1,2016-07-06 12:12:54.0331,0.8,0.6,2016-07-06 12:15:25.0331,-0.1,-0.4
2016-07-06 12:11:28.0336,0.2,-1.2,2016-07-06 12:12:54.0336,0.8,0.5,2016-07-06 12:15:25.0336,-0.1,-0.4
2016-07-06 12:11:28.0342,-0.2,-1.2,2016-07-06 12:12:54.0342,0.4,0.5,2016-07-06 12:15:25.0342,-0.6,-0.5
2016-07-06 12:11:28.0348,-0.3,-1.2,2016-07-06 12:12:54.0348,0.2,0.6,2016-07-06 12:15:25.0348,-0.7,-0.3
2016-07-06 12:11:28.0354,-0.3,-1.1,2016-07-06 12:12:54.0354,0.3,0.7,2016-07-06 12:15:25.0354,-0.7,-0.2
2016-07-06 12:11:28.0360,-0.3,-1,2016-07-06 12:12:54.0360,0.5,1,2016-07-06 12:15:25.0360,-0.5,0
2016-07-06 12:11:28.0366,-0.2,-0.8,2016-07-06 12:12:54.0366,0.8,1.2,2016-07-06 12:15:25.0366,-0.5,0.1
2016-07-06 12:11:28.0372,-0.1,-0.7,2016-07-06 12:12:54.0372,1,1.4,2016-07-06 12:15:25.0372,-0.3,0.3
2016-07-06 12:11:28.0378,0,-0.5,2016-07-06 12:12:54.0378,1.1,1.6,2016-07-06 12:15:25.0378,-0.4,0.6
2016-07-06 12:11:28.0384,0.2,-0.4,2016-07-06 12:12:54.0384,1.1,1.7,2016-07-06 12:15:25.0384,-0.3,0.6
2016-07-06 12:11:28.0390,0.4,-0.2,2016-07-06 12:12:54.0390,1.3,1.8,2016-07-06 12:15:25.0390,0,0.8
2016-07-06 12:11:28.0395,0.5,-0.2,2016-07-06 12:12:54.0395,1.4,1.9,2016-07-06 12:15:25.0395,0,0.7
2016-07-06 12:11:28.0401,0.6,-0.2,2016-07-06 12:12:54.0401,1.5,1.8,2016-07-06 12:15:25.0401,0.2,0.7
2016-07-06 12:11:28.0407,0.7,-0.1,2016-07-06 12:12:54.0407,1.6,1.7,2016-07-06 12:15:25.0407,0.3,0.7
2016-07-06 12:11:28.0413,0.8,-0.2,2016-07-06 12:12:54.0413,1.6,1.7,2016-07-06 12:15:25.0413,0.4,0.7
2016-07-06 12:11:28.0419,0.9,-0.2,2016-07-06 12:12:54.0419,1.7,1.7,2016-07-06 12:15:25.0419,0.5,0.7
2016-07-06 12:11:28.0425,0.6,-0.3,2016-07-06 12:12:54.0425,1.4,1.7,2016-07-06 12:15:25.0425,0.2,0.7
2016-07-06 12:11:28.0431,0.4,-0.3,2016-07-06 12:12:54.0431,1.2,1.7,2016-07-06 12:15:25.0431,0.1,0.5
2016-07-06 12:11:28.0437,0.4,-0.2,2016-07-06 12:12:54.0437,1,1.9,2016-07-06 12:15:25.0437,0.2,0.7
2016-07-06 12:11:28.0443,0.4,-0.2,2016-07-06 12:12:54.0443,1.2,1.9,2016-07-06 12:15:25.0443,0.3,0.8
2016-07-06 12:11:28.0449,0.6,0,2016-07-06 12:12:54.0449,1.1,2.1,2016-07-06 12:15:25.0449,0.4,0.9
2016-07-06 12:11:28.0455,0.8,0,2016-07-06 12:12:54.0455,1.3,2.1,2016-07-06 12:15:25.0455,0.4,1
2016-07-06 12:11:28.0460,1.1,0.1,2016-07-06 12:12:54.0460,1.5,2,2016-07-06 12:15:25.0460,0.4,1
2016-07-06 12:11:28.0466,1.3,0.3,2016-07-06 12:12:54.0466,1.6,1.9,2016-07-06 12:15:25.0466,0.5,0.9
2016-07-06 12:11:28.0472,1.4,0.3,2016-07-06 12:12:54.0472,1.9,1.7,2016-07-06 12:15:25.0472,0.5,1
2016-07-06 12:11:28.0478,1.5,0.4,2016-07-06 12:12:54.0478,2.1,1.7,2016-07-06 12:15:25.0478,0.6,1
2016-07-06 12:11:28.0484,1.5,0.2,2016-07-06 12:12:54.0484,2.1,1.6,2016-07-06 12:15:25.0484,0.6,1
2016-07-06 12:11:28.0490,1.6,0.1,2016-07-06 12:12:54.0490,2.1,1.7,2016-07-06 12:15:25.0490,0.5,1
2016-07-06 12:11:28.0496,1.6,0,2016-07-06 12:12:54.0496,2.1,1.8,2016-07-06 12:15:25.0496,0.4,1.2
2016-07-06 12:11:28.0502,1.7,0.1,2016-07-06 12:12:54.0502,2.1,1.9,2016-07-06 12:15:25.0502,0.4,1.1
