TIME_1,RE_1,LE_1,TIME_2,RE_2,LE_2,TIME_3,RE_3,LE_3,TIME_4,RE_4,LE_4
2004-01-27 08:57:44.0000,0,0,2004-01-27 09:00:10.0000,0,0,2004-01-27 09:03:32.0000,0,0,2004-01-27 09:05:33.0000,0,0
2004-01-27 08:57:44.0006,0,0.1,2004-01-27 09:00:10.0006,0,-0.1,2004-01-27 09:03:32.0006,0,-0.2,2004-01-27 09:05:33.0006,0,0.2
2004-01-27 08:57:44.0012,0.1,0.3,2004-01-27 09:00:10.0012,0.3,-0.2,2004-01-27 09:03:32.0012,0,-0.2,2004-01-27 09:05:33.0012,0,0.2
2004-01-27 08:57:44.0018,0.2,0.5,2004-01-27 09:00:10.0018,0.5,-0.2,2004-01-27 09:03:32.0018,0,-0.2,2004-01-27 09:05:33.0018,0,0.2
2004-01-27 08:57:44.0024,0.2,0.7,2004-01-27 09:00:10.0024,0.6,-0.2,2004-01-27 09:03:32.0024,-0.1,-0.2,2004-01-27 09:05:33.0024,0,0.3
2004-01-27 08:57:44.0030,0.2,0.7,2004-01-27 09:00:10.0030,0.6,-0.2,2004-01-27 09:03:32.0030,-0.1,-0.3,2004-01-27 09:05:33.0030,0,0.3
2004-01-27 08:57:44.0035,0.1,0.7,2004-01-27 09:00:10.0035,0.6,-0.2,2004-01-27 09:03:32.0035,0,-0.2,2004-01-27 09:05:33.0035,0,0.2
2004-01-27 08:57:44.0041,0.1,0.6,2004-01-27 09:00:10.0041,0.6,-0.1,2004-01-27 09:03:32.0041,-0.1,-0.1,2004-01-27 09:05:33.0041,0,0.3
2004-01-27 08:57:44.0047,0,0.5,2004-01-27 09:00:10.0047,0.7,0,2004-01-27 09:03:32.0047,-0.1,0,2004-01-27 09:05:33.0047,0,0.3
2004-01-27 08:57:44.0053,0,0.4,2004-01-27 09:00:10.0053,0.7,0,2004-01-27 09:03:32.0053,0,0,2004-01-27 09:05:33.0053,0,0.5
2004-01-27 08:57:44.0059,0,0.4,2004-01-27 09:00:10.0059,0.7,0.1,2004-01-27 09:03:32.0059,-0.1,0,2004-01-27 09:05:33.0059,0,0.4
2004-01-27 08:57:44.0065,0,0.5,2004-01-27 09:00:10.0065,0.6,0.1,2004-01-27 09:03:32.0065,-0.2,0,2004-01-27 09:05:33.0065,0,0.4
2004-01-27 08:57:44.0071,0,0.5,2004-01-27 09:00:10.0071,0.7,0.3,2004-01-27 09:03:32.0071,-0.2,0,2004-01-27 09:05:33.0071,0.2,0.4
2004-01-27 08:57:44.0077,0,0.6,2004-01-27 09:00:10.0077,0.8,0.4,2004-01-27 09:03:32.0077,-0.4,-0.1,2004-01-27 09:05:33.0077,0.3,0.4
2004-01-27 08:57:44.0083,0,0.6,2004-01-27 09:00:10.0083,0.8,0.4,2004-01-27 09:03:32.0083,-0.4,-0.3,2004-01-27 09:05:33.0083,0.4,0.4
2004-01-27 08:57:44.0089,0.1,0.7,2004-01-27 09:00:10.0089,0.8,0.4,2004-01-27 09:03:32.0089,-0.4,-0.5,2004-01-27 09:05:33.0089,0.4,0.5
2004-01-27 08:57:44.0094,0,0.7,2004-01-27 09:00:10.0094,0.7,0.3,2004-01-27 09:03:32.0094,-0.4,-0.8,2004-01-27 09:05:33.0094,0.4,0.4
2004-01-27 08:57:44.0100,0,0.7,2004-01-27 09:00:10.0100,0.6,0.1,2004-01-27 09:03:32.0100,-0.4,-0.8,2004-01-27 09:05:33.0100,0.4,0.5
2004-01-27 08:57:44.0106,0,0.8,2004-01-27 09:00:10.0106,0.4,-0.1,2004-01-27 09:03:32.0106,-0.4,-0.8,2004-01-27 09:05:33.0106,0.4,0.7
2004-01-27 08:57:44.0112,-0.2,0.8,2004-01-27 09:00:10.0112,0.3,-0.2,2004-01-27 09:03:32.0112,-0.3,-0.9,2004-01-27 09:05:33.0112,0.3,0.6
2004-01-27 08:57:44.0118,-0.4,0.7,2004-01-27 09:00:10.0118,0.1,-0.3,2004-01-27 09:03:32.0118,-0.2,-0.8,2004-01-27 09:05:33.0118,0.3,0.7
2004-01-27 08:57:44.0124,-0.6,0.6,2004-01-27 09:00:10.0124,0.1,-0.5,2004-01-27 09:03:32.0124,-0.2,-0.6,2004-01-27 09:05:33.0124,0.3,0.8
2004-01-27 08:57:44.0130,-0.7,0.6,2004-01-27 09:00:10.0130,0.1,-0.5,2004-01-27 09:03:32.0130,-0.1,-0.5,2004-01-27 09:05:33.0130,0.3,0.8
2004-01-27 08:57:44.0136,-0.8,0.6,2004-01-27 09:00:10.0136,0.1,-0.6,2004-01-27 09:03:32.0136,-0.1,-0.6,2004-01-27 09:05:33.0136,0.1,0.8
2004-01-27 08:57:44.0142,-0.8,0.7,2004-01-27 09:00:10.0142,0.1,-0.5,2004-01-27 09:03:32.0142,0,-0.5,2004-01-27 09:05:33.0142,0,0.9
2004-01-27 08:57:44.0148,-0.8,0.7,2004-01-27 09:00:10.0148,0.2,-0.4,2004-01-27 09:03:32.0148,0,-0.6,2004-01-27 09:05:33.0148,-0.1,0.9
2004-01-27 08:57:44.0153,-0.9,0.8,2004-01-27 09:00:10.0153,0.1,-0.4,2004-01-27 09:03:32.0153,0,-0.5,2004-01-27 09:05:33.0153,-0.3,0.9
2004-01-27 08:57:44.0159,-1,0.7,2004-01-27 09:00:10.0159,0.1,-0.4,2004-01-27 09:03:32.0159,0,-0.5,2004-01-27 09:05:33.0159,-0.5,0.7
2004-01-27 08:57:44.0165,-1.2,0.8,2004-01-27 09:00:10.0165,0,-0.4,2004-01-27 09:03:32.0165,-0.1,-0.4,2004-01-27 09:05:33.0165,-0.6,0.7
2004-01-27 08:57:44.0171,-1.4,0.6,2004-01-27 09:00:10.0171,-0.1,-0.5,2004-01-27 09:03:32.0171,0,-0.3,2004-01-27 09:05:33.0171,-0.8,0.6
2004-01-27 08:57:44.0177,-1.5,0.6,2004-01-27 09:00:10.0177,-0.3,-0.6,2004-01-27 09:03:32.0177,-0.2,-0.4,2004-01-27 09:05:33.0177,-0.8,0.4
2004-01-27 08:57:44.0183,-1.7,0.5,2004-01-27 09:00:10.0183,-0.4,-0.6,2004-01-27 09:03:32.0183,-0.3,-0.5,2004-01-27 09:05:33.0183,-0.9,0.2
2004-01-27 08:57:44.0189,-1.8,0.3,2004-01-27 09:00:10.0189,-0.5,-0.6,2004-01-27 09:03:32.0189,-0.4,-0.5,2004-01-27 09:05:33.0189,-0.9,0
2004-01-27 08:57:44.0195,-1.9,0.3,2004-01-27 09:00:10.0195,-0.6,-0.6,2004-01-27 09:03:32.0195,-0.6,-0.6,2004-01-27 09:05:33.0195,-0.8,0
2004-01-27 08:57:44.0201,-2,0.4,2004-01-27 09:00:10.0201,-0.6,-0.7,2004-01-27 09:03:32.0201,-0.7,-0.6,2004-01-27 09:05:33.0201,-0.9,-0.1
2004-01-27 08:57:44.0207,-2,0.3,2004-01-27 09:00:10.0207,-0.6,-0.5,2004-01-27 09:03:32.0207,-0.8,-0.7,2004-01-27 09:05:33.0207,-0.8,-0.2
